forecast_id,year_month,product_id,region_id,forecast_version,forecast_units,forecast_revenue_eur,actual_units,actual_revenue_eur
17512,2022-05,1028,6,Rolling Forecast,56,36001.22,70,31454.04
17513,2022-05,1028,8,Latest Estimate,25,14687.49,25,11392.66
17514,2022-05,1028,9,Rolling Forecast,8,5256.28,9,4750.01
17515,2022-05,1028,10,Rolling Forecast,11,5097.88,8,4046.69
17516,2022-05,1029,1,Rolling Forecast,79,51748.97,82,45073.08
17517,2022-05,1029,2,Latest Estimate,143,67987.46,146,76899.36
17518,2022-05,1029,3,Budget,10,5751.09,11,6513.45
17519,2022-05,1029,4,Rolling Forecast,30,27374.77,36,21746.31
17520,2022-05,1029,10,Rolling Forecast,25,15131.79,28,17244.23
17521,2022-05,1030,1,Latest Estimate,9,7753.05,12,7563.8
17522,2022-05,1030,2,Rolling Forecast,63,35283.91,70,40702.78
17523,2022-05,1030,4,Latest Estimate,96,44668.23,78,47463.0
17524,2022-05,1030,8,Budget,38,32325.77,48,29199.52
17525,2022-05,1030,10,Budget,9,3313.84,8,4947.11
17526,2022-05,1031,1,Budget,124,69057.48,116,59740.67
17527,2022-05,1031,2,Rolling Forecast,121,62983.39,106,57702.27
17528,2022-05,1031,3,Rolling Forecast,15,11243.05,18,12167.84
17529,2022-05,1031,4,Rolling Forecast,151,84507.8,148,77383.48000000001
17530,2022-05,1031,5,Rolling Forecast,57,31736.98,54,31628.07
17531,2022-05,1031,6,Rolling Forecast,14,9494.11,16,10389.46
17532,2022-05,1031,8,Latest Estimate,36,20683.43,32,20924.879999999997
17533,2022-05,1031,10,Rolling Forecast,99,45427.04,86,44712.86
17534,2022-05,1032,1,Rolling Forecast,58,22317.62,53,23171.94
17535,2022-05,1032,2,Rolling Forecast,139,42110.14,101,48650.99
17536,2022-05,1032,3,Rolling Forecast,213,113982.04,248,118580.68
17537,2022-05,1032,4,Rolling Forecast,33,12846.43,39,20105.33
17538,2022-05,1032,5,Rolling Forecast,196,90459.26,197,94287.97
17539,2022-05,1032,6,Latest Estimate,1,522.78,1,553.47
17540,2022-05,1032,7,Budget,28,12826.1,26,12480.71
17541,2022-05,1033,1,Rolling Forecast,49,22333.32,44,25652.12
17542,2022-05,1033,2,Latest Estimate,9,5422.24,12,6953.33
17543,2022-05,1033,3,Latest Estimate,46,32963.92,62,31971.519999999997
17544,2022-05,1033,4,Rolling Forecast,53,29316.83,53,28195.23
17545,2022-05,1033,5,Rolling Forecast,87,54386.76,97,49288.83
17546,2022-05,1033,6,Latest Estimate,79,51932.55,89,52876.14
17547,2022-05,1033,9,Latest Estimate,29,17438.88,28,16070.35
17548,2022-05,1034,1,Latest Estimate,203,86228.29,196,107136.71
17549,2022-05,1034,5,Rolling Forecast,90,59938.94,90,52251.26
17550,2022-05,1034,7,Budget,29,14781.68,31,18024.42
17551,2022-05,1034,8,Rolling Forecast,117,62132.12,111,64616.45
17552,2022-05,1034,9,Latest Estimate,18,15565.95,20,13442.87
17553,2022-05,1035,1,Budget,174,97120.68,183,98535.08
17554,2022-05,1035,6,Latest Estimate,25,10531.19,29,15133.38
17555,2022-05,1035,7,Budget,47,21128.88,45,23154.84
17556,2022-05,1035,8,Rolling Forecast,10,6987.51,12,6700.77
17557,2022-05,1035,9,Latest Estimate,26,17196.69,27,16508.36
17558,2022-05,1036,1,Rolling Forecast,149,90020.23,149,77224.48
17559,2022-05,1036,2,Latest Estimate,158,89818.37,167,89788.61
17560,2022-05,1036,4,Rolling Forecast,40,21502.64,41,22961.98
17561,2022-05,1036,5,Rolling Forecast,53,25222.84,54,27334.89
17562,2022-05,1036,6,Latest Estimate,88,52057.4,104,55111.97
17563,2022-05,1037,1,Rolling Forecast,13,11305.56,16,9098.16
17564,2022-05,1037,5,Latest Estimate,45,32726.78,48,24604.77
17565,2022-05,1037,7,Budget,20,12711.64,25,12134.41
17566,2022-05,1038,1,Rolling Forecast,142,108592.97,162,88641.85
17567,2022-05,1038,2,Rolling Forecast,40,20672.69,43,22106.38
17568,2022-05,1038,3,Rolling Forecast,41,24150.42,45,25852.05
17569,2022-05,1038,4,Latest Estimate,108,85934.62,104,58052.0
17570,2022-05,1038,5,Latest Estimate,102,65504.2,103,55680.39
17571,2022-05,1038,6,Budget,90,57601.02,106,58853.7
17572,2022-05,1038,7,Rolling Forecast,22,13775.08,23,12877.77
17573,2022-05,1038,10,Rolling Forecast,56,27450.41,51,27512.95
17574,2022-05,1039,1,Latest Estimate,69,48854.35,71,44670.47
17575,2022-05,1039,5,Rolling Forecast,66,32455.18,57,35955.65
17576,2022-05,1039,6,Rolling Forecast,18,15138.38,19,12418.58
17577,2022-05,1039,7,Latest Estimate,13,8894.16,16,9718.66
17578,2022-05,1039,8,Rolling Forecast,39,27175.61,47,30933.82
17579,2022-05,1040,1,Latest Estimate,38,11719.32,41,14208.380000000001
17580,2022-05,1040,2,Latest Estimate,8,4845.65,11,4354.48
17581,2022-05,1040,5,Rolling Forecast,13,5803.08,14,5466.15
17582,2022-05,1040,6,Latest Estimate,61,16000.6,72,24504.96
17583,2022-05,1040,8,Latest Estimate,123,37784.42,130,42314.43
17584,2022-05,1040,10,Rolling Forecast,138,37123.49,97,31417.83
17585,2022-05,1041,1,Budget,96,28364.57,95,27232.05
17586,2022-05,1041,3,Budget,13,5329.38,16,5161.69
17587,2022-05,1041,4,Rolling Forecast,49,12536.43,50,14045.509999999998
17588,2022-05,1041,5,Rolling Forecast,111,29556.24,104,30372.050000000003
17589,2022-05,1041,6,Budget,14,3088.76,19,5404.48
17590,2022-05,1041,8,Latest Estimate,28,11662.28,33,9912.43
17591,2022-05,1042,1,Latest Estimate,105,35647.38,103,40922.71
17592,2022-05,1042,5,Rolling Forecast,85,25674.41,85,27552.49
17593,2022-05,1042,6,Rolling Forecast,32,11930.49,31,11119.39
17594,2022-05,1042,7,Latest Estimate,28,10927.16,25,9519.34
17595,2022-05,1042,8,Budget,54,28413.3,72,26285.980000000003
17596,2022-05,1042,9,Budget,32,15653.57,41,14116.03
17597,2022-05,1043,1,Rolling Forecast,98,30548.06,107,38059.42
17598,2022-05,1043,2,Rolling Forecast,31,10163.42,28,9557.99
17599,2022-05,1043,3,Rolling Forecast,27,6693.18,25,7687.91
17600,2022-05,1043,4,Rolling Forecast,42,12125.65,45,12998.46
17601,2022-05,1043,6,Rolling Forecast,44,18036.43,46,15278.82
17602,2022-05,1043,9,Latest Estimate,109,45753.38,113,36814.86
17603,2022-05,1044,1,Rolling Forecast,42,18348.5,41,14071.69
17604,2022-05,1044,4,Rolling Forecast,42,11684.52,41,13409.63
17605,2022-05,1044,5,Latest Estimate,136,47946.18,134,49856.56
17606,2022-05,1044,6,Rolling Forecast,2,641.92,2,742.95
17607,2022-05,1044,8,Rolling Forecast,26,9152.49,27,9848.65
17608,2022-05,1045,1,Latest Estimate,56,20881.09,56,20933.0
17609,2022-05,1045,2,Rolling Forecast,206,67826.54,167,57097.6
17610,2022-05,1045,3,Latest Estimate,12,5407.37,13,5139.66
17611,2022-05,1045,4,Budget,20,10932.11,23,9809.54
17612,2022-05,1045,7,Rolling Forecast,51,18870.84,52,17044.37
17613,2022-05,1045,8,Rolling Forecast,8,4591.86,12,4350.52
17614,2022-05,1046,1,Rolling Forecast,60,33966.22,70,35473.28
17615,2022-05,1046,2,Latest Estimate,6,2404.88,6,3072.5
17616,2022-05,1046,3,Rolling Forecast,40,31348.61,60,31301.2
17617,2022-05,1046,7,Latest Estimate,62,34034.53,74,36381.22
17618,2022-05,1046,9,Latest Estimate,4,2488.76,5,2561.52
17619,2022-05,1047,1,Latest Estimate,96,52839.43,86,44084.49
17620,2022-05,1047,2,Rolling Forecast,36,19140.68,34,17385.11
17621,2022-05,1047,5,Rolling Forecast,60,20075.34,43,21033.34
17622,2022-05,1047,6,Latest Estimate,138,82236.51,157,82440.39
17623,2022-05,1047,9,Rolling Forecast,12,8402.45,13,6924.63
17624,2022-05,1047,10,Rolling Forecast,32,12543.01,27,12464.29
17625,2022-05,1048,2,Rolling Forecast,8,4331.62,8,4364.46
17626,2022-05,1048,3,Rolling Forecast,46,24679.65,51,28684.37
17627,2022-05,1048,4,Rolling Forecast,5,3049.81,6,3049.47
17628,2022-05,1048,6,Latest Estimate,90,35438.3,83,39648.67
17629,2022-05,1048,8,Rolling Forecast,9,3963.48,8,3633.36
17630,2022-05,1048,10,Rolling Forecast,61,26446.05,53,24732.33
17631,2022-05,1049,1,Rolling Forecast,21,6981.83,20,5346.14
17632,2022-05,1049,6,Rolling Forecast,21,3613.27,24,8231.3
17633,2022-05,1049,8,Rolling Forecast,31,8956.7,34,9864.52
17634,2022-05,1049,9,Rolling Forecast,16,5932.08,22,7367.26
17635,2022-05,1050,1,Budget,303,181372.21,399,176361.73
17636,2022-05,1050,2,Rolling Forecast,15,10904.98,23,12189.47
17637,2022-05,1050,3,Rolling Forecast,127,87599.82,201,90689.01000000001
17638,2022-05,1050,4,Rolling Forecast,34,21861.16,33,16290.08
17639,2022-05,1050,5,Latest Estimate,92,52319.9,106,54212.89
17640,2022-05,1050,6,Latest Estimate,35,26360.62,53,26507.51
17641,2022-05,1050,8,Latest Estimate,12,3864.0,11,5495.43
17642,2022-05,1051,2,Rolling Forecast,16,5790.96,15,6159.94
17643,2022-05,1051,4,Rolling Forecast,11,6664.6,14,4836.68
17644,2022-05,1051,8,Rolling Forecast,421,123117.0,342,126273.63
17645,2022-05,1051,10,Rolling Forecast,43,12879.62,31,12312.83
17646,2022-05,1052,3,Budget,57,23135.04,60,23202.199999999997
17647,2022-05,1052,4,Latest Estimate,89,32400.3,99,34350.55
17648,2022-05,1052,7,Latest Estimate,13,5277.68,12,4673.79
17649,2022-05,1053,1,Latest Estimate,192,109965.82,219,83025.85
17650,2022-05,1053,3,Rolling Forecast,67,24986.29,65,25537.83
17651,2022-05,1053,4,Budget,90,31075.38,92,31684.109999999997
17652,2022-05,1053,5,Budget,10,3338.94,10,3616.35
17653,2022-05,1053,6,Latest Estimate,9,3404.02,11,3934.05
17654,2022-05,1053,7,Latest Estimate,22,7868.27,21,7880.78
17655,2022-05,1053,8,Rolling Forecast,25,11511.56,33,11814.45
17656,2022-05,1053,10,Rolling Forecast,33,10253.21,37,12222.06
17657,2022-05,1054,1,Rolling Forecast,129,39316.3,127,53195.91
17658,2022-05,1054,3,Rolling Forecast,130,75209.47,165,67479.12
17659,2022-05,1054,4,Rolling Forecast,108,37648.27,94,37220.88
17660,2022-05,1054,5,Latest Estimate,51,26141.78,52,23442.789999999997
17661,2022-05,1054,6,Budget,11,6245.2,13,5864.77
17662,2022-05,1054,7,Rolling Forecast,22,11491.64,24,11113.95
17663,2022-05,1055,1,Rolling Forecast,24,13286.68,30,12652.42
17664,2022-05,1055,3,Budget,138,29444.38,132,45845.83
17665,2022-05,1055,4,Latest Estimate,51,23802.92,51,20740.52
17666,2022-05,1055,6,Rolling Forecast,62,24626.32,63,26389.25
17667,2022-05,1055,7,Rolling Forecast,10,4769.88,11,4378.75
17668,2022-05,1055,10,Latest Estimate,167,61002.36,153,63955.12
17669,2022-05,1056,1,Rolling Forecast,67,24301.02,59,24122.17
17670,2022-05,1056,2,Latest Estimate,15,8114.2,16,6825.17
17671,2022-05,1056,5,Budget,89,25628.19,77,28723.21
17672,2022-05,1056,6,Rolling Forecast,27,13176.98,33,14471.51
17673,2022-05,1056,8,Rolling Forecast,18,4858.11,16,6544.1
17674,2022-05,1056,9,Budget,38,15531.82,45,18110.83
17675,2022-05,1057,1,Latest Estimate,14,8586.45,17,7330.92
17676,2022-05,1057,3,Rolling Forecast,22,11462.56,25,10517.56
17677,2022-05,1057,4,Latest Estimate,37,17437.87,42,15313.37
17678,2022-05,1057,5,Latest Estimate,29,6007.83,25,9518.07
17679,2022-05,1057,6,Rolling Forecast,2,1593.14,3,1293.33
17680,2022-05,1057,8,Budget,31,15128.8,37,12601.99
17681,2022-05,1057,10,Rolling Forecast,70,24726.6,76,27087.47
17682,2022-05,1058,1,Rolling Forecast,44,25211.86,54,25555.52
17683,2022-05,1058,2,Budget,216,112966.6,247,114963.98
17684,2022-05,1058,3,Rolling Forecast,17,11665.36,20,10103.7
17685,2022-05,1058,4,Latest Estimate,17,9277.39,17,7888.75
17686,2022-05,1058,6,Rolling Forecast,298,119436.29,264,116001.92
17687,2022-05,1058,9,Budget,71,44608.91,88,41255.91
17688,2022-05,1059,1,Latest Estimate,13,5017.69,13,4697.29
17689,2022-05,1059,2,Rolling Forecast,13,4848.24,16,6033.280000000001
17690,2022-05,1059,4,Latest Estimate,65,26316.76,75,25158.96
17691,2022-05,1059,5,Latest Estimate,12,4184.5,11,4060.15
17692,2022-05,1059,6,Latest Estimate,35,14425.51,31,12765.75
17693,2022-05,1059,7,Rolling Forecast,81,29710.07,98,27210.86
17694,2022-05,1059,8,Rolling Forecast,487,151514.23,530,200496.99
17695,2022-05,1059,10,Rolling Forecast,18,5784.29,18,6826.75
17696,2022-05,1060,2,Rolling Forecast,37,6266.71,40,5874.99
17697,2022-05,1060,3,Budget,67,10719.35,70,10319.97
17698,2022-05,1060,4,Budget,20,4310.35,22,3746.68
17699,2022-05,1060,5,Rolling Forecast,19,2760.03,19,2768.68
17700,2022-05,1060,6,Rolling Forecast,207,30753.16,221,30270.38
17701,2022-05,1060,8,Latest Estimate,116,18491.26,139,20640.760000000002
17702,2022-05,1060,9,Latest Estimate,14,2075.68,15,2301.67
17703,2022-05,1061,1,Rolling Forecast,62,7153.51,58,6684.98
17704,2022-05,1061,2,Rolling Forecast,162,9862.11,135,14534.57
17705,2022-05,1061,3,Latest Estimate,17,1560.09,17,1998.79
17706,2022-05,1061,6,Rolling Forecast,282,34658.51,328,36571.17
17707,2022-05,1062,3,Budget,9,1705.52,10,2157.04
17708,2022-05,1062,4,Rolling Forecast,55,10216.67,57,11629.72
17709,2022-05,1062,5,Rolling Forecast,72,11451.51,56,10939.98
17710,2022-05,1062,6,Budget,25,6479.22,34,6938.389999999999
17711,2022-05,1062,8,Rolling Forecast,52,7481.34,49,10713.07
17712,2022-05,1063,1,Rolling Forecast,30,5871.53,32,5649.8
17713,2022-05,1063,2,Latest Estimate,42,6076.08,38,6797.759999999999
17714,2022-05,1063,3,Rolling Forecast,109,26889.53,121,20011.84
17715,2022-05,1063,4,Rolling Forecast,4,551.5,4,753.18
17716,2022-05,1063,5,Rolling Forecast,24,3165.94,22,3950.96
17717,2022-05,1063,6,Latest Estimate,38,7549.71,53,9384.630000000001
17718,2022-05,1063,7,Rolling Forecast,80,12764.65,65,10834.62
17719,2022-05,1063,9,Budget,235,46209.71,281,46223.02
17720,2022-05,1063,10,Rolling Forecast,1,184.14,1,175.18
17721,2022-05,1064,1,Rolling Forecast,114,20914.18,101,18745.66
17722,2022-05,1064,2,Budget,30,5652.4,30,5880.31
17723,2022-05,1064,3,Rolling Forecast,576,129879.62,591,103503.34
17724,2022-05,1064,5,Budget,55,9178.2,61,9393.82
17725,2022-05,1064,6,Latest Estimate,248,52624.12,232,45081.09999999999
17726,2022-05,1064,8,Budget,68,21063.53,81,17121.1
17727,2022-05,1064,10,Latest Estimate,2,394.36,2,403.48
17728,2022-05,1065,1,Rolling Forecast,163,24275.22,151,20533.79
17729,2022-05,1065,2,Rolling Forecast,3,554.65,3,426.72
17730,2022-05,1065,3,Latest Estimate,14,2162.12,15,2072.12
17731,2022-05,1065,4,Latest Estimate,95,6023.05,78,8851.56
17732,2022-05,1065,5,Budget,99,12396.36,87,12514.19
17733,2022-05,1065,6,Rolling Forecast,142,21459.9,162,23118.949999999997
17734,2022-05,1065,7,Rolling Forecast,144,18833.44,130,18663.14
17735,2022-05,1065,9,Latest Estimate,18,2902.21,21,2997.07
17736,2022-05,1066,1,Budget,34,5971.83,32,5396.63
17737,2022-05,1066,2,Latest Estimate,3,522.35,3,497.2
17738,2022-05,1066,3,Rolling Forecast,58,9652.88,63,10181.36
17739,2022-05,1066,4,Rolling Forecast,42,4658.0,44,6112.29
17740,2022-05,1066,5,Rolling Forecast,98,11359.99,72,10686.89
17741,2022-05,1066,6,Latest Estimate,107,20827.15,132,20520.93
17742,2022-05,1066,7,Latest Estimate,136,23890.31,135,22262.19
17743,2022-05,1067,1,Latest Estimate,322,53415.36,326,54603.119999999995
17744,2022-05,1067,4,Rolling Forecast,110,22522.69,129,22629.61
17745,2022-05,1067,5,Rolling Forecast,15,2325.29,13,2217.25
17746,2022-05,1067,9,Latest Estimate,19,2985.12,20,3490.1
17747,2022-05,1068,2,Rolling Forecast,21,4369.14,25,4574.59
17748,2022-05,1068,6,Rolling Forecast,84,13975.1,99,15191.71
17749,2022-05,1068,7,Budget,7,1353.46,8,1208.57
17750,2022-05,1069,1,Rolling Forecast,162,21660.14,144,23631.6
17751,2022-05,1069,2,Latest Estimate,19,3143.14,18,3095.49
17752,2022-05,1069,3,Rolling Forecast,18,2945.42,15,2669.54
17753,2022-05,1069,4,Rolling Forecast,48,9542.94,47,7945.13
17754,2022-05,1069,5,Rolling Forecast,125,26011.74,169,28120.55
17755,2022-05,1069,6,Rolling Forecast,5,1737.82,8,1645.82
17756,2022-05,1069,8,Latest Estimate,32,5410.17,33,5135.01
17757,2022-05,1069,10,Latest Estimate,86,11774.49,74,11140.33
17758,2022-05,1070,1,Rolling Forecast,140,17277.04,114,15330.59
17759,2022-05,1070,2,Budget,181,15183.34,173,22902.22
17760,2022-05,1070,3,Budget,76,13512.7,94,11884.99
17761,2022-05,1070,5,Rolling Forecast,47,5945.76,42,5619.5
17762,2022-05,1070,6,Rolling Forecast,5,1079.79,6,944.43
17763,2022-05,1070,9,Latest Estimate,32,4999.51,35,4725.83
17764,2022-05,1070,10,Latest Estimate,55,5417.13,59,8104.110000000001
17765,2022-05,1071,2,Budget,88,11797.54,93,12648.27
17766,2022-05,1071,3,Rolling Forecast,11,1744.09,12,1753.51
17767,2022-05,1071,4,Rolling Forecast,20,2944.49,20,3035.8599999999997
17768,2022-05,1071,5,Rolling Forecast,121,14070.09,96,12305.52
17769,2022-05,1071,6,Rolling Forecast,153,16873.51,125,17302.769999999997
17770,2022-05,1071,8,Budget,9,1297.31,9,1119.54
17771,2022-05,1071,10,Latest Estimate,323,45378.9,308,43369.52
17772,2022-05,1072,1,Rolling Forecast,122,21847.43,121,19423.2
17773,2022-05,1072,2,Rolling Forecast,26,5163.93,26,4649.86
17774,2022-05,1072,5,Rolling Forecast,64,9288.87,56,8891.77
17775,2022-05,1072,6,Latest Estimate,2,368.51,2,343.29
17776,2022-05,1072,8,Rolling Forecast,55,6077.67,59,8608.42
17777,2022-05,1073,1,Latest Estimate,89,13908.2,107,16390.2
17778,2022-05,1073,2,Rolling Forecast,55,7300.1,52,7017.72
17779,2022-05,1073,5,Rolling Forecast,91,8641.88,80,11461.25
17780,2022-05,1073,9,Latest Estimate,83,13403.51,91,11499.59
17781,2022-05,1074,1,Rolling Forecast,135,13998.46,127,11621.71
17782,2022-05,1074,2,Latest Estimate,12,1641.79,14,1442.61
17783,2022-05,1074,3,Rolling Forecast,18,2206.3,21,2317.25
17784,2022-05,1074,4,Rolling Forecast,8,833.84,8,832.95
17785,2022-05,1074,5,Latest Estimate,52,4471.01,51,4704.67
17786,2022-05,1074,9,Rolling Forecast,19,1661.4,18,1692.74
17787,2022-05,1075,1,Budget,142,22236.91,131,21540.09
17788,2022-05,1075,3,Rolling Forecast,27,5210.45,31,5071.06
17789,2022-05,1075,4,Rolling Forecast,150,35936.77,189,27971.6
17790,2022-05,1075,7,Rolling Forecast,158,21821.87,148,22439.800000000003
17791,2022-05,1075,8,Budget,16,2969.79,20,3037.11
17792,2022-05,1075,10,Rolling Forecast,100,12454.41,87,12313.31
17793,2022-05,1076,1,Rolling Forecast,56,6651.54,55,6788.97
17794,2022-05,1076,4,Budget,15,1911.9,13,1749.47
17795,2022-05,1076,6,Budget,20,3081.73,25,3023.97
17796,2022-05,1076,7,Rolling Forecast,76,10587.59,78,10450.69
17797,2022-05,1076,8,Rolling Forecast,30,5782.35,30,4328.89
17798,2022-05,1077,1,Budget,63,8957.18,66,9430.92
17799,2022-05,1077,2,Rolling Forecast,52,7177.1,60,8181.3
17800,2022-05,1077,4,Latest Estimate,15,2431.22,17,2145.7
17801,2022-05,1077,5,Latest Estimate,16,2269.73,14,1947.74
17802,2022-05,1077,6,Rolling Forecast,32,5383.34,32,4812.68
17803,2022-05,1077,7,Latest Estimate,87,14530.08,110,15011.75
17804,2022-05,1077,8,Rolling Forecast,131,15174.58,125,15796.220000000001
17805,2022-05,1077,9,Rolling Forecast,32,5162.98,39,5610.530000000001
17806,2022-05,1077,10,Latest Estimate,35,3638.68,31,3465.87
17807,2022-05,1078,1,Latest Estimate,73,12905.06,69,17308.77
17808,2022-05,1078,2,Rolling Forecast,56,16226.86,63,16135.550000000001
17809,2022-05,1078,3,Rolling Forecast,36,7441.62,33,7685.6
17810,2022-05,1078,4,Rolling Forecast,121,34426.43,162,34064.41
17811,2022-05,1078,7,Budget,22,5452.46,25,6551.21
17812,2022-05,1078,10,Rolling Forecast,52,15766.99,48,11728.26
17813,2022-05,1079,1,Latest Estimate,152,29453.51,157,25022.14
17814,2022-05,1079,2,Rolling Forecast,13,2696.87,14,2429.63
17815,2022-05,1079,3,Rolling Forecast,21,5311.1,25,4233.78
17816,2022-05,1079,6,Latest Estimate,58,9278.96,56,8345.06
17817,2022-05,1079,7,Rolling Forecast,23,4491.87,28,4900.62
17818,2022-05,1079,8,Rolling Forecast,15,2548.57,16,2422.65
17819,2022-05,1079,10,Latest Estimate,32,4277.5,25,4316.76
17820,2022-05,1080,1,Rolling Forecast,358,244029.13,375,225964.66999999998
17821,2022-05,1080,2,Budget,58,39898.4,70,44074.89
17822,2022-05,1080,5,Budget,138,55420.58,126,76475.06
17823,2022-05,1080,6,Budget,27,18473.84,32,20876.14
17824,2022-05,1080,7,Budget,52,33095.2,60,38668.520000000004
17825,2022-05,1080,8,Rolling Forecast,121,64227.69,115,73349.58
17826,2022-05,1080,9,Budget,81,58047.81,83,51980.13
17827,2022-05,1081,1,Budget,147,144940.69,184,116728.7
17828,2022-05,1081,2,Latest Estimate,1,627.56,1,678.09
17829,2022-05,1081,4,Rolling Forecast,106,47044.85,101,63164.899999999994
17830,2022-05,1081,5,Rolling Forecast,72,45081.73,80,52526.33
17831,2022-05,1081,6,Rolling Forecast,73,47541.13,78,48854.68
17832,2022-05,1081,7,Rolling Forecast,79,56315.14,97,57615.58
17833,2022-05,1081,9,Latest Estimate,65,46446.97,93,51717.450000000004
17834,2022-05,1082,1,Rolling Forecast,56,52135.56,68,47680.01
17835,2022-05,1082,3,Budget,216,142702.54,223,172724.58000000002
17836,2022-05,1082,4,Budget,240,171820.62,220,157659.84
17837,2022-05,1082,5,Budget,9,4416.18,9,7494.99
17838,2022-05,1082,6,Budget,57,45818.96,58,46596.21
17839,2022-05,1082,8,Rolling Forecast,8,8083.47,10,7923.64
17840,2022-05,1083,1,Budget,42,33633.14,41,29743.14
17841,2022-05,1083,2,Latest Estimate,27,19641.03,27,16266.96
17842,2022-05,1083,4,Budget,16,14158.95,16,11787.87
17843,2022-05,1083,6,Rolling Forecast,10,7052.57,12,8145.47
17844,2022-05,1083,9,Rolling Forecast,10,7806.79,11,8551.11
17845,2022-05,1084,1,Latest Estimate,64,29513.98,61,32436.89
17846,2022-05,1084,2,Rolling Forecast,5,2490.34,5,3033.37
17847,2022-05,1084,4,Latest Estimate,111,54545.4,104,53138.49
17848,2022-05,1084,6,Rolling Forecast,85,53166.87,115,58173.21
17849,2022-05,1085,2,Latest Estimate,116,47070.42,132,81912.79
17850,2022-05,1085,3,Budget,56,34547.8,60,45868.19
17851,2022-05,1085,4,Rolling Forecast,96,54795.49,85,65769.5
17852,2022-05,1085,5,Budget,79,79728.77,87,69601.9
17853,2022-05,1085,6,Rolling Forecast,56,37037.18,63,46209.009999999995
17854,2022-05,1086,1,Latest Estimate,63,61912.86,77,56282.3
17855,2022-05,1086,3,Rolling Forecast,14,16950.5,17,14906.53
17856,2022-05,1086,4,Latest Estimate,78,83268.02,82,60731.549999999996
17857,2022-05,1086,5,Budget,52,33895.55,53,36371.3
17858,2022-05,1086,6,Rolling Forecast,15,18811.53,20,14571.33
17859,2022-05,1086,8,Latest Estimate,41,35878.27,41,30657.25
17860,2022-05,1086,9,Rolling Forecast,72,53179.26,99,59219.399999999994
17861,2022-05,1087,2,Budget,126,75274.42,145,75167.6
17862,2022-05,1087,4,Budget,303,131554.78,333,148329.54
17863,2022-05,1087,5,Latest Estimate,86,49265.13,96,47229.94
17864,2022-05,1087,8,Latest Estimate,27,11063.32,26,13135.72
17865,2022-05,1087,9,Rolling Forecast,48,21608.28,44,21032.66
17866,2022-05,1087,10,Rolling Forecast,23,12483.13,25,11978.47
17867,2022-05,1088,1,Latest Estimate,82,85716.4,96,85999.53
17868,2022-05,1088,2,Rolling Forecast,15,18285.98,15,14977.89
17869,2022-05,1088,4,Budget,58,67105.81,66,60557.96
17870,2022-05,1088,6,Budget,15,14946.07,19,17969.739999999998
17871,2022-05,1088,9,Budget,64,60684.41,76,62870.3
17872,2022-05,1088,10,Rolling Forecast,63,42279.54,53,46584.729999999996
17873,2022-05,1089,1,Latest Estimate,20,17543.73,22,17925.09
17874,2022-05,1089,5,Latest Estimate,106,70271.84,95,67139.81
17875,2022-05,1089,6,Rolling Forecast,368,307885.71,422,323765.44
17876,2022-05,1089,7,Rolling Forecast,13,9797.78,13,10288.16
17877,2022-05,1089,9,Rolling Forecast,29,21421.05,31,24253.74
17878,2022-05,1090,1,Latest Estimate,69,36455.0,64,42956.49
17879,2022-05,1090,4,Rolling Forecast,47,35468.47,53,32980.96
17880,2022-05,1090,6,Latest Estimate,24,19425.61,33,21191.96
17881,2022-05,1090,7,Latest Estimate,69,40071.63,59,38470.82
17882,2022-05,1090,8,Rolling Forecast,8,6920.28,9,6621.35
17883,2022-05,1090,9,Latest Estimate,19,13326.76,21,14426.99
17884,2022-05,1091,1,Budget,304,170265.17,261,187352.2
17885,2022-05,1091,3,Rolling Forecast,93,96914.15,110,86458.98
17886,2022-05,1091,4,Latest Estimate,85,49974.96,75,58639.71
17887,2022-05,1091,5,Latest Estimate,72,39406.73,58,40772.62
17888,2022-05,1091,6,Latest Estimate,41,40153.96,52,36064.41
17889,2022-05,1091,9,Budget,91,87335.75,119,80064.79000000001
17890,2022-05,1092,1,Budget,78,69485.93,90,82783.95
17891,2022-05,1092,2,Latest Estimate,15,14582.55,16,14421.04
17892,2022-05,1092,5,Latest Estimate,64,63649.8,76,61372.26999999999
17893,2022-05,1092,8,Latest Estimate,61,66620.18,63,53694.29
17894,2022-05,1093,1,Budget,97,62972.05,92,59581.83
17895,2022-05,1093,3,Rolling Forecast,44,29749.02,42,32255.230000000003
17896,2022-05,1093,4,Budget,6,7332.46,7,5881.98
17897,2022-05,1093,5,Rolling Forecast,11,6091.64,9,6375.32
17898,2022-05,1093,7,Budget,37,25487.85,36,26545.73
17899,2022-05,1093,10,Budget,72,31266.72,53,31877.83
17900,2022-05,1094,1,Latest Estimate,76,63180.61,90,67684.3
17901,2022-05,1094,6,Rolling Forecast,55,51284.56,74,59046.94
17902,2022-05,1094,7,Rolling Forecast,8,4423.72,7,5738.54
17903,2022-05,1095,1,Rolling Forecast,230,103930.29,249,113775.96
17904,2022-05,1095,4,Rolling Forecast,67,49342.05,86,44222.45
17905,2022-05,1095,5,Budget,38,18140.19,37,19778.57
17906,2022-05,1095,6,Rolling Forecast,139,73525.72,168,75295.94
17907,2022-05,1095,7,Rolling Forecast,66,31969.91,64,29571.55
17908,2022-05,1095,8,Rolling Forecast,6,2607.99,6,3327.57
17909,2022-05,1095,9,Latest Estimate,18,10119.96,20,10485.79
