sales_id,order_id,date_id,date,year_month,customer_id,product_id,region_id,sales_rep_id,units,asp_eur,discount_pct,revenue_eur,revenue_local_currency,currency,unit_cost_eur,gross_profit_eur,gross_margin_pct,is_outlier_order
34866,ORD-00034866,20210509,2021-05-09,2021-05,173,1051,6,38.0,64,344.58,0.211,22053.4,23971.09,USD,310.78,2163.59,0.0981,False
34867,ORD-00034867,20210313,2021-03-13,2021-03,547,1004,3,41.0,7,741.98,0.097,5193.87,5193.87,EUR,545.88,1372.72,0.2643,False
34868,ORD-00034868,20250820,2025-08-20,2025-08,980,1159,1,77.0,3,625.61,0.042,1876.83,1876.83,EUR,641.84,-48.68,-0.0259,False
34869,ORD-00034869,20250909,2025-09-09,2025-09,167,1086,8,52.0,39,710.22,0.164,27698.63,27698.63,EUR,547.52,6345.27,0.2291,False
34870,ORD-00034870,20240417,2024-04-17,2024-04,973,1057,1,84.0,61,445.92,0.119,27201.28,27201.28,EUR,341.06,6396.56,0.2352,False
34871,ORD-00034871,20230701,2023-07-01,2023-07,924,1166,6,37.0,45,61.34,0.136,2760.33,3000.36,USD,47.47,624.15,0.2261,False
34872,ORD-00034872,20250331,2025-03-31,2025-03,409,1120,5,73.0,61,85.05,0.203,5188.33,4434.47,GBP,71.79,809.33,0.156,False
34873,ORD-00034873,20251115,2025-11-15,2025-11,1044,1170,1,58.0,8,75.46,0.062,603.7,603.7,EUR,64.36,88.81,0.1471,False
34874,ORD-00034874,20210427,2021-04-27,2021-04,131,1002,4,68.0,54,726.19,0.17,39214.5,39214.5,EUR,529.54,10619.33,0.2708,False
34875,ORD-00034875,20210820,2021-08-20,2021-08,828,1014,1,25.0,49,1119.36,0.134,54848.8,54848.8,EUR,895.84,10952.56,0.1997,False
34876,ORD-00034876,20250817,2025-08-17,2025-08,1031,1013,6,75.0,3,962.54,0.068,2887.61,3138.71,USD,729.9,697.89,0.2417,False
34877,ORD-00034877,20210810,2021-08-10,2021-08,551,1120,1,,46,83.14,0.119,3824.25,3824.25,EUR,61.74,984.32,0.2574,False
34878,ORD-00034878,20241006,2024-10-06,2024-10,249,1104,1,4.0,22,1063.01,0.119,23386.12,23386.12,EUR,767.18,6508.2,0.2783,False
34879,ORD-00034879,20231215,2023-12-15,2023-12,1108,1028,2,24.0,6,509.44,0.094,3056.62,3056.62,EUR,389.31,720.77,0.2358,False
34880,ORD-00034880,20231029,2023-10-29,2023-10,1070,1082,7,52.0,60,803.76,0.146,48225.37,70919.66,CAD,637.61,9969.04,0.2067,False
34881,ORD-00034881,20210805,2021-08-05,2021-08,593,1111,6,37.0,12,1461.27,0.013,17535.23,19060.03,USD,829.35,7583.05,0.4324,False
34882,ORD-00034882,20241027,2024-10-27,2024-10,671,1063,2,34.0,31,169.11,0.146,5242.38,5242.38,EUR,95.0,2297.38,0.4382,False
34883,ORD-00034883,20240308,2024-03-08,2024-03,850,1091,5,42.0,7,832.23,0.143,5825.59,4979.14,GBP,500.14,2324.62,0.399,False
34884,ORD-00034884,20250929,2025-09-29,2025-09,62,1094,8,78.0,17,894.33,0.135,15203.53,15203.53,EUR,561.01,5666.29,0.3727,False
34885,ORD-00034885,20230819,2023-08-19,2023-08,389,1063,1,41.0,132,175.5,0.195,23166.09,23166.09,EUR,95.37,10577.07,0.4566,False
34886,ORD-00034886,20250901,2025-09-01,2025-09,1093,1192,5,68.0,16,268.28,0.076,4292.46,3668.77,GBP,120.11,2370.73,0.5523,False
34887,ORD-00034887,20220114,2022-01-14,2022-01,759,1148,2,12.0,70,465.32,0.192,32572.73,32572.73,EUR,546.89,-5709.36,-0.1753,False
34888,ORD-00034888,20220223,2022-02-23,2022-02,552,1071,1,39.0,11,148.19,0.101,1630.14,1630.14,EUR,73.34,823.36,0.5051,False
34889,ORD-00034889,20251026,2025-10-26,2025-10,1,1071,10,2.0,2,168.75,,337.5,54435.48,JPY,78.8,179.89,0.533,False
34890,ORD-00034890,20210810,2021-08-10,2021-08,914,1161,3,33.0,7,57.63,0.103,403.44,403.44,EUR,47.63,70.01,0.1735,False
34891,ORD-00034891,20220501,2022-05-01,2022-05,688,1074,9,6.0,18,94.04,0.128,1692.74,7359.74,PLN,65.82,507.98,0.3001,False
34892,ORD-00034892,20211102,2021-11-02,2021-11,939,1078,6,80.0,40,238.5,0.113,9539.88,10369.43,USD,116.0,4899.96,0.5136,False
34893,ORD-00034893,20240930,2024-09-30,2024-09,207,1010,8,83.0,5,1074.57,0.011,5372.83,5372.83,EUR,885.65,944.58,0.1758,False
34894,ORD-00034894,20250107,2025-01-07,2025-01,329,1194,5,61.0,114,286.01,0.216,32605.31,27867.79,GBP,120.62,18854.65,0.5783,False
34895,ORD-00034895,20250809,2025-08-09,2025-08,773,1029,5,27.0,106,591.73,0.17,62723.89,53610.16,GBP,494.03,10356.19,0.1651,False
34896,ORD-00034896,20211111,2021-11-11,2021-11,392,1125,6,50.0,1,80.8,0.0,80.8,87.83,USD,54.92,25.88,0.3203,False
34897,ORD-00034897,20221025,2022-10-25,2022-10,116,1086,1,60.0,95,702.29,0.15,66717.95,66717.95,EUR,456.97,23306.09,0.3493,False
34898,ORD-00034898,20221017,2022-10-17,2022-10,122,1026,2,29.0,24,503.26,0.189,12078.15,12078.15,EUR,485.77,419.67,0.0347,False
34899,ORD-00034899,20251127,2025-11-27,2025-11,956,1180,4,53.0,232,269.98,0.162,62635.57,62635.57,EUR,139.95,30167.6,0.4816,True
34900,ORD-00034900,20240203,2024-02-03,2024-02,704,1037,1,75.0,2,686.74,0.0,1373.48,1373.48,EUR,483.74,405.99,0.2956,False
34901,ORD-00034901,20221118,2022-11-18,2022-11,702,1098,3,74.0,75,496.17,0.158,37212.63,37212.63,EUR,437.14,4427.09,0.119,False
34902,ORD-00034902,20220915,2022-09-15,2022-09,759,1085,2,56.0,54,779.53,0.117,42094.84,42094.84,EUR,437.92,18447.37,0.4382,False
34903,ORD-00034903,20221020,2022-10-20,2022-10,146,1071,7,48.0,128,134.62,0.137,17231.47,25340.4,CAD,63.04,9162.63,0.5317,False
34904,ORD-00034904,20241004,2024-10-04,2024-10,1137,1117,2,21.0,9,1234.73,0.019,11112.55,11112.55,EUR,926.73,2771.97,0.2494,False
34905,ORD-00034905,20231209,2023-12-09,2023-12,51,1137,7,49.0,7,67.48,0.079,472.36,694.65,CAD,50.86,116.35,0.2463,False
34906,ORD-00034906,20240416,2024-04-16,2024-04,570,1078,6,47.0,41,240.35,0.151,9854.3,10711.2,USD,125.06,4726.95,0.4797,False
34907,ORD-00034907,20230726,2023-07-26,2023-07,1043,1199,2,70.0,36,220.78,0.17,7948.02,7948.02,EUR,85.32,4876.64,0.6136,False
34908,ORD-00034908,20210226,2021-02-26,2021-02,802,1000,2,27.0,31,543.62,0.223,16852.34,16852.34,EUR,553.08,-293.22,-0.0174,False
34909,ORD-00034909,20240818,2024-08-18,2024-08,559,1011,8,73.0,49,899.42,0.206,44071.35,44071.35,EUR,714.05,9082.91,0.2061,False
34910,ORD-00034910,20241020,2024-10-20,2024-10,170,1095,1,59.0,21,525.64,0.166,11038.48,11038.48,EUR,286.23,5027.72,0.4555,False
34911,ORD-00034911,20220106,2022-01-06,2022-01,457,1076,2,26.0,1,161.9,0.009,161.9,161.9,EUR,74.07,87.83,0.5425,False
34912,ORD-00034912,20240602,2024-06-02,2024-06,173,1082,6,68.0,80,708.46,0.246,56676.86,61605.28,USD,653.95,4361.04,0.0769,False
34913,ORD-00034913,20250622,2025-06-22,2025-06,349,1113,1,24.0,63,1460.54,0.291,92014.16,92014.16,EUR,1287.34,10911.98,0.1186,False
34914,ORD-00034914,20240310,2024-03-10,2024-03,592,1167,2,39.0,34,56.94,0.127,1936.13,1936.13,EUR,48.44,289.03,0.1493,False
34915,ORD-00034915,20240708,2024-07-08,2024-07,542,1127,8,33.0,60,92.96,0.118,5577.41,5577.41,EUR,68.41,1472.62,0.264,False
34916,ORD-00034916,20240914,2024-09-14,2024-09,394,1184,3,25.0,18,194.3,0.036,3497.35,3497.35,EUR,74.53,2155.77,0.6164,False
34917,ORD-00034917,20221029,2022-10-29,2022-10,124,1193,3,74.0,50,161.15,0.23,8057.71,8057.71,EUR,77.86,4164.48,0.5168,False
34918,ORD-00034918,20211123,2021-11-23,2021-11,349,1012,1,4.0,39,783.01,0.196,30537.2,30537.2,EUR,694.17,3464.47,0.1135,False
34919,ORD-00034919,20230731,2023-07-31,2023-07,26,1107,1,7.0,1,1290.72,0.033,1290.72,1290.72,EUR,978.72,311.99,0.2417,False
34920,ORD-00034920,20220421,2022-04-21,2022-04,301,1060,1,52.0,37,143.9,0.121,5324.45,5324.45,EUR,102.51,1531.39,0.2876,False
34921,ORD-00034921,20240818,2024-08-18,2024-08,559,1048,8,29.0,49,528.01,0.117,25872.65,25872.65,EUR,443.11,4160.26,0.1608,False
34922,ORD-00034922,20241007,2024-10-07,2024-10,231,1107,1,73.0,44,1078.72,0.18,47463.85,47463.85,EUR,1048.21,1342.83,0.0283,False
34923,ORD-00034923,20210118,2021-01-18,2021-01,173,1075,6,2.0,32,161.37,0.121,5163.78,5612.8,USD,101.77,1907.21,0.3693,False
34924,ORD-00034924,20251101,2025-11-01,2025-11,111,1185,1,49.0,52,205.68,0.256,10695.28,10695.28,EUR,114.11,4761.47,0.4452,False
34925,ORD-00034925,20250922,2025-09-22,2025-09,1122,1100,7,39.0,45,1411.55,0.185,63519.65,93411.25,CAD,922.89,21989.54,0.3462,False
34926,ORD-00034926,20211017,2021-10-17,2021-10,595,1030,4,71.0,35,592.47,0.095,20736.42,20736.42,EUR,479.7,3946.94,0.1903,False
34927,ORD-00034927,20230812,2023-08-12,2023-08,843,1193,5,47.0,52,161.1,0.21,8377.16,7159.97,GBP,77.47,4348.72,0.5191,False
34928,ORD-00034928,20220306,2022-03-06,2022-03,1196,1099,2,67.0,101,740.62,0.132,74802.93,74802.93,EUR,475.68,26759.07,0.3577,False
34929,ORD-00034929,20251114,2025-11-14,2025-11,650,1162,2,21.0,10,66.13,0.12,661.29,661.29,EUR,58.48,76.53,0.1157,False
34930,ORD-00034930,20240103,2024-01-03,2024-01,745,1076,8,7.0,13,156.01,0.06,2028.18,2028.18,EUR,76.05,1039.52,0.5125,False
34931,ORD-00034931,20240913,2024-09-13,2024-09,28,1108,1,44.0,58,1346.96,0.254,78123.43,78123.43,EUR,1011.51,19455.82,0.249,False
34932,ORD-00034932,20251203,2025-12-03,2025-12,988,1171,7,71.0,25,57.42,0.108,1435.42,2110.91,CAD,43.38,350.96,0.2445,False
34933,ORD-00034933,20240718,2024-07-18,2024-07,124,1105,3,42.0,81,1606.49,0.138,130125.64,130125.64,EUR,972.03,51391.11,0.3949,False
34934,ORD-00034934,20250611,2025-06-11,2025-06,11,1134,1,83.0,12,83.21,0.114,998.55,998.55,EUR,57.21,312.07,0.3125,False
34935,ORD-00034935,20220509,2022-05-09,2022-05,572,1168,2,33.0,70,53.71,0.238,3759.46,3759.46,EUR,45.9,546.74,0.1454,False
34936,ORD-00034936,20220416,2022-04-16,2022-04,974,1149,8,71.0,71,555.97,0.318,39473.77,39473.77,EUR,761.66,-14604.0,-0.37,False
34937,ORD-00034937,20230526,2023-05-26,2023-05,1066,1193,1,4.0,99,197.46,0.076,19548.32,19548.32,EUR,79.39,11688.23,0.5979,True
34938,ORD-00034938,20250629,2025-06-29,2025-06,688,1055,9,20.0,18,478.19,0.018,8607.47,37423.78,PLN,327.43,2713.73,0.3153,False
34939,ORD-00034939,20210326,2021-03-26,2021-03,716,1132,1,33.0,42,77.35,0.062,3248.53,3248.53,EUR,54.89,943.08,0.2903,False
34940,ORD-00034940,20230526,2023-05-26,2023-05,417,1014,1,5.0,60,1186.68,0.128,71200.65,71200.65,EUR,920.53,15968.71,0.2243,False
34941,ORD-00034941,20250325,2025-03-25,2025-03,818,1100,8,14.0,17,1516.13,0.098,25774.23,25774.23,EUR,959.14,9468.76,0.3674,False
34942,ORD-00034942,20220101,2022-01-01,2022-01,860,1095,6,42.0,17,526.24,0.0,8946.02,9723.93,USD,286.43,4076.67,0.4557,False
34943,ORD-00034943,20240402,2024-04-02,2024-04,417,1027,1,51.0,22,460.53,0.096,10131.73,10131.73,EUR,355.08,2319.95,0.229,False
34944,ORD-00034944,20210531,2021-05-31,2021-05,553,1153,1,44.0,30,617.58,0.12,18527.52,18527.52,EUR,537.08,2415.19,0.1304,False
34945,ORD-00034945,20210123,2021-01-23,2021-01,922,1136,6,52.0,37,67.17,0.116,2485.16,2701.26,USD,50.99,598.63,0.2409,False
34946,ORD-00034946,20221020,2022-10-20,2022-10,928,1116,3,46.0,2,1455.19,0.074,2910.38,2910.38,EUR,1063.26,783.85,0.2693,False
34947,ORD-00034947,20250220,2025-02-20,2025-02,398,1121,4,52.0,6,92.15,0.083,552.89,552.89,EUR,52.04,240.66,0.4353,False
34948,ORD-00034948,20210330,2021-03-30,2021-03,394,1132,3,44.0,38,69.46,0.121,2639.45,2639.45,EUR,57.29,462.45,0.1752,False
34949,ORD-00034949,20221231,2022-12-31,2022-12,8,1123,10,1.0,27,72.68,0.105,1962.41,316517.74,JPY,53.82,509.33,0.2595,False
34950,ORD-00034950,20241026,2024-10-26,2024-10,471,1048,6,19.0,4,569.46,0.078,2277.86,2475.93,USD,424.88,578.34,0.2539,False
34951,ORD-00034951,20230108,2023-01-08,2023-01,907,1068,7,74.0,39,168.52,0.12,6572.38,9665.26,CAD,118.57,1948.1,0.2964,False
34952,ORD-00034952,20230814,2023-08-14,2023-08,362,1198,9,63.0,21,215.17,0.149,4518.67,19646.39,PLN,102.07,2375.21,0.5256,False
34953,ORD-00034953,20230927,2023-09-27,2023-09,1127,1021,3,15.0,58,602.29,0.128,34932.54,34932.54,EUR,535.54,3870.99,0.1108,False
34954,ORD-00034954,20250823,2025-08-23,2025-08,540,1186,3,79.0,39,238.42,0.074,9298.37,9298.37,EUR,108.92,5050.41,0.5431,False
34955,ORD-00034955,20250619,2025-06-19,2025-06,388,1175,6,34.0,21,59.8,0.136,1255.74,1364.93,USD,50.88,187.26,0.1491,False
34956,ORD-00034956,20210517,2021-05-17,2021-05,766,1120,8,35.0,29,80.77,0.139,2342.45,2342.45,EUR,67.3,390.77,0.1668,False
34957,ORD-00034957,20240829,2024-08-29,2024-08,659,1096,6,68.0,7,1007.74,0.098,7054.17,7667.58,USD,695.48,2185.82,0.3099,False
34958,ORD-00034958,20231130,2023-11-30,2023-11,971,1016,6,14.0,46,979.96,0.127,45078.37,48998.23,USD,823.01,7219.78,0.1602,False
34959,ORD-00034959,20221215,2022-12-15,2022-12,673,1076,6,8.0,14,134.42,0.091,1881.94,2045.59,USD,73.94,846.77,0.4499,False
34960,ORD-00034960,20230912,2023-09-12,2023-09,346,1110,4,71.0,5,1718.79,0.077,8593.96,8593.96,EUR,1224.23,2472.79,0.2877,False
34961,ORD-00034961,20250626,2025-06-26,2025-06,968,1151,7,23.0,15,616.37,0.11,9245.5,13596.32,CAD,531.35,1275.25,0.1379,False
34962,ORD-00034962,20241227,2024-12-27,2024-12,636,1046,9,85.0,16,569.13,0.1,9106.12,39591.83,PLN,408.63,2568.08,0.282,False
34963,ORD-00034963,20240107,2024-01-07,2024-01,253,1081,2,53.0,13,707.19,0.076,9193.52,9193.52,EUR,420.81,3722.97,0.405,False
34964,ORD-00034964,20211229,2021-12-29,2021-12,882,1121,6,79.0,24,86.28,0.079,2070.74,2250.8,USD,49.13,891.66,0.4306,False
34965,ORD-00034965,20240407,2024-04-07,2024-04,880,1188,4,30.0,9,226.41,0.115,2037.65,2037.65,EUR,88.39,1242.13,0.6096,False
34966,ORD-00034966,20230923,2023-09-23,2023-09,57,1089,7,23.0,20,776.43,0.085,15528.63,22836.22,CAD,496.43,5599.96,0.3606,False
34967,ORD-00034967,20230606,2023-06-06,2023-06,686,1166,4,14.0,47,62.8,0.178,2951.47,2951.47,EUR,51.59,526.73,0.1785,False
34968,ORD-00034968,20251019,2025-10-19,2025-10,184,1088,3,71.0,9,1132.65,0.052,10193.83,10193.83,EUR,612.68,4679.7,0.4591,False
34969,ORD-00034969,20251222,2025-12-22,2025-12,959,1162,2,15.0,5,77.77,0.045,388.84,388.84,EUR,60.32,87.25,0.2244,False
34970,ORD-00034970,20251029,2025-10-29,2025-10,633,1188,1,19.0,36,233.63,0.164,8410.75,8410.75,EUR,86.88,5283.09,0.6281,False
34971,ORD-00034971,20241110,2024-11-10,2024-11,1014,1136,5,15.0,10,82.91,0.113,829.06,708.6,GBP,51.84,310.67,0.3747,False
34972,ORD-00034972,20240303,2024-03-03,2024-03,28,1111,1,14.0,51,1537.31,0.061,78403.05,78403.05,EUR,883.09,33365.64,0.4256,False
34973,ORD-00034973,20221021,2022-10-21,2022-10,278,1196,2,70.0,108,168.23,0.239,18169.13,18169.13,EUR,70.76,10526.65,0.5794,False
34974,ORD-00034974,20251023,2025-10-23,2025-10,1077,1182,9,41.0,21,272.39,0.127,5720.22,24870.52,PLN,97.8,3666.49,0.641,False
34975,ORD-00034975,20230623,2023-06-23,2023-06,140,1059,1,14.0,9,395.84,0.082,3562.58,3562.58,EUR,354.05,376.1,0.1056,False
34976,ORD-00034976,20220219,2022-02-19,2022-02,411,1046,6,51.0,96,459.23,0.169,44086.43,47920.03,USD,400.91,5599.5,0.127,False
34977,ORD-00034977,20210907,2021-09-07,2021-09,933,1150,10,37.0,36,591.52,0.152,21294.89,3434659.68,JPY,612.37,-750.28,-0.0352,False
34978,ORD-00034978,20250412,2025-04-12,2025-04,4,1033,8,2.0,26,603.2,0.155,15683.22,15683.22,EUR,547.2,1456.06,0.0928,False
34979,ORD-00034979,20221104,2022-11-04,2022-11,860,1183,6,13.0,13,150.93,0.186,1962.04,2132.65,USD,58.43,1202.5,0.6129,False
34980,ORD-00034980,20241218,2024-12-18,2024-12,578,1104,9,12.0,31,1044.85,0.161,32390.32,140827.48,PLN,754.97,8986.35,0.2774,False
34981,ORD-00034981,20240423,2024-04-23,2024-04,763,1152,5,30.0,31,774.39,0.112,24006.17,20518.09,GBP,770.17,131.01,0.0055,False
34982,ORD-00034982,20220812,2022-08-12,2022-08,1179,1123,6,26.0,52,68.65,0.146,3569.98,3880.41,USD,50.88,924.14,0.2589,False
34983,ORD-00034983,20250507,2025-05-07,2025-05,157,1033,1,67.0,56,606.37,0.156,33956.84,33956.84,EUR,533.78,4065.44,0.1197,False
34984,ORD-00034984,20250428,2025-04-28,2025-04,898,1183,3,64.0,21,156.74,0.206,3291.61,3291.61,EUR,60.59,2019.15,0.6134,False
34985,ORD-00034985,20211222,2021-12-22,2021-12,907,1160,7,85.0,11,74.23,0.113,816.53,1200.78,CAD,59.21,165.17,0.2023,False
34986,ORD-00034986,20211001,2021-10-01,2021-10,1122,1066,7,60.0,42,143.15,0.173,6012.32,8841.65,CAD,92.63,2121.74,0.3529,False
34987,ORD-00034987,20240306,2024-03-06,2024-03,779,1098,1,9.0,14,617.42,0.028,8643.83,8643.83,EUR,495.07,1712.89,0.1982,False
34988,ORD-00034988,20220424,2022-04-24,2022-04,572,1004,2,65.0,75,632.13,0.221,47409.88,47409.88,EUR,551.45,6050.77,0.1276,False
34989,ORD-00034989,20221110,2022-11-10,2022-11,559,1147,8,51.0,22,715.72,0.079,15745.82,15745.82,EUR,584.34,2890.37,0.1836,False
34990,ORD-00034990,20251010,2025-10-10,2025-10,383,1065,6,68.0,22,153.37,0.109,3374.17,3667.58,USD,88.9,1418.43,0.4204,False
34991,ORD-00034991,20211229,2021-12-29,2021-12,625,1137,4,65.0,40,63.46,0.0,2538.41,2538.41,EUR,49.23,569.29,0.2243,False
34992,ORD-00034992,20230726,2023-07-26,2023-07,833,1060,3,53.0,15,181.62,0.015,2724.27,2724.27,EUR,101.89,1195.97,0.439,False
34993,ORD-00034993,20220907,2022-09-07,2022-09,1143,1119,6,23.0,17,1565.76,0.044,26617.96,28932.57,USD,1094.69,8008.3,0.3009,False
34994,ORD-00034994,20221204,2022-12-04,2022-12,70,1085,1,11.0,67,707.98,0.089,47434.43,47434.43,EUR,450.5,17251.05,0.3637,False
34995,ORD-00034995,20230110,2023-01-10,2023-01,203,1026,7,35.0,8,624.7,0.1,4997.58,7349.38,CAD,485.5,1113.55,0.2228,False
34996,ORD-00034996,20220617,2022-06-17,2022-06,213,1085,1,20.0,97,765.89,0.1,74291.57,74291.57,EUR,429.24,32654.88,0.4396,False
34997,ORD-00034997,20241214,2024-12-14,2024-12,1179,1140,6,10.0,39,881.97,0.21,34396.71,37387.73,USD,969.48,-3412.83,-0.0992,False
34998,ORD-00034998,20250302,2025-03-02,2025-03,1161,1182,3,25.0,26,313.96,0.095,8163.0,8163.0,EUR,90.37,5813.42,0.7122,False
34999,ORD-00034999,20231125,2023-11-25,2023-11,552,1177,1,3.0,25,43.33,0.077,1083.3,1083.3,EUR,42.87,11.64,0.0107,False
35000,ORD-00035000,20250805,2025-08-05,2025-08,282,1045,2,83.0,18,494.1,0.07,8893.83,8893.83,EUR,336.94,2828.85,0.3181,False
35001,ORD-00035001,20211025,2021-10-25,2021-10,92,1013,3,29.0,20,802.83,0.151,16056.65,16056.65,EUR,668.24,2691.85,0.1676,False
35002,ORD-00035002,20231007,2023-10-07,2023-10,224,1093,9,85.0,150,755.65,0.11,113346.92,492812.7,PLN,604.16,22723.06,0.2005,False
35003,ORD-00035003,20250331,2025-03-31,2025-03,301,1042,1,83.0,78,420.68,0.133,32812.84,32812.84,EUR,334.67,6708.31,0.2044,False
35004,ORD-00035004,20240411,2024-04-11,2024-04,1078,1121,2,84.0,14,87.9,0.09,1230.55,1230.55,EUR,49.14,542.59,0.4409,False
35005,ORD-00035005,20251212,2025-12-12,2025-12,499,1006,3,31.0,22,897.16,0.018,19737.43,19737.43,EUR,653.95,5350.59,0.2711,False
35006,ORD-00035006,20240226,2024-02-26,2024-02,637,1130,5,38.0,13,94.84,0.015,1232.87,1053.74,GBP,66.19,372.46,0.3021,False
35007,ORD-00035007,20251109,2025-11-09,2025-11,397,1104,6,19.0,20,1091.76,0.082,21835.29,23734.01,USD,766.24,6510.43,0.2982,False
35008,ORD-00035008,20210808,2021-08-08,2021-08,526,1185,10,9.0,13,254.13,0.084,3303.71,532856.45,JPY,105.83,1927.92,0.5836,False
35009,ORD-00035009,20210402,2021-04-02,2021-04,496,1002,3,54.0,30,688.52,0.157,20655.74,20655.74,EUR,540.18,4450.37,0.2155,False
35010,ORD-00035010,20221218,2022-12-18,2022-12,35,1183,3,3.0,39,155.0,0.174,6044.95,6044.95,EUR,57.55,3800.42,0.6287,False
35011,ORD-00035011,20250422,2025-04-22,2025-04,712,1151,8,77.0,26,579.46,0.159,15065.96,15065.96,EUR,532.4,1223.63,0.0812,False
35012,ORD-00035012,20210419,2021-04-19,2021-04,872,1175,4,50.0,56,54.83,0.121,3070.23,3070.23,EUR,45.43,525.95,0.1713,False
35013,ORD-00035013,20220602,2022-06-02,2022-06,1044,1123,1,5.0,24,76.22,0.05,1829.32,1829.32,EUR,53.01,557.12,0.3046,False
35014,ORD-00035014,20251212,2025-12-12,2025-12,982,1131,4,75.0,60,89.98,0.108,5398.6,5398.6,EUR,76.54,806.17,0.1493,False
35015,ORD-00035015,20240518,2024-05-18,2024-05,308,1174,1,18.0,16,58.86,0.047,941.83,941.83,EUR,41.42,279.09,0.2963,False
35016,ORD-00035016,20230223,2023-02-23,2023-02,1075,1040,4,73.0,55,343.64,0.16,18900.32,18900.32,EUR,242.2,5579.35,0.2952,False
35017,ORD-00035017,20210617,2021-06-17,2021-06,1162,1045,4,66.0,12,403.04,0.09,4836.42,4836.42,EUR,320.43,991.21,0.2049,False
35018,ORD-00035018,20241202,2024-12-02,2024-12,211,1066,4,75.0,9,166.5,0.101,1498.46,1498.46,EUR,91.24,677.33,0.452,False
35019,ORD-00035019,20250923,2025-09-23,2025-09,35,1015,3,64.0,104,776.51,0.213,80757.35,80757.35,EUR,731.11,4721.49,0.0585,False
35020,ORD-00035020,20241113,2024-11-13,2024-11,773,1136,5,33.0,39,63.74,0.222,2485.76,2124.58,GBP,53.5,399.27,0.1606,False
35021,ORD-00035021,20210919,2021-09-19,2021-09,260,1176,5,77.0,10,61.56,0.054,615.57,526.13,GBP,52.93,86.27,0.1401,False
35022,ORD-00035022,20231114,2023-11-14,2023-11,974,1110,8,50.0,64,1532.62,0.156,98087.56,98087.56,EUR,1217.67,20156.57,0.2055,False
35023,ORD-00035023,20230313,2023-03-13,2023-03,1006,1145,5,45.0,45,701.11,0.104,31550.13,26965.92,GBP,627.26,3323.28,0.1053,False
35024,ORD-00035024,20250815,2025-08-15,2025-08,259,1059,2,15.0,75,406.89,0.187,30516.99,30516.99,EUR,343.83,4729.91,0.155,False
35025,ORD-00035025,20241212,2024-12-12,2024-12,831,1137,4,9.0,21,61.17,0.162,1284.59,1284.59,EUR,52.93,172.99,0.1347,False
35026,ORD-00035026,20250213,2025-02-13,2025-02,179,1180,4,56.0,53,252.3,0.133,13371.98,13371.98,EUR,135.38,6196.59,0.4634,False
35027,ORD-00035027,20230403,2023-04-03,2023-04,1032,1068,1,77.0,33,155.71,0.147,5138.5,5138.5,EUR,116.03,1309.48,0.2548,False
35028,ORD-00035028,20210223,2021-02-23,2021-02,124,1059,3,10.0,51,296.85,0.275,15139.2,15139.2,EUR,327.99,-1588.13,-0.1049,False
35029,ORD-00035029,20241208,2024-12-08,2024-12,213,1123,1,59.0,100,76.95,0.082,7694.93,7694.93,EUR,56.34,2060.78,0.2678,False
35030,ORD-00035030,20240504,2024-05-04,2024-05,30,1065,7,22.0,5,146.07,0.09,730.35,1074.04,CAD,84.28,308.93,0.423,False
35031,ORD-00035031,20211102,2021-11-02,2021-11,951,1170,6,2.0,31,55.56,0.196,1722.46,1872.24,USD,54.49,33.18,0.0193,False
35032,ORD-00035032,20241205,2024-12-05,2024-12,486,1091,1,41.0,58,823.0,0.177,47734.27,47734.27,EUR,475.61,20148.66,0.4221,False
35033,ORD-00035033,20211115,2021-11-15,2021-11,124,1162,3,73.0,46,51.43,0.201,2365.64,2365.64,EUR,55.85,-203.52,-0.086,False
35034,ORD-00035034,20241111,2024-11-11,2024-11,310,1179,7,51.0,45,42.24,0.111,1900.86,2795.38,CAD,39.95,103.22,0.0543,False
35035,ORD-00035035,20241006,2024-10-06,2024-10,532,1045,8,37.0,14,433.48,0.053,6068.75,6068.75,EUR,343.87,1254.53,0.2067,False
35036,ORD-00035036,20210117,2021-01-17,2021-01,28,1042,1,49.0,32,315.7,0.191,10102.33,10102.33,EUR,300.29,493.01,0.0488,False
35037,ORD-00035037,20241230,2024-12-30,2024-12,642,1008,4,63.0,11,933.1,0.022,10264.11,10264.11,EUR,597.68,3689.63,0.3595,False
35038,ORD-00035038,20230323,2023-03-23,2023-03,459,1035,6,21.0,38,500.89,0.218,19033.87,20688.99,USD,491.77,346.58,0.0182,False
35039,ORD-00035039,20231007,2023-10-07,2023-10,872,1042,4,42.0,47,377.58,0.157,17746.29,17746.29,EUR,312.79,3045.39,0.1716,False
35040,ORD-00035040,20251115,2025-11-15,2025-11,301,1065,1,34.0,34,138.74,0.185,4717.33,4717.33,EUR,92.32,1578.58,0.3346,False
35041,ORD-00035041,20250914,2025-09-14,2025-09,219,1109,4,77.0,55,1248.69,0.143,68678.07,68678.07,EUR,829.44,23059.07,0.3358,False
35042,ORD-00035042,20230203,2023-02-03,2023-02,575,1154,6,18.0,12,649.72,0.056,7796.66,8474.63,USD,616.75,395.64,0.0507,False
35043,ORD-00035043,20240930,2024-09-30,2024-09,189,1162,4,77.0,13,66.1,0.151,859.35,859.35,EUR,51.7,187.26,0.2179,False
35044,ORD-00035044,20231017,2023-10-17,2023-10,22,1002,1,19.0,10,784.41,0.12,7844.06,7844.06,EUR,559.59,2248.15,0.2866,False
