customer_id;customer_code;customer_segment;industry;region_id;customer_since;customer_size_score;base_churn_probability
388;CUST-00388;Mid-Market;Technology;6;2022-04-12;3,728;0,053
389;CUST-00389;Enterprise;Logistics;1;2020-05-18;16,263;0,025
390;CUST-00390;SMB;Technology;6;2022-12-06;0,608;0,153
391;CUST-00391;Public Sector;Education;1;2021-11-19;1,173;0,066
392;CUST-00392;SMB;Retail;6;2023-06-29;0,595;0,203
393;CUST-00393;Distributor;Healthcare;5;2022-07-02;7,853;0,067
394;CUST-00394;Mid-Market;Education;3;2022-05-07;6,222;0,055
395;CUST-00395;Enterprise;Logistics;8;2020-11-07;9,922;0,02
396;CUST-00396;SMB;Logistics;2;2023-02-23;0,518;0,222
397;CUST-00397;Mid-Market;Healthcare;6;2022-07-03;2,389;0,1
398;CUST-00398;SMB;Manufacturing;4;2021-01-02;0,683;0,198
399;CUST-00399;Mid-Market;Technology;4;2022-03-30;5,96;0,084
400;CUST-00400;SMB;Manufacturing;6;2022-01-11;4,259;0,11
401;CUST-00401;Public Sector;Technology;4;2022-03-26;5,49;0,041
402;CUST-00402;SMB;Healthcare;2;2022-05-31;1,053;0,152
403;CUST-00403;Mid-Market;Education;4;2021-04-12;7,897;0,088
404;CUST-00404;Distributor;Technology;6;2023-12-06;7,975;0,088
405;CUST-00405;SMB;Healthcare;3;2022-02-24;0,867;0,12
406;CUST-00406;SMB;Government;5;2021-03-25;1,062;0,184
407;CUST-00407;SMB;Manufacturing;1;2021-10-11;0,731;0,132
408;CUST-00408;Mid-Market;Technology;4;2021-05-10;3,514;0,055
409;CUST-00409;Enterprise;Retail;5;2021-04-08;12,72;0,025
410;CUST-00410;Enterprise;Healthcare;9;2021-08-19;8,04;0,023
411;CUST-00411;Distributor;Logistics;6;2022-08-26;21,68;0,065
412;CUST-00412;Distributor;Logistics;2;2023-07-26;7,214;0,086
413;CUST-00413;Distributor;Government;1;2021-10-03;5,733;0,105
414;CUST-00414;Distributor;Government;1;2021-09-03;3,816;0,109
415;CUST-00415;Mid-Market;Logistics;5;2020-08-16;5,987;0,054
416;CUST-00416;Mid-Market;Healthcare;8;2023-08-09;2,227;0,101
417;CUST-00417;Enterprise;Logistics;1;2020-06-30;4,904;0,034
418;CUST-00418;SMB;Retail;6;2021-12-13;0,55;0,18
419;CUST-00419;Mid-Market;Government;5;2022-12-13;4,795;0,072
420;CUST-00420;Mid-Market;Manufacturing;1;2023-10-03;3,733;0,101
421;CUST-00421;Mid-Market;Manufacturing;8;2024-01-25;4,353;0,069
422;CUST-00422;Mid-Market;Government;7;2020-02-01;3,496;0,054
423;CUST-00423;SMB;Government;1;2021-12-03;0,833;0,147
424;CUST-00424;Mid-Market;Manufacturing;1;2021-05-02;2,464;0,09
425;CUST-00425;Distributor;Logistics;1;2023-01-19;5,743;0,098
426;CUST-00426;Mid-Market;Logistics;2;2020-08-26;6,138;0,072
427;CUST-00427;SMB;Government;1;2021-01-26;1,011;0,209
428;CUST-00428;SMB;Education;6;2020-11-22;0,999;0,183
429;CUST-00429;Mid-Market;Logistics;1;2022-12-13;9,581;0,059
430;CUST-00430;Enterprise;Manufacturing;5;2023-10-29;3,972;0,038
431;CUST-00431;Public Sector;Technology;3;2023-10-02;2,795;0,051
432;CUST-00432;SMB;Government;2;2023-07-05;1,912;0,21
433;CUST-00433;SMB;Education;2;2021-02-25;2,186;0,203
434;CUST-00434;SMB;Healthcare;1;2021-05-12;1,014;0,141
435;CUST-00435;Distributor;Logistics;7;2021-11-04;6,939;0,11
436;CUST-00436;Distributor;Retail;1;2022-05-23;4,677;0,112
437;CUST-00437;SMB;Retail;5;2020-09-19;1,065;0,138
438;CUST-00438;Public Sector;Retail;6;2022-08-18;2,837;0,035
439;CUST-00439;Mid-Market;Government;2;2020-08-12;2,406;0,08
440;CUST-00440;Enterprise;Logistics;2;2022-05-15;7,866;0,042
441;CUST-00441;SMB;Education;4;2021-08-06;0,477;0,163
442;CUST-00442;SMB;Manufacturing;9;2023-03-29;0,952;0,116
443;CUST-00443;SMB;Logistics;7;2022-06-30;0,782;0,123
444;CUST-00444;Mid-Market;Logistics;2;2020-12-11;4,979;0,059
445;CUST-00445;Distributor;Technology;3;2020-04-16;3,608;0,072
446;CUST-00446;SMB;Healthcare;4;2021-04-20;1,988;0,208
447;CUST-00447;SMB;Government;8;2020-01-18;0,775;0,182
448;CUST-00448;SMB;Manufacturing;2;2020-12-24;3,662;0,188
449;CUST-00449;Public Sector;Retail;7;2022-03-20;1,757;0,051
450;CUST-00450;SMB;Government;9;2021-08-08;0,747;0,213
451;CUST-00451;Distributor;Healthcare;4;2023-09-14;3,617;0,087
452;CUST-00452;Mid-Market;Government;1;2023-11-08;1,658;0,099
453;CUST-00453;SMB;Logistics;6;2020-03-30;0,509;0,187
454;CUST-00454;Mid-Market;Retail;9;2021-02-26;3,32;0,085
455;CUST-00455;SMB;Logistics;4;2021-12-13;0,613;0,19
456;CUST-00456;Mid-Market;Manufacturing;2;2022-09-03;4,666;0,064
457;CUST-00457;SMB;Manufacturing;2;2022-10-22;0,608;0,12
458;CUST-00458;SMB;Retail;9;2020-07-05;0,77;0,117
459;CUST-00459;Enterprise;Education;6;2022-01-29;31,154;0,021
460;CUST-00460;SMB;Retail;3;2020-01-25;1,27;0,231
461;CUST-00461;Enterprise;Logistics;8;2021-08-31;3,371;0,037
462;CUST-00462;Public Sector;Healthcare;2;2021-05-20;0,929;0,047
463;CUST-00463;Mid-Market;Retail;2;2021-12-25;3,971;0,049
464;CUST-00464;Distributor;Government;3;2023-03-10;3,343;0,069
465;CUST-00465;SMB;Logistics;6;2020-04-07;1,675;0,128
466;CUST-00466;Enterprise;Government;6;2021-03-21;5,575;0,037
467;CUST-00467;Distributor;Healthcare;6;2021-05-26;8,452;0,085
468;CUST-00468;Enterprise;Government;5;2022-07-26;8,601;0,031
469;CUST-00469;Mid-Market;Healthcare;1;2024-01-26;8,513;0,094
470;CUST-00470;Mid-Market;Manufacturing;2;2021-03-12;3,217;0,076
471;CUST-00471;SMB;Retail;6;2023-02-13;1,46;0,116
472;CUST-00472;Mid-Market;Education;9;2022-03-16;4,392;0,097
473;CUST-00473;SMB;Retail;9;2023-06-26;1,029;0,112
474;CUST-00474;Enterprise;Retail;1;2022-07-29;14,376;0,038
475;CUST-00475;SMB;Education;1;2023-07-02;0,647;0,106
476;CUST-00476;Mid-Market;Manufacturing;3;2023-06-07;5,542;0,088
477;CUST-00477;SMB;Education;1;2023-03-28;0,607;0,129
478;CUST-00478;SMB;Technology;5;2020-09-09;4,347;0,17
479;CUST-00479;Enterprise;Healthcare;1;2020-01-24;10,806;0,026
480;CUST-00480;Mid-Market;Government;3;2022-09-13;2,162;0,097
481;CUST-00481;Mid-Market;Technology;1;2023-08-16;5,112;0,09
482;CUST-00482;Public Sector;Government;4;2020-07-01;3,858;0,043
483;CUST-00483;SMB;Education;1;2021-02-17;0,439;0,144
484;CUST-00484;SMB;Healthcare;1;2020-01-07;0,583;0,113
485;CUST-00485;SMB;Manufacturing;3;2020-04-05;0,636;0,202
486;CUST-00486;Distributor;Government;1;2023-11-08;2,688;0,105
487;CUST-00487;SMB;Education;6;2022-04-12;1,896;0,172
488;CUST-00488;Mid-Market;Logistics;1;2022-08-10;4,557;0,061
489;CUST-00489;Enterprise;Logistics;2;2023-06-11;7,734;0,03
490;CUST-00490;Enterprise;Retail;4;2021-11-25;3,877;0,033
491;CUST-00491;SMB;Government;5;2020-01-16;1,048;0,168
492;CUST-00492;SMB;Government;1;2020-07-22;0,605;0,137
493;CUST-00493;Distributor;Healthcare;6;2021-05-18;2,474;0,06
494;CUST-00494;SMB;Government;1;2020-06-23;0,766;0,174
495;CUST-00495;SMB;Healthcare;3;2021-12-29;0,531;0,117
496;CUST-00496;Enterprise;Healthcare;3;2021-05-05;10,446;0,036
497;CUST-00497;Public Sector;Education;6;2020-10-27;2,658;0,066
498;CUST-00498;SMB;Government;2;2020-04-11;0,816;0,107
499;CUST-00499;Mid-Market;Retail;3;2020-10-08;2,907;0,095
500;CUST-00500;Mid-Market;Retail;5;2020-10-08;2,672;0,054
501;CUST-00501;Enterprise;Logistics;5;2021-11-07;5,1;0,034
502;CUST-00502;SMB;Healthcare;4;2023-08-28;0,348;0,109
503;CUST-00503;Mid-Market;Retail;5;2021-03-25;2,809;0,072
504;CUST-00504;SMB;Retail;6;2023-07-16;0,665;0,179
505;CUST-00505;SMB;Retail;3;2022-10-30;0,568;0,187
506;CUST-00506;Mid-Market;Government;4;2020-01-04;2,54;0,093
507;CUST-00507;Mid-Market;Retail;5;2022-12-24;3,804;0,097
508;CUST-00508;SMB;Retail;10;2020-02-19;5,467;0,222
509;CUST-00509;SMB;Logistics;2;2022-04-23;0,783;0,225
510;CUST-00510;SMB;Healthcare;2;2023-08-11;1,819;0,229
511;CUST-00511;Enterprise;Government;7;2023-07-18;12,245;0,022
512;CUST-00512;SMB;Healthcare;6;2023-07-01;1,65;0,171
513;CUST-00513;Distributor;Education;8;2023-05-09;4,764;0,077
514;CUST-00514;SMB;Logistics;1;2023-03-29;1,031;0,169
515;CUST-00515;Enterprise;Manufacturing;3;2022-07-15;3,267;0,038
516;CUST-00516;Enterprise;Government;8;2021-02-28;3,568;0,035
517;CUST-00517;SMB;Technology;1;2021-06-13;0,604;0,216
518;CUST-00518;Distributor;Technology;8;2022-12-26;4,549;0,129
519;CUST-00519;Mid-Market;Technology;1;2020-08-14;1,998;0,064
520;CUST-00520;Enterprise;Manufacturing;6;2021-04-18;4,801;0,02
521;CUST-00521;Mid-Market;Retail;8;2020-08-10;4,135;0,088
522;CUST-00522;Mid-Market;Logistics;8;2020-02-25;2,539;0,046
523;CUST-00523;Enterprise;Education;10;2022-08-09;4,705;0,041
524;CUST-00524;Enterprise;Technology;7;2021-01-21;5,537;0,02
525;CUST-00525;Mid-Market;Education;7;2020-05-17;1,493;0,062
526;CUST-00526;Mid-Market;Technology;10;2023-05-08;1,968;0,076
527;CUST-00527;SMB;Technology;5;2022-10-30;0,36;0,22
528;CUST-00528;Distributor;Technology;5;2021-03-01;9,809;0,119
529;CUST-00529;SMB;Education;6;2020-10-25;0,817;0,2
530;CUST-00530;Mid-Market;Logistics;5;2021-03-17;3,423;0,093
531;CUST-00531;SMB;Education;1;2022-05-07;0,544;0,201
532;CUST-00532;Mid-Market;Retail;8;2023-09-12;6,878;0,046
533;CUST-00533;SMB;Technology;6;2020-02-14;4,702;0,208
534;CUST-00534;SMB;Government;2;2022-02-17;1,546;0,23
535;CUST-00535;Distributor;Education;9;2023-08-30;2,721;0,071
536;CUST-00536;SMB;Technology;7;2022-03-02;2,883;0,118
537;CUST-00537;Mid-Market;Technology;5;2024-01-27;6,431;0,054
538;CUST-00538;Public Sector;Healthcare;5;2021-12-28;2,351;0,051
539;CUST-00539;Mid-Market;Education;6;2021-03-23;7,821;0,079
540;CUST-00540;Mid-Market;Government;3;2021-05-27;5,352;0,095
541;CUST-00541;Mid-Market;Technology;3;2022-09-06;4,586;0,101
542;CUST-00542;Enterprise;Government;8;2021-11-20;13,389;0,028
543;CUST-00543;SMB;Education;3;2020-02-29;0,487;0,223
544;CUST-00544;SMB;Logistics;5;2022-02-21;1,01;0,22
545;CUST-00545;Mid-Market;Education;10;2021-04-26;5,661;0,073
546;CUST-00546;Public Sector;Education;3;2020-09-26;2,106;0,045
547;CUST-00547;SMB;Retail;3;2022-06-16;2,209;0,137
548;CUST-00548;SMB;Education;1;2020-03-09;1,387;0,155
549;CUST-00549;SMB;Education;9;2023-09-11;1,093;0,166
550;CUST-00550;SMB;Education;3;2021-10-30;0,565;0,207
551;CUST-00551;Enterprise;Government;1;2021-12-14;9,734;0,03
552;CUST-00552;Mid-Market;Technology;1;2020-01-07;5,023;0,098
553;CUST-00553;Enterprise;Manufacturing;1;2021-01-05;4,822;0,025
554;CUST-00554;SMB;Logistics;3;2022-02-15;0,94;0,181
555;CUST-00555;SMB;Manufacturing;3;2021-06-13;1,296;0,227
556;CUST-00556;SMB;Technology;2;2022-12-28;0,639;0,19
557;CUST-00557;SMB;Logistics;9;2020-11-07;0,864;0,128
558;CUST-00558;Enterprise;Logistics;10;2022-02-14;10,936;0,034
559;CUST-00559;Enterprise;Manufacturing;8;2020-04-19;13,319;0,032
560;CUST-00560;Mid-Market;Education;1;2020-06-19;2,222;0,048
561;CUST-00561;SMB;Retail;3;2020-12-21;2,138;0,214
562;CUST-00562;Mid-Market;Retail;2;2023-09-28;5,589;0,063
563;CUST-00563;Enterprise;Retail;1;2023-08-26;7,804;0,021
564;CUST-00564;Mid-Market;Government;9;2021-12-16;4,756;0,059
565;CUST-00565;SMB;Healthcare;2;2021-05-16;0,967;0,178
566;CUST-00566;Mid-Market;Retail;6;2023-01-13;2,255;0,09
567;CUST-00567;Public Sector;Logistics;3;2023-10-19;3,071;0,035
568;CUST-00568;SMB;Retail;1;2024-01-25;0,377;0,128
569;CUST-00569;Enterprise;Government;3;2021-07-09;17,84;0,029
570;CUST-00570;Enterprise;Healthcare;6;2022-07-24;12,33;0,038
571;CUST-00571;SMB;Healthcare;3;2022-06-07;0,775;0,159
572;CUST-00572;Distributor;Logistics;2;2021-09-24;10,592;0,063
573;CUST-00573;Mid-Market;Logistics;3;2020-12-27;2,478;0,087
574;CUST-00574;Public Sector;Government;7;2023-12-07;2,462;0,067
575;CUST-00575;Public Sector;Education;6;2021-09-07;4,62;0,052
576;CUST-00576;SMB;Education;5;2022-10-11;0,865;0,209
577;CUST-00577;Public Sector;Manufacturing;10;2022-07-01;5,996;0,063
578;CUST-00578;Distributor;Logistics;9;2021-11-03;12,031;0,071
579;CUST-00579;Distributor;Education;2;2021-12-13;6,334;0,09
580;CUST-00580;Mid-Market;Education;2;2020-02-10;3,079;0,051
581;CUST-00581;SMB;Government;2;2023-07-15;1,248;0,13
582;CUST-00582;Enterprise;Technology;5;2023-02-10;8,042;0,031
583;CUST-00583;Mid-Market;Manufacturing;2;2021-02-27;4,676;0,055
584;CUST-00584;Distributor;Healthcare;3;2021-08-28;3,092;0,063
585;CUST-00585;Public Sector;Retail;5;2020-11-29;3,268;0,058
586;CUST-00586;Distributor;Logistics;10;2021-08-24;2,823;0,116
587;CUST-00587;SMB;Healthcare;6;2022-07-16;0,954;0,227
588;CUST-00588;Enterprise;Government;8;2021-02-23;5,446;0,032
589;CUST-00589;Distributor;Healthcare;10;2022-03-02;3,368;0,109
590;CUST-00590;Mid-Market;Healthcare;3;2020-01-14;3,173;0,077
591;CUST-00591;SMB;Education;6;2022-01-07;1,444;0,139
592;CUST-00592;Enterprise;Retail;2;2020-04-25;12,213;0,02
593;CUST-00593;Mid-Market;Logistics;6;2023-03-28;5,134;0,09
594;CUST-00594;SMB;Technology;1;2023-08-11;1,134;0,159
595;CUST-00595;Mid-Market;Manufacturing;4;2020-04-28;5,147;0,093
596;CUST-00596;SMB;Technology;6;2020-06-09;0,765;0,197
597;CUST-00597;SMB;Retail;2;2020-07-13;0,659;0,184
598;CUST-00598;SMB;Retail;6;2023-03-22;0,4;0,141
599;CUST-00599;SMB;Healthcare;6;2024-01-18;0,706;0,14
600;CUST-00600;SMB;Logistics;6;2022-02-10;0,896;0,198
601;CUST-00601;SMB;Manufacturing;2;2020-04-19;1,518;0,14
602;CUST-00602;Mid-Market;Logistics;4;2021-10-27;5,82;0,091
603;CUST-00603;SMB;Healthcare;6;2021-10-13;0,478;0,108
604;CUST-00604;SMB;Government;3;2020-11-26;0,607;0,176
605;CUST-00605;Mid-Market;Technology;6;2022-09-30;1,264;0,057
606;CUST-00606;Enterprise;Government;1;2022-05-22;6,674;0,02
607;CUST-00607;Distributor;Retail;1;2023-05-09;12,891;0,124
608;CUST-00608;SMB;Government;4;2021-03-02;1,406;0,23
609;CUST-00609;Public Sector;Manufacturing;9;2021-09-24;2,014;0,059
610;CUST-00610;SMB;Government;5;2023-06-13;0,236;0,144
611;CUST-00611;SMB;Manufacturing;1;2022-03-29;1,159;0,208
612;CUST-00612;SMB;Retail;5;2020-06-06;0,792;0,208
613;CUST-00613;Distributor;Education;5;2022-11-04;4,663;0,093
614;CUST-00614;Public Sector;Retail;3;2022-04-07;2,003;0,053
615;CUST-00615;SMB;Technology;6;2023-03-05;0,539;0,215
616;CUST-00616;Mid-Market;Manufacturing;9;2020-04-07;7,69;0,076
617;CUST-00617;Public Sector;Government;1;2020-05-22;2,186;0,056
618;CUST-00618;SMB;Technology;1;2022-06-28;1,048;0,148
619;CUST-00619;SMB;Healthcare;5;2023-04-12;0,64;0,128
620;CUST-00620;Mid-Market;Manufacturing;6;2023-06-01;3,681;0,057
621;CUST-00621;Enterprise;Retail;8;2023-07-08;9,94;0,043
622;CUST-00622;Distributor;Healthcare;6;2020-06-16;2,141;0,13
623;CUST-00623;Distributor;Retail;1;2020-03-28;7,496;0,068
624;CUST-00624;SMB;Retail;2;2023-10-29;0,495;0,168
625;CUST-00625;Mid-Market;Manufacturing;4;2020-04-14;1,71;0,054
626;CUST-00626;SMB;Healthcare;2;2022-05-17;1,973;0,111
627;CUST-00627;Mid-Market;Logistics;5;2023-12-22;3,03;0,07
628;CUST-00628;SMB;Retail;2;2020-01-14;0,559;0,132
629;CUST-00629;SMB;Government;10;2021-12-07;0,705;0,158
630;CUST-00630;Enterprise;Manufacturing;3;2020-01-12;7,045;0,022
631;CUST-00631;SMB;Manufacturing;3;2020-07-16;0,564;0,15
632;CUST-00632;Public Sector;Technology;2;2021-03-28;1,161;0,052
633;CUST-00633;Mid-Market;Logistics;1;2020-12-29;3,953;0,055
634;CUST-00634;Distributor;Technology;1;2021-09-29;7,932;0,077
635;CUST-00635;SMB;Education;1;2021-05-01;0,454;0,129
636;CUST-00636;Mid-Market;Education;9;2023-01-03;6,407;0,082
637;CUST-00637;SMB;Government;5;2022-08-29;1,038;0,149
638;CUST-00638;SMB;Healthcare;5;2023-05-02;1,115;0,144
639;CUST-00639;Public Sector;Education;3;2020-03-03;0,812;0,063
640;CUST-00640;Mid-Market;Technology;9;2023-01-31;3,375;0,059
641;CUST-00641;Mid-Market;Education;3;2020-05-04;2,304;0,083
642;CUST-00642;SMB;Education;4;2022-09-09;2,09;0,142
643;CUST-00643;Distributor;Education;4;2021-09-28;3,182;0,109
644;CUST-00644;Mid-Market;Healthcare;6;2020-11-08;3,949;0,061
645;CUST-00645;SMB;Manufacturing;9;2023-08-16;1,188;0,187
646;CUST-00646;SMB;Healthcare;1;2020-05-25;0,869;0,187
647;CUST-00647;SMB;Technology;1;2023-10-30;0,539;0,139
648;CUST-00648;SMB;Technology;3;2021-12-02;0,566;0,173
649;CUST-00649;SMB;Manufacturing;1;2022-10-04;1,744;0,202
650;CUST-00650;Public Sector;Manufacturing;2;2020-08-15;3,927;0,056
651;CUST-00651;SMB;Government;6;2022-02-08;0,84;0,188
652;CUST-00652;SMB;Government;3;2021-04-15;1,151;0,195
653;CUST-00653;SMB;Technology;9;2022-01-04;2,293;0,21
654;CUST-00654;SMB;Education;5;2021-05-24;1,22;0,179
655;CUST-00655;Public Sector;Technology;3;2022-02-21;1,684;0,064
656;CUST-00656;Distributor;Government;3;2021-09-25;4,267;0,096
657;CUST-00657;SMB;Government;7;2022-02-13;3,351;0,184
658;CUST-00658;SMB;Technology;5;2020-08-02;0,92;0,168
659;CUST-00659;Public Sector;Education;6;2020-09-15;2,191;0,054
660;CUST-00660;Enterprise;Technology;3;2022-02-06;7,575;0,02
661;CUST-00661;SMB;Retail;4;2020-04-26;1,61;0,165
662;CUST-00662;SMB;Government;1;2021-09-08;1,795;0,162
663;CUST-00663;Mid-Market;Manufacturing;5;2022-08-15;2,224;0,068
664;CUST-00664;SMB;Healthcare;2;2022-12-05;0,917;0,173
665;CUST-00665;SMB;Logistics;10;2020-10-27;0,238;0,142
666;CUST-00666;Public Sector;Logistics;5;2021-06-02;3,853;0,059
667;CUST-00667;Distributor;Healthcare;6;2023-03-04;3,507;0,093
668;CUST-00668;Distributor;Healthcare;8;2022-09-05;5,69;0,064
669;CUST-00669;SMB;Education;1;2021-09-09;1,353;0,211
670;CUST-00670;Mid-Market;Healthcare;5;2023-10-27;3,845;0,055
671;CUST-00671;Enterprise;Education;2;2020-04-15;2,115;0,034
672;CUST-00672;SMB;Manufacturing;7;2020-12-12;1,36;0,161
673;CUST-00673;Mid-Market;Retail;6;2020-12-24;6,505;0,052
674;CUST-00674;SMB;Logistics;2;2020-05-03;1,496;0,229
675;CUST-00675;SMB;Healthcare;2;2021-04-06;1,743;0,124
676;CUST-00676;Mid-Market;Logistics;8;2022-12-05;2,296;0,077
677;CUST-00677;Mid-Market;Healthcare;10;2022-11-01;7,488;0,089
678;CUST-00678;Enterprise;Retail;1;2021-12-30;53,472;0,035
679;CUST-00679;Public Sector;Technology;8;2020-07-21;2,528;0,061
680;CUST-00680;Mid-Market;Healthcare;8;2021-04-12;7,789;0,09
681;CUST-00681;Mid-Market;Manufacturing;1;2020-08-17;4,269;0,093
682;CUST-00682;Enterprise;Technology;1;2022-04-20;3,854;0,026
683;CUST-00683;Distributor;Manufacturing;9;2021-10-14;2,942;0,108
684;CUST-00684;SMB;Education;4;2022-01-16;1,396;0,201
685;CUST-00685;Distributor;Education;4;2020-07-10;3,052;0,074
686;CUST-00686;Enterprise;Education;4;2023-11-10;5,193;0,036
687;CUST-00687;Enterprise;Logistics;3;2020-07-11;7,874;0,041
688;CUST-00688;Mid-Market;Manufacturing;9;2024-02-05;11,242;0,079
689;CUST-00689;Enterprise;Healthcare;1;2020-10-19;16,153;0,039
690;CUST-00690;SMB;Logistics;4;2020-09-18;1,191;0,192
691;CUST-00691;SMB;Government;6;2020-10-07;2,147;0,106
692;CUST-00692;Mid-Market;Retail;5;2020-09-26;2,897;0,081
693;CUST-00693;SMB;Manufacturing;7;2020-12-15;0,936;0,183
694;CUST-00694;Distributor;Education;7;2020-01-31;4,447;0,118
695;CUST-00695;SMB;Healthcare;6;2022-10-17;0,684;0,175
696;CUST-00696;Enterprise;Education;7;2021-07-19;13,16;0,022
697;CUST-00697;Distributor;Technology;1;2023-08-06;10,814;0,064
698;CUST-00698;Enterprise;Technology;1;2023-04-08;11,38;0,023
699;CUST-00699;Mid-Market;Manufacturing;5;2020-05-05;1,966;0,099
700;CUST-00700;SMB;Technology;8;2022-12-27;1,317;0,127
701;CUST-00701;Enterprise;Healthcare;6;2022-05-29;10,431;0,036
702;CUST-00702;Distributor;Technology;3;2022-11-15;10,17;0,076
703;CUST-00703;SMB;Government;6;2023-08-30;0,774;0,165
704;CUST-00704;SMB;Technology;1;2022-12-09;1,207;0,119
705;CUST-00705;SMB;Logistics;1;2023-11-11;1,242;0,197
706;CUST-00706;Mid-Market;Healthcare;9;2020-12-05;3,068;0,063
707;CUST-00707;Mid-Market;Education;4;2020-06-07;5,428;0,062
708;CUST-00708;Mid-Market;Logistics;6;2020-08-08;2,408;0,088
709;CUST-00709;SMB;Retail;6;2020-03-14;0,621;0,127
710;CUST-00710;SMB;Education;1;2023-06-25;0,696;0,2
711;CUST-00711;Enterprise;Technology;2;2023-03-05;5,377;0,042
712;CUST-00712;Mid-Market;Manufacturing;8;2023-02-08;11,058;0,048
713;CUST-00713;SMB;Manufacturing;1;2022-07-30;1,024;0,106
714;CUST-00714;Enterprise;Retail;5;2021-03-07;5,938;0,034
715;CUST-00715;Mid-Market;Retail;6;2021-01-16;1,537;0,053
716;CUST-00716;Mid-Market;Retail;1;2023-12-13;4,537;0,092
717;CUST-00717;Mid-Market;Technology;5;2020-01-09;8,113;0,059
718;CUST-00718;Mid-Market;Healthcare;3;2021-11-16;2,701;0,095
719;CUST-00719;Distributor;Technology;1;2023-09-18;5,26;0,094
720;CUST-00720;SMB;Education;1;2020-07-15;0,289;0,188
721;CUST-00721;SMB;Retail;5;2020-12-19;1,05;0,179
722;CUST-00722;Enterprise;Retail;8;2022-12-31;6,554;0,027
723;CUST-00723;Distributor;Manufacturing;1;2023-07-21;4,488;0,106
724;CUST-00724;Distributor;Government;2;2020-05-20;4,984;0,105
725;CUST-00725;Enterprise;Logistics;5;2020-06-17;4,282;0,025
726;CUST-00726;Public Sector;Technology;10;2021-11-03;2,232;0,064
727;CUST-00727;Mid-Market;Manufacturing;8;2022-07-13;4,544;0,052
728;CUST-00728;Mid-Market;Technology;5;2024-02-05;4,898;0,101
729;CUST-00729;Enterprise;Retail;2;2020-01-25;4,428;0,031
730;CUST-00730;Public Sector;Healthcare;7;2021-10-30;1,859;0,057
731;CUST-00731;SMB;Retail;1;2021-11-19;0,686;0,128
732;CUST-00732;SMB;Logistics;3;2023-02-01;1,144;0,216
733;CUST-00733;Mid-Market;Retail;1;2020-12-09;5,277;0,062
734;CUST-00734;SMB;Healthcare;2;2023-01-05;1,187;0,203
735;CUST-00735;Public Sector;Technology;6;2020-02-15;1,098;0,06
736;CUST-00736;Mid-Market;Education;5;2022-10-08;1,629;0,082
737;CUST-00737;SMB;Healthcare;5;2020-06-20;1,338;0,215
738;CUST-00738;Mid-Market;Healthcare;3;2023-10-13;2,774;0,101
739;CUST-00739;SMB;Manufacturing;3;2022-02-25;0,305;0,136
740;CUST-00740;SMB;Healthcare;2;2020-11-24;1,263;0,104
741;CUST-00741;SMB;Education;2;2020-08-19;0,873;0,197
742;CUST-00742;Enterprise;Government;6;2022-08-29;5,683;0,026
743;CUST-00743;Public Sector;Logistics;1;2022-04-25;2,331;0,034
744;CUST-00744;SMB;Retail;5;2022-01-21;0,993;0,125
745;CUST-00745;Mid-Market;Manufacturing;8;2023-06-17;2,317;0,05
746;CUST-00746;SMB;Logistics;1;2022-10-17;1,152;0,213
747;CUST-00747;Distributor;Education;6;2022-03-24;5,375;0,124
748;CUST-00748;SMB;Manufacturing;9;2023-07-01;2,538;0,197
749;CUST-00749;Mid-Market;Government;2;2020-07-17;2,129;0,056
750;CUST-00750;Mid-Market;Logistics;4;2021-11-12;2,69;0,101
751;CUST-00751;SMB;Retail;6;2023-01-23;1,817;0,132
752;CUST-00752;Enterprise;Government;10;2020-08-17;12,082;0,036
753;CUST-00753;SMB;Retail;3;2022-04-07;0,911;0,174
754;CUST-00754;SMB;Manufacturing;5;2021-02-28;1,561;0,186
755;CUST-00755;Distributor;Logistics;1;2022-08-09;8,471;0,082
756;CUST-00756;Mid-Market;Manufacturing;2;2021-07-02;6,199;0,064
757;CUST-00757;Mid-Market;Healthcare;6;2023-12-11;7,691;0,084
758;CUST-00758;Mid-Market;Manufacturing;2;2022-03-31;3,485;0,072
759;CUST-00759;Enterprise;Government;2;2022-05-06;11,696;0,025
760;CUST-00760;Mid-Market;Education;4;2020-10-28;4,775;0,053
761;CUST-00761;Mid-Market;Government;4;2023-04-02;3,773;0,052
762;CUST-00762;SMB;Logistics;1;2021-03-09;1,218;0,162
763;CUST-00763;Enterprise;Retail;5;2020-06-05;12,364;0,028
764;CUST-00764;Public Sector;Manufacturing;2;2022-10-24;1,603;0,034
765;CUST-00765;Mid-Market;Healthcare;6;2022-10-14;0,646;0,053
766;CUST-00766;Enterprise;Government;8;2022-12-11;10,224;0,038
767;CUST-00767;SMB;Retail;10;2021-05-09;1,187;0,162
768;CUST-00768;Public Sector;Technology;6;2020-01-08;0,628;0,062
769;CUST-00769;Public Sector;Logistics;4;2021-07-28;2,605;0,052
770;CUST-00770;SMB;Government;7;2021-12-18;2,284;0,148
771;CUST-00771;Mid-Market;Retail;1;2023-06-17;8,191;0,069
772;CUST-00772;Mid-Market;Education;3;2021-12-06;5,308;0,08
773;CUST-00773;Distributor;Manufacturing;5;2020-04-05;15,557;0,101
774;CUST-00774;SMB;Technology;1;2021-09-19;0,938;0,138
775;CUST-00775;SMB;Retail;1;2023-02-25;0,788;0,137
