cost_id,year_month,product_id,standard_unit_cost_eur,actual_unit_cost_eur
3012,2022-04,1011,670.66,701.96
3013,2022-04,1012,701.63,701.89
3014,2022-04,1013,675.43,727.69
3015,2022-04,1014,952.79,1026.11
3016,2022-04,1015,621.17,608.99
3017,2022-04,1016,823.12,861.59
3018,2022-04,1017,733.5,765.93
3019,2022-04,1018,740.76,735.39
3020,2022-04,1019,705.27,703.15
3021,2022-04,1020,450.35,446.73
3022,2022-04,1021,525.08,535.57
3023,2022-04,1022,491.29,502.14
3024,2022-04,1023,529.41,534.61
3025,2022-04,1024,403.59,396.84
3026,2022-04,1025,580.04,597.27
3027,2022-04,1026,512.36,541.41
3028,2022-04,1027,355.17,339.54
3029,2022-04,1028,383.68,384.47
3030,2022-04,1029,425.69,434.73
3031,2022-04,1030,494.69,520.52
3032,2022-04,1031,465.61,450.09
3033,2022-04,1032,440.95,470.94
3034,2022-04,1033,514.46,523.62
3035,2022-04,1034,465.98,446.26
3036,2022-04,1035,474.35,486.51
3037,2022-04,1036,465.53,497.77
3038,2022-04,1037,507.43,516.97
3039,2022-04,1038,450.58,467.21
3040,2022-04,1039,575.31,565.76
3041,2022-04,1040,241.57,249.94
3042,2022-04,1041,257.59,262.0
3043,2022-04,1042,326.25,338.05
3044,2022-04,1043,277.48,286.31
3045,2022-04,1044,306.52,320.01
3046,2022-04,1045,308.49,325.82
3047,2022-04,1046,385.85,378.18
3048,2022-04,1047,358.98,353.4
3049,2022-04,1048,415.76,439.48
3050,2022-04,1049,296.19,307.72
3051,2022-04,1050,393.01,381.77
3052,2022-04,1051,309.31,330.62
3053,2022-04,1052,283.96,283.3
3054,2022-04,1053,283.9,295.4
3055,2022-04,1054,366.65,385.94
3056,2022-04,1055,311.05,297.2
3057,2022-04,1056,271.19,282.84
3058,2022-04,1057,320.84,344.31
3059,2022-04,1058,388.62,403.14
3060,2022-04,1059,325.83,351.24
3061,2022-04,1060,99.47,97.22
3062,2022-04,1061,65.04,63.93
3063,2022-04,1062,97.29,99.52
3064,2022-04,1063,92.01,99.3
3065,2022-04,1064,110.7,112.4
3066,2022-04,1065,84.3,90.71
3067,2022-04,1066,89.19,88.35
3068,2022-04,1067,109.05,105.92
3069,2022-04,1068,108.48,115.7
3070,2022-04,1069,112.27,113.16
3071,2022-04,1070,74.35,77.76
3072,2022-04,1071,72.99,69.88
3073,2022-04,1072,85.94,84.38
3074,2022-04,1073,102.59,98.25
3075,2022-04,1074,70.08,72.27
3076,2022-04,1075,110.6,110.44
3077,2022-04,1076,77.21,76.94
3078,2022-04,1077,89.28,92.0
3079,2022-04,1078,119.02,118.47
3080,2022-04,1079,97.46,97.86
3081,2022-04,1080,392.79,388.54
3082,2022-04,1081,408.14,421.41
3083,2022-04,1082,625.57,635.99
3084,2022-04,1083,397.61,422.42
3085,2022-04,1084,410.91,404.75
3086,2022-04,1085,417.83,397.82
3087,2022-04,1086,482.12,493.68
3088,2022-04,1087,364.99,360.7
3089,2022-04,1088,582.07,576.88
3090,2022-04,1089,484.25,500.74
3091,2022-04,1090,532.57,570.4
3092,2022-04,1091,454.17,439.01
3093,2022-04,1092,664.22,671.11
3094,2022-04,1093,559.74,537.15
3095,2022-04,1094,498.85,499.7
3096,2022-04,1095,297.44,316.03
3097,2022-04,1096,671.76,707.38
3098,2022-04,1097,396.99,385.39
3099,2022-04,1098,441.23,443.79
3100,2022-04,1099,486.22,461.93
3101,2022-04,1100,950.04,909.72
3102,2022-04,1101,864.13,914.49
3103,2022-04,1102,892.59,866.66
3104,2022-04,1103,1298.1,1291.83
3105,2022-04,1104,720.49,757.99
3106,2022-04,1105,919.62,898.61
3107,2022-04,1106,774.94,826.66
3108,2022-04,1107,1019.63,1069.19
3109,2022-04,1108,960.52,995.49
3110,2022-04,1109,819.85,832.81
3111,2022-04,1110,1187.97,1135.68
3112,2022-04,1111,845.12,860.19
3113,2022-04,1112,905.3,963.37
3114,2022-04,1113,1195.96,1205.41
3115,2022-04,1114,900.56,961.46
3116,2022-04,1115,988.76,1042.52
3117,2022-04,1116,1028.29,1107.88
3118,2022-04,1117,912.41,918.0
3119,2022-04,1118,753.41,788.85
3120,2022-04,1119,1055.89,1105.75
3121,2022-04,1120,68.67,71.47
3122,2022-04,1121,48.96,46.56
3123,2022-04,1122,59.65,62.99
3124,2022-04,1123,48.66,46.56
3125,2022-04,1124,64.93,62.83
3126,2022-04,1125,56.76,57.09
3127,2022-04,1126,46.0,48.81
3128,2022-04,1127,67.63,65.46
3129,2022-04,1128,39.89,43.05
3130,2022-04,1129,54.29,52.84
3131,2022-04,1130,62.94,66.24
3132,2022-04,1131,69.9,70.48
3133,2022-04,1132,53.04,56.25
3134,2022-04,1133,78.69,80.11
3135,2022-04,1134,56.08,55.04
3136,2022-04,1135,52.98,52.12
3137,2022-04,1136,51.12,49.77
3138,2022-04,1137,49.33,48.98
3139,2022-04,1138,60.07,63.63
3140,2022-04,1139,64.09,64.89
3141,2022-04,1140,900.01,902.49
3142,2022-04,1141,564.21,557.82
3143,2022-04,1142,545.22,569.62
3144,2022-04,1143,721.35,766.47
3145,2022-04,1144,557.83,530.19
3146,2022-04,1145,592.94,568.88
3147,2022-04,1146,535.33,553.6
3148,2022-04,1147,633.48,684.0
3149,2022-04,1148,558.39,552.24
3150,2022-04,1149,759.2,814.1
3151,2022-04,1150,617.86,646.22
3152,2022-04,1151,473.43,464.92
3153,2022-04,1152,760.27,767.52
3154,2022-04,1153,530.74,542.81
3155,2022-04,1154,550.35,571.05
3156,2022-04,1155,643.98,619.29
3157,2022-04,1156,484.67,493.89
3158,2022-04,1157,698.93,706.88
3159,2022-04,1158,673.21,700.89
3160,2022-04,1159,610.0,648.87
3161,2022-04,1160,58.69,62.11
3162,2022-04,1161,46.84,46.8
3163,2022-04,1162,53.74,54.35
3164,2022-04,1163,40.87,42.45
3165,2022-04,1164,32.95,33.42
3166,2022-04,1165,49.76,47.76
3167,2022-04,1166,49.46,51.27
3168,2022-04,1167,45.95,43.95
3169,2022-04,1168,46.69,50.06
3170,2022-04,1169,41.56,43.93
3171,2022-04,1170,58.03,60.0
3172,2022-04,1171,38.96,42.05
3173,2022-04,1172,45.63,45.34
3174,2022-04,1173,39.55,37.57
3175,2022-04,1174,41.06,44.22
3176,2022-04,1175,48.67,48.6
3177,2022-04,1176,53.01,50.83
3178,2022-04,1177,40.41,43.58
3179,2022-04,1178,37.23,39.6
3180,2022-04,1179,38.17,40.28
3181,2022-04,1180,118.56,119.26
3182,2022-04,1181,86.81,83.1
3183,2022-04,1182,87.02,91.52
3184,2022-04,1183,56.32,57.64
3185,2022-04,1184,69.98,75.11
3186,2022-04,1185,109.25,114.87
3187,2022-04,1186,101.7,105.21
3188,2022-04,1187,124.75,122.37
3189,2022-04,1188,84.73,85.4
3190,2022-04,1189,96.45,94.46
3191,2022-04,1190,103.22,101.04
3192,2022-04,1191,112.58,117.37
3193,2022-04,1192,118.91,127.59
3194,2022-04,1193,75.3,81.2
3195,2022-04,1194,108.87,110.7
3196,2022-04,1195,101.14,99.25
3197,2022-04,1196,70.94,74.15
3198,2022-04,1197,80.38,84.25
3199,2022-04,1198,101.8,100.58
3200,2022-04,1199,80.89,84.77
3201,2022-05,1000,572.62,571.32
3202,2022-05,1001,580.13,617.17
3203,2022-05,1002,569.08,598.74
3204,2022-05,1003,807.15,775.23
3205,2022-05,1004,556.74,586.41
3206,2022-05,1005,579.26,578.31
3207,2022-05,1006,639.0,668.66
3208,2022-05,1007,657.0,632.42
3209,2022-05,1008,602.74,585.88
3210,2022-05,1009,637.95,656.87
3211,2022-05,1010,768.95,784.7
3212,2022-05,1011,703.34,734.27
3213,2022-05,1012,712.61,743.29
3214,2022-05,1013,659.87,645.21
3215,2022-05,1014,938.77,994.79
3216,2022-05,1015,642.74,670.96
3217,2022-05,1016,797.22,843.54
3218,2022-05,1017,752.81,756.01
3219,2022-05,1018,715.79,727.66
3220,2022-05,1019,703.75,756.25
3221,2022-05,1020,439.15,445.22
3222,2022-05,1021,543.01,545.67
3223,2022-05,1022,499.52,489.75
3224,2022-05,1023,522.09,506.54
3225,2022-05,1024,422.44,431.7
3226,2022-05,1025,590.63,624.51
3227,2022-05,1026,487.27,480.33
3228,2022-05,1027,376.9,380.74
3229,2022-05,1028,379.83,401.68
3230,2022-05,1029,436.82,431.66
3231,2022-05,1030,484.61,510.42
3232,2022-05,1031,467.87,458.94
3233,2022-05,1032,436.51,463.15
3234,2022-05,1033,514.32,527.07
3235,2022-05,1034,459.88,496.1
3236,2022-05,1035,484.48,472.93
3237,2022-05,1036,472.35,479.95
3238,2022-05,1037,511.09,493.26
3239,2022-05,1038,474.22,507.85
3240,2022-05,1039,589.47,573.19
3241,2022-05,1040,227.76,224.32
3242,2022-05,1041,254.93,273.95
3243,2022-05,1042,319.55,311.58
3244,2022-05,1043,269.73,288.54
3245,2022-05,1044,312.96,325.76
3246,2022-05,1045,341.23,366.45
3247,2022-05,1046,401.22,386.39
3248,2022-05,1047,362.08,387.1
3249,2022-05,1048,430.64,412.44
3250,2022-05,1049,282.06,301.72
3251,2022-05,1050,383.76,404.48
3252,2022-05,1051,309.56,330.87
3253,2022-05,1052,271.33,275.22
3254,2022-05,1053,287.8,299.48
3255,2022-05,1054,375.38,384.13
3256,2022-05,1055,315.44,302.33
3257,2022-05,1056,267.54,278.89
3258,2022-05,1057,317.69,310.02
3259,2022-05,1058,396.25,414.45
3260,2022-05,1059,333.7,331.06
3261,2022-05,1060,101.16,97.63
3262,2022-05,1061,64.42,67.38
3263,2022-05,1062,102.17,106.73
3264,2022-05,1063,89.78,95.97
3265,2022-05,1064,110.86,113.07
3266,2022-05,1065,81.55,80.96
3267,2022-05,1066,89.26,93.6
3268,2022-05,1067,109.07,109.92
3269,2022-05,1068,105.39,110.92
3270,2022-05,1069,112.41,120.44
3271,2022-05,1070,78.92,82.85
3272,2022-05,1071,72.89,71.02
3273,2022-05,1072,93.87,90.35
3274,2022-05,1073,101.53,103.74
3275,2022-05,1074,68.04,64.69
3276,2022-05,1075,111.52,106.98
3277,2022-05,1076,74.04,72.14
3278,2022-05,1077,92.55,90.05
3279,2022-05,1078,120.83,129.54
3280,2022-05,1079,98.42,104.49
3281,2022-05,1080,390.84,416.74
3282,2022-05,1081,422.54,406.97
3283,2022-05,1082,600.19,593.71
3284,2022-05,1083,378.86,380.29
3285,2022-05,1084,405.83,437.29
3286,2022-05,1085,467.99,464.86
3287,2022-05,1086,528.2,518.65
3288,2022-05,1087,341.4,354.31
3289,2022-05,1088,610.15,623.31
3290,2022-05,1089,482.44,480.28
3291,2022-05,1090,514.06,489.22
3292,2022-05,1091,447.9,458.4
3293,2022-05,1092,643.52,651.65
3294,2022-05,1093,544.02,558.89
3295,2022-05,1094,514.97,545.17
3296,2022-05,1095,287.8,303.0
3297,2022-05,1096,656.11,680.85
3298,2022-05,1097,410.22,412.87
3299,2022-05,1098,462.0,453.86
3300,2022-05,1099,472.65,463.83
3301,2022-05,1100,933.33,925.79
3302,2022-05,1101,893.93,872.33
3303,2022-05,1102,898.26,909.15
3304,2022-05,1103,1285.1,1382.14
3305,2022-05,1104,717.18,768.59
3306,2022-05,1105,929.96,909.04
3307,2022-05,1106,777.05,834.91
3308,2022-05,1107,970.35,983.55
3309,2022-05,1108,978.36,1019.12
3310,2022-05,1109,780.75,745.15
3311,2022-05,1110,1239.81,1180.9
3312,2022-05,1111,896.07,951.32
3313,2022-05,1112,907.8,863.32
3314,2022-05,1113,1216.37,1198.9
3315,2022-05,1114,909.52,962.23
3316,2022-05,1115,1002.23,1056.72
3317,2022-05,1116,1022.29,1019.02
3318,2022-05,1117,902.28,940.67
3319,2022-05,1118,782.4,762.0
3320,2022-05,1119,1035.87,1038.22
3321,2022-05,1120,64.81,69.22
3322,2022-05,1121,47.42,48.62
3323,2022-05,1122,60.34,60.45
3324,2022-05,1123,50.93,50.71
3325,2022-05,1124,63.41,65.77
3326,2022-05,1125,54.54,53.98
3327,2022-05,1126,46.1,47.25
3328,2022-05,1127,71.95,75.28
3329,2022-05,1128,38.08,37.77
3330,2022-05,1129,53.94,54.79
3331,2022-05,1130,62.04,60.56
3332,2022-05,1131,70.16,75.42
3333,2022-05,1132,54.75,54.94
3334,2022-05,1133,75.68,71.92
3335,2022-05,1134,54.43,52.58
3336,2022-05,1135,54.1,53.14
3337,2022-05,1136,50.5,49.77
3338,2022-05,1137,47.43,46.45
3339,2022-05,1138,59.91,61.78
3340,2022-05,1139,63.88,68.64
3341,2022-05,1140,897.92,903.65
3342,2022-05,1141,538.24,530.25
3343,2022-05,1142,547.77,531.07
3344,2022-05,1143,714.68,735.41
3345,2022-05,1144,544.68,553.64
3346,2022-05,1145,609.88,599.83
3347,2022-05,1146,532.78,509.34
3348,2022-05,1147,610.12,631.7
3349,2022-05,1148,563.6,546.22
3350,2022-05,1149,739.65,779.84
3351,2022-05,1150,620.62,654.79
3352,2022-05,1151,489.33,470.78
3353,2022-05,1152,773.08,742.83
3354,2022-05,1153,533.13,561.75
3355,2022-05,1154,548.88,592.63
3356,2022-05,1155,623.58,618.73
3357,2022-05,1156,491.51,497.07
3358,2022-05,1157,730.86,729.21
3359,2022-05,1158,697.93,733.32
3360,2022-05,1159,583.51,571.05
3361,2022-05,1160,60.25,58.81
3362,2022-05,1161,49.03,46.63
3363,2022-05,1162,57.36,57.28
3364,2022-05,1163,38.75,41.68
3365,2022-05,1164,33.94,33.26
3366,2022-05,1165,46.75,45.42
3367,2022-05,1166,49.23,47.01
3368,2022-05,1167,44.76,47.21
3369,2022-05,1168,43.99,45.05
3370,2022-05,1169,40.11,38.5
3371,2022-05,1170,58.67,57.59
3372,2022-05,1171,40.53,41.96
3373,2022-05,1172,43.71,43.39
3374,2022-05,1173,40.26,42.71
3375,2022-05,1174,39.57,39.17
3376,2022-05,1175,47.73,49.79
3377,2022-05,1176,53.06,53.33
3378,2022-05,1177,40.49,39.25
3379,2022-05,1178,37.7,39.27
3380,2022-05,1179,38.47,40.26
3381,2022-05,1180,120.51,128.81
3382,2022-05,1181,85.85,82.48
3383,2022-05,1182,84.0,86.68
3384,2022-05,1183,57.79,55.21
3385,2022-05,1184,68.75,72.03
3386,2022-05,1185,107.94,115.35
3387,2022-05,1186,100.26,103.55
3388,2022-05,1187,123.43,121.68
3389,2022-05,1188,84.58,86.95
3390,2022-05,1189,97.18,95.01
3391,2022-05,1190,101.26,105.99
3392,2022-05,1191,110.1,116.91
3393,2022-05,1192,111.8,118.69
3394,2022-05,1193,78.4,80.44
3395,2022-05,1194,108.02,103.91
3396,2022-05,1195,107.89,110.16
3397,2022-05,1196,72.23,73.12
3398,2022-05,1197,81.92,88.41
3399,2022-05,1198,102.19,107.9
3400,2022-05,1199,83.31,87.94
3401,2022-06,1000,538.75,542.44
3402,2022-06,1001,577.31,590.87
3403,2022-06,1002,551.67,530.95
3404,2022-06,1003,762.61,742.63
3405,2022-06,1004,548.4,590.94
3406,2022-06,1005,550.95,567.04
3407,2022-06,1006,623.53,636.13
3408,2022-06,1007,651.79,673.37
3409,2022-06,1008,589.89,623.85
3410,2022-06,1009,621.58,606.88
3411,2022-06,1010,764.19,801.62
3412,2022-06,1011,679.16,670.79
3413,2022-06,1012,696.17,726.44
3414,2022-06,1013,654.27,700.29
3415,2022-06,1014,942.11,948.93
3416,2022-06,1015,631.98,617.88
3417,2022-06,1016,805.46,868.26
3418,2022-06,1017,723.46,715.37
3419,2022-06,1018,740.43,785.82
3420,2022-06,1019,666.47,692.35
3421,2022-06,1020,438.32,422.6
3422,2022-06,1021,521.08,526.27
3423,2022-06,1022,497.84,520.3
3424,2022-06,1023,525.42,562.6
3425,2022-06,1024,394.31,419.24
3426,2022-06,1025,594.23,627.79
3427,2022-06,1026,499.58,519.76
3428,2022-06,1027,366.06,366.86
3429,2022-06,1028,377.86,375.98
3430,2022-06,1029,435.82,431.16
3431,2022-06,1030,480.06,491.6
3432,2022-06,1031,480.44,482.1
3433,2022-06,1032,425.65,405.62
3434,2022-06,1033,517.96,550.09
3435,2022-06,1034,495.1,503.66
3436,2022-06,1035,473.62,476.89
3437,2022-06,1036,441.69,454.22
3438,2022-06,1037,488.19,494.98
3439,2022-06,1038,454.1,457.9
3440,2022-06,1039,580.02,600.33
3441,2022-06,1040,227.43,221.69
3442,2022-06,1041,249.14,238.36
3443,2022-06,1042,323.79,333.41
3444,2022-06,1043,277.57,287.17
3445,2022-06,1044,291.55,307.18
3446,2022-06,1045,330.14,350.2
3447,2022-06,1046,374.97,374.6
3448,2022-06,1047,348.68,358.31
3449,2022-06,1048,414.54,415.3
3450,2022-06,1049,292.88,298.98
3451,2022-06,1050,378.46,398.76
3452,2022-06,1051,325.82,346.22
3453,2022-06,1052,263.74,252.48
3454,2022-06,1053,285.93,300.73
3455,2022-06,1054,368.04,351.5
3456,2022-06,1055,334.93,357.87
3457,2022-06,1056,270.65,269.58
3458,2022-06,1057,309.75,315.82
3459,2022-06,1058,403.04,433.09
3460,2022-06,1059,314.86,339.84
3461,2022-06,1060,97.31,97.15
3462,2022-06,1061,63.1,63.27
3463,2022-06,1062,98.08,99.56
3464,2022-06,1063,89.86,92.26
3465,2022-06,1064,106.58,108.75
3466,2022-06,1065,82.97,88.0
3467,2022-06,1066,87.12,87.18
3468,2022-06,1067,107.39,110.85
3469,2022-06,1068,107.67,110.49
3470,2022-06,1069,112.7,115.6
3471,2022-06,1070,77.89,76.34
3472,2022-06,1071,66.5,69.85
3473,2022-06,1072,94.98,100.95
3474,2022-06,1073,108.31,107.22
3475,2022-06,1074,68.68,68.28
3476,2022-06,1075,110.95,108.4
3477,2022-06,1076,74.58,76.46
3478,2022-06,1077,83.08,83.66
3479,2022-06,1078,120.12,120.33
3480,2022-06,1079,107.61,114.79
3481,2022-06,1080,399.92,431.0
3482,2022-06,1081,404.79,409.11
3483,2022-06,1082,636.98,611.65
3484,2022-06,1083,381.81,390.9
3485,2022-06,1084,372.12,376.84
3486,2022-06,1085,463.68,468.12
3487,2022-06,1086,491.8,519.94
3488,2022-06,1087,360.79,378.67
3489,2022-06,1088,592.64,628.64
3490,2022-06,1089,505.73,511.02
3491,2022-06,1090,553.94,584.53
3492,2022-06,1091,461.48,465.18
3493,2022-06,1092,625.83,603.54
3494,2022-06,1093,549.89,536.56
3495,2022-06,1094,512.71,530.73
3496,2022-06,1095,292.64,302.09
3497,2022-06,1096,657.96,688.32
3498,2022-06,1097,372.03,382.49
3499,2022-06,1098,464.91,446.41
3500,2022-06,1099,508.19,504.84
3501,2022-06,1100,982.59,1056.77
3502,2022-06,1101,901.47,890.58
3503,2022-06,1102,873.46,870.54
3504,2022-06,1103,1300.89,1268.39
3505,2022-06,1104,744.41,746.01
3506,2022-06,1105,908.34,929.38
3507,2022-06,1106,771.86,790.92
3508,2022-06,1107,976.88,953.71
3509,2022-06,1108,953.5,1027.61
3510,2022-06,1109,789.33,849.98
3511,2022-06,1110,1173.58,1148.37
3512,2022-06,1111,858.13,864.75
3513,2022-06,1112,925.87,964.49
3514,2022-06,1113,1154.28,1236.96
3515,2022-06,1114,971.35,958.83
3516,2022-06,1115,991.42,1026.9
3517,2022-06,1116,1000.92,1028.93
3518,2022-06,1117,898.88,876.16
3519,2022-06,1118,818.51,846.98
3520,2022-06,1119,1022.68,982.89
3521,2022-06,1120,66.9,64.82
3522,2022-06,1121,49.09,49.92
3523,2022-06,1122,58.59,60.47
3524,2022-06,1123,51.86,55.47
3525,2022-06,1124,61.83,59.81
3526,2022-06,1125,53.64,55.41
3527,2022-06,1126,47.33,48.25
3528,2022-06,1127,69.38,74.65
3529,2022-06,1128,38.26,40.36
3530,2022-06,1129,52.97,50.95
3531,2022-06,1130,60.86,62.34
3532,2022-06,1131,72.18,69.66
3533,2022-06,1132,53.06,52.36
3534,2022-06,1133,76.03,76.34
3535,2022-06,1134,57.59,59.27
3536,2022-06,1135,54.7,52.71
3537,2022-06,1136,50.27,53.94
3538,2022-06,1137,48.92,49.39
3539,2022-06,1138,58.74,59.32
3540,2022-06,1139,64.36,62.13
3541,2022-06,1140,894.75,865.19
3542,2022-06,1141,586.77,583.85
3543,2022-06,1142,580.29,606.58
3544,2022-06,1143,672.34,710.82
3545,2022-06,1144,571.62,557.14
3546,2022-06,1145,629.21,598.23
3547,2022-06,1146,528.19,535.11
3548,2022-06,1147,643.92,613.93
3549,2022-06,1148,525.35,505.14
3550,2022-06,1149,710.26,692.52
3551,2022-06,1150,614.17,634.48
3552,2022-06,1151,490.14,473.36
3553,2022-06,1152,743.38,732.31
3554,2022-06,1153,558.26,598.33
3555,2022-06,1154,568.12,566.61
3556,2022-06,1155,647.62,647.79
3557,2022-06,1156,506.57,537.1
3558,2022-06,1157,684.55,736.37
3559,2022-06,1158,701.47,692.12
3560,2022-06,1159,602.61,637.67
3561,2022-06,1160,59.47,62.97
3562,2022-06,1161,46.5,46.38
3563,2022-06,1162,54.39,56.4
3564,2022-06,1163,40.58,40.88
3565,2022-06,1164,33.59,36.11
3566,2022-06,1165,47.64,50.44
3567,2022-06,1166,49.27,47.59
3568,2022-06,1167,43.48,44.37
3569,2022-06,1168,46.7,49.6
3570,2022-06,1169,42.01,40.97
3571,2022-06,1170,57.78,61.45
3572,2022-06,1171,37.79,36.18
3573,2022-06,1172,46.67,49.92
3574,2022-06,1173,39.14,42.01
3575,2022-06,1174,41.52,43.22
3576,2022-06,1175,48.3,47.78
3577,2022-06,1176,53.34,56.52
3578,2022-06,1177,40.33,38.75
3579,2022-06,1178,36.53,35.74
3580,2022-06,1179,36.82,37.78
3581,2022-06,1180,118.88,126.03
3582,2022-06,1181,93.09,97.9
3583,2022-06,1182,84.69,86.95
3584,2022-06,1183,57.91,61.74
3585,2022-06,1184,68.47,73.29
3586,2022-06,1185,107.87,112.48
3587,2022-06,1186,96.3,92.89
3588,2022-06,1187,122.79,131.95
3589,2022-06,1188,85.75,82.61
3590,2022-06,1189,96.59,96.17
3591,2022-06,1190,99.42,105.74
3592,2022-06,1191,114.11,111.27
3593,2022-06,1192,107.46,104.14
3594,2022-06,1193,77.26,75.81
3595,2022-06,1194,110.28,117.15
3596,2022-06,1195,103.86,104.89
3597,2022-06,1196,72.91,74.78
3598,2022-06,1197,79.84,81.01
3599,2022-06,1198,103.15,111.29
3600,2022-06,1199,80.85,79.24
3601,2022-07,1000,551.39,581.92
3602,2022-07,1001,558.37,600.11
3603,2022-07,1002,542.63,535.88
3604,2022-07,1003,806.11,869.48
3605,2022-07,1004,534.38,509.84
3606,2022-07,1005,572.29,579.28
3607,2022-07,1006,652.54,703.31
3608,2022-07,1007,635.65,634.86
3609,2022-07,1008,578.75,611.29
3610,2022-07,1009,634.8,637.82
3611,2022-07,1010,775.71,769.26
3612,2022-07,1011,666.23,717.15
3613,2022-07,1012,671.28,709.76
3614,2022-07,1013,670.03,636.71
3615,2022-07,1014,974.4,1027.29
3616,2022-07,1015,632.25,667.8
3617,2022-07,1016,769.73,799.76
3618,2022-07,1017,734.92,784.84
3619,2022-07,1018,784.67,773.66
3620,2022-07,1019,674.16,673.05
3621,2022-07,1020,428.25,452.49
3622,2022-07,1021,553.72,531.07
3623,2022-07,1022,506.63,503.89
3624,2022-07,1023,534.07,569.28
3625,2022-07,1024,374.04,376.48
3626,2022-07,1025,603.52,614.03
3627,2022-07,1026,509.43,514.03
3628,2022-07,1027,362.86,353.58
3629,2022-07,1028,365.56,354.57
3630,2022-07,1029,424.85,404.13
3631,2022-07,1030,478.81,475.35
3632,2022-07,1031,485.52,468.13
3633,2022-07,1032,429.07,459.39
3634,2022-07,1033,515.94,518.48
3635,2022-07,1034,461.88,493.33
3636,2022-07,1035,466.69,504.0
3637,2022-07,1036,460.01,440.47
3638,2022-07,1037,528.01,560.67
3639,2022-07,1038,458.44,446.56
3640,2022-07,1039,612.14,606.28
3641,2022-07,1040,240.85,235.19
3642,2022-07,1041,251.38,260.52
3643,2022-07,1042,332.96,343.56
3644,2022-07,1043,266.21,282.43
3645,2022-07,1044,324.06,330.76
3646,2022-07,1045,317.09,330.7
3647,2022-07,1046,378.04,393.05
3648,2022-07,1047,360.97,373.4
3649,2022-07,1048,416.79,445.77
3650,2022-07,1049,282.18,298.16
3651,2022-07,1050,404.44,403.89
3652,2022-07,1051,315.9,320.53
3653,2022-07,1052,276.92,285.26
3654,2022-07,1053,277.05,271.72
3655,2022-07,1054,381.13,402.3
3656,2022-07,1055,308.9,307.59
3657,2022-07,1056,246.04,262.26
3658,2022-07,1057,342.14,352.41
3659,2022-07,1058,403.38,412.44
3660,2022-07,1059,324.93,347.73
3661,2022-07,1060,104.02,108.49
3662,2022-07,1061,64.01,68.81
3663,2022-07,1062,103.23,102.46
3664,2022-07,1063,87.23,84.47
3665,2022-07,1064,110.9,108.46
3666,2022-07,1065,83.87,85.0
3667,2022-07,1066,88.53,91.76
3668,2022-07,1067,104.74,109.63
3669,2022-07,1068,110.59,117.55
3670,2022-07,1069,110.8,106.71
3671,2022-07,1070,76.77,74.69
3672,2022-07,1071,68.23,67.49
3673,2022-07,1072,91.44,93.86
3674,2022-07,1073,102.66,109.16
3675,2022-07,1074,68.49,72.42
3676,2022-07,1075,106.42,107.72
3677,2022-07,1076,72.98,72.81
3678,2022-07,1077,87.82,89.18
3679,2022-07,1078,115.67,124.21
3680,2022-07,1079,98.88,97.5
3681,2022-07,1080,390.3,376.03
3682,2022-07,1081,421.92,424.18
3683,2022-07,1082,555.64,589.54
3684,2022-07,1083,377.58,394.04
3685,2022-07,1084,411.07,390.7
3686,2022-07,1085,452.44,439.8
3687,2022-07,1086,513.73,554.22
3688,2022-07,1087,364.71,363.55
3689,2022-07,1088,593.7,619.46
3690,2022-07,1089,492.81,514.23
3691,2022-07,1090,540.41,565.38
3692,2022-07,1091,458.69,472.69
3693,2022-07,1092,659.73,648.52
3694,2022-07,1093,526.16,518.89
3695,2022-07,1094,499.06,505.66
3696,2022-07,1095,295.36,292.82
3697,2022-07,1096,667.64,706.01
3698,2022-07,1097,404.23,406.82
3699,2022-07,1098,445.36,449.64
3700,2022-07,1099,462.83,479.84
3701,2022-07,1100,952.62,995.16
3702,2022-07,1101,898.36,938.48
3703,2022-07,1102,903.87,859.77
3704,2022-07,1103,1320.93,1286.02
3705,2022-07,1104,701.64,680.76
3706,2022-07,1105,931.29,959.03
3707,2022-07,1106,794.43,770.96
3708,2022-07,1107,1024.96,1096.75
3709,2022-07,1108,937.88,987.19
3710,2022-07,1109,788.23,803.25
3711,2022-07,1110,1194.28,1146.12
3712,2022-07,1111,831.85,868.43
3713,2022-07,1112,919.79,987.8
3714,2022-07,1113,1182.34,1160.76
3715,2022-07,1114,950.88,919.29
3716,2022-07,1115,973.34,980.44
3717,2022-07,1116,1064.12,1021.46
3718,2022-07,1117,889.49,923.92
3719,2022-07,1118,802.68,808.36
3720,2022-07,1119,1058.44,1094.75
3721,2022-07,1120,66.07,69.8
3722,2022-07,1121,48.47,51.02
3723,2022-07,1122,57.64,61.52
3724,2022-07,1123,52.53,54.98
3725,2022-07,1124,61.61,66.15
3726,2022-07,1125,58.79,61.84
3727,2022-07,1126,44.55,44.09
3728,2022-07,1127,68.85,70.34
3729,2022-07,1128,38.91,41.13
3730,2022-07,1129,52.32,51.76
3731,2022-07,1130,63.04,66.04
3732,2022-07,1131,72.54,69.13
3733,2022-07,1132,54.88,52.3
3734,2022-07,1133,76.29,75.66
3735,2022-07,1134,55.03,58.76
3736,2022-07,1135,53.75,52.26
3737,2022-07,1136,50.63,54.22
3738,2022-07,1137,48.37,47.85
3739,2022-07,1138,60.03,57.67
3740,2022-07,1139,65.14,70.2
3741,2022-07,1140,928.33,930.55
3742,2022-07,1141,557.21,582.83
3743,2022-07,1142,563.0,556.22
