activity_id,date_id,date,customer_id,sales_rep_id,activity_type,activity_minutes,sentiment_score,customer_health_score
3322,20241230,2024-12-30,409,13,Visit,5,0.662,85.6
3323,20210722,2021-07-22,833,49,Email,24,-0.221,66.8
3324,20231020,2023-10-20,542,10,Call,32,1.15,78.5
3325,20210916,2021-09-16,60,43,Email,24,-1.353,52.0
3326,20231020,2023-10-20,420,76,Email,32,0.261,64.2
3327,20230203,2023-02-03,947,25,Visit,47,0.19,60.6
3328,20211112,2021-11-12,545,28,Visit,42,0.769,77.4
3329,20220505,2022-05-05,377,61,Call,30,-0.612,58.1
3330,20220306,2022-03-06,945,42,Email,42,0.371,82.8
3331,20221220,2022-12-20,200,37,Training,39,0.717,69.3
3332,20220208,2022-02-08,1044,74,Email,32,1.03,78.8
3333,20220629,2022-06-29,202,29,Email,20,0.322,69.3
3334,20250125,2025-01-25,814,39,Call,52,0.071,72.1
3335,20220524,2022-05-24,310,5,Call,27,-0.08,52.1
3336,20230203,2023-02-03,115,17,Email,37,0.562,84.4
3337,20210420,2021-04-20,410,82,Business Review,76,-0.218,63.9
3338,20240801,2024-08-01,935,74,Email,32,0.21,70.5
3339,20210510,2021-05-10,1122,7,Call,56,0.554,86.1
3340,20211010,2021-10-10,662,68,Email,22,0.875,68.9
3341,20210930,2021-09-30,572,51,Email,34,0.754,80.9
3342,20230123,2023-01-23,386,28,Demo,32,-0.061,77.4
3343,20231024,2023-10-24,748,16,Call,41,-0.019,69.9
3344,20230119,2023-01-19,925,69,Email,49,-0.773,54.7
3345,20220919,2022-09-19,826,84,Email,31,0.156,54.1
3346,20251016,2025-10-16,838,39,Email,51,-0.239,70.8
3347,20230220,2023-02-20,468,76,Email,39,-0.343,72.7
3348,20250812,2025-08-12,582,70,Demo,55,0.21,54.5
3349,20241123,2024-11-23,801,40,Call,33,0.033,73.2
3350,20251104,2025-11-04,633,81,Demo,20,0.112,73.3
3351,20251027,2025-10-27,1011,19,Call,33,0.272,71.7
3352,20230708,2023-07-08,256,43,Call,21,-0.833,42.9
3353,20240914,2024-09-14,1027,49,Call,62,0.556,69.4
3354,20211002,2021-10-02,307,28,Demo,46,-0.926,45.1
3355,20210918,2021-09-18,761,35,Email,28,0.565,50.1
3356,20210306,2021-03-06,248,64,Email,42,-0.924,47.7
3357,20230501,2023-05-01,413,54,Email,57,0.01,70.3
3358,20250307,2025-03-07,535,32,Call,49,0.492,80.3
3359,20220920,2022-09-20,193,48,Call,35,-0.474,52.9
3360,20220412,2022-04-12,785,85,Call,33,-0.106,60.1
3361,20211223,2021-12-23,469,30,Call,34,-0.349,62.3
3362,20220225,2022-02-25,9,19,Demo,52,-0.609,58.6
3363,20220218,2022-02-18,285,3,Demo,42,0.57,87.2
3364,20250411,2025-04-11,413,84,Call,5,0.028,67.1
3365,20250625,2025-06-25,445,18,Call,5,0.101,74.2
3366,20210407,2021-04-07,379,34,Email,36,0.302,68.8
3367,20240910,2024-09-10,552,59,Training,5,0.493,78.7
3368,20241130,2024-11-30,766,8,Email,48,0.495,65.8
3369,20240608,2024-06-08,586,82,Email,11,0.773,71.1
3370,20241219,2024-12-19,537,15,Visit,9,-0.69,67.1
3371,20250127,2025-01-27,412,15,Email,47,0.795,85.8
3372,20250121,2025-01-21,518,32,Visit,32,-0.566,57.4
3373,20240818,2024-08-18,987,24,Email,38,0.231,65.5
3374,20211015,2021-10-15,469,10,Email,73,0.705,75.0
3375,20220721,2022-07-21,782,31,Demo,60,-0.137,62.2
3376,20250719,2025-07-19,696,32,Training,51,0.895,74.8
3377,20231225,2023-12-25,670,18,Demo,50,0.143,68.6
3378,20220418,2022-04-18,186,68,Call,38,1.072,85.0
3379,20240105,2024-01-05,982,43,Visit,5,-0.231,68.9
3380,20250428,2025-04-28,282,11,Email,49,1.182,83.5
3381,20240919,2024-09-19,500,51,Visit,39,0.184,88.9
3382,20220804,2022-08-04,615,6,Email,27,-0.626,54.4
3383,20210930,2021-09-30,689,29,Call,13,1.221,100.0
3384,20250504,2025-05-04,869,65,Business Review,53,0.6,66.6
3385,20220415,2022-04-15,633,42,Email,31,0.584,80.2
3386,20241222,2024-12-22,98,11,Demo,50,-0.005,62.1
3387,20210902,2021-09-02,935,5,Call,5,-0.438,73.2
3388,20230628,2023-06-28,949,49,Call,18,0.149,58.1
3389,20241224,2024-12-24,982,37,Email,52,-0.439,51.2
3390,20251212,2025-12-12,199,46,Email,23,-0.763,66.5
3391,20230925,2023-09-25,1011,1,Call,52,-0.096,61.3
3392,20230521,2023-05-21,1060,28,Call,58,1.252,92.6
3393,20241212,2024-12-12,221,60,Call,74,-0.038,62.5
3394,20221210,2022-12-10,411,11,Training,17,0.554,71.2
3395,20221206,2022-12-06,989,73,Email,29,0.705,80.9
3396,20250628,2025-06-28,173,12,Email,53,-0.086,69.7
3397,20250723,2025-07-23,1056,24,Training,17,-0.139,60.1
3398,20230427,2023-04-27,915,51,Email,49,-0.833,53.9
3399,20220524,2022-05-24,572,10,Call,16,-0.59,48.9
3400,20241028,2024-10-28,819,78,Email,55,0.246,63.1
3401,20250610,2025-06-10,1055,62,Call,27,0.195,64.6
3402,20210202,2021-02-02,365,62,Email,50,-0.086,62.2
3403,20220806,2022-08-06,1075,37,Training,28,-0.713,48.4
3404,20240712,2024-07-12,1032,49,Call,80,-0.24,77.7
3405,20221013,2022-10-13,940,10,Call,42,0.961,98.0
3406,20250829,2025-08-29,539,11,Email,57,-0.356,56.4
3407,20230418,2023-04-18,831,26,Call,5,0.643,71.0
3408,20250107,2025-01-07,1179,21,Demo,53,-1.326,46.9
3409,20241025,2024-10-25,387,49,Email,45,0.067,77.9
3410,20241010,2024-10-10,903,21,Call,45,0.352,55.3
3411,20240527,2024-05-27,727,82,Email,45,-0.568,62.4
3412,20240608,2024-06-08,788,51,Email,21,-0.712,44.6
3413,20220419,2022-04-19,891,45,Demo,71,-0.167,58.4
3414,20220426,2022-04-26,982,61,Call,62,0.57,80.5
3415,20221116,2022-11-16,1063,13,Business Review,54,0.34,78.7
3416,20250622,2025-06-22,935,29,Email,27,-0.055,50.7
3417,20251025,2025-10-25,606,48,Call,39,0.501,60.6
3418,20240117,2024-01-17,448,76,Email,40,0.324,77.7
3419,20230324,2023-03-24,702,20,Call,51,0.602,70.5
3420,20210831,2021-08-31,1170,30,Training,55,0.477,74.4
3421,20210811,2021-08-11,327,39,Demo,28,0.823,81.5
3422,20250402,2025-04-02,486,33,Email,35,-0.193,66.5
3423,20240725,2024-07-25,613,5,Call,48,0.655,71.4
3424,20251011,2025-10-11,760,78,Call,60,0.11,76.6
3425,20210725,2021-07-25,733,61,Email,51,-0.33,64.4
3426,20221011,2022-10-11,42,4,Email,58,0.321,78.5
3427,20240803,2024-08-03,386,24,Email,26,0.435,65.3
3428,20230319,2023-03-19,1115,47,Email,54,0.621,71.4
3429,20231207,2023-12-07,1043,60,Call,24,-0.515,58.4
3430,20250905,2025-09-05,305,68,Visit,66,0.131,55.8
3431,20250616,2025-06-16,1041,62,Call,33,0.645,84.2
3432,20220628,2022-06-28,218,72,Visit,34,1.012,80.3
3433,20240201,2024-02-01,1063,39,Email,63,-0.074,61.4
3434,20210607,2021-06-07,548,22,Email,55,1.477,94.7
3435,20240612,2024-06-12,232,34,Visit,24,0.196,59.4
3436,20210421,2021-04-21,857,74,Demo,5,0.16,68.7
3437,20250616,2025-06-16,739,70,Email,12,-0.153,74.0
3438,20250514,2025-05-14,350,71,Business Review,54,-0.855,49.3
3439,20230830,2023-08-30,893,15,Email,9,0.022,67.4
3440,20230402,2023-04-02,96,46,Call,34,-0.377,69.6
3441,20241008,2024-10-08,940,44,Email,27,0.732,82.9
3442,20210119,2021-01-19,1032,61,Business Review,16,0.256,71.8
3443,20211116,2021-11-16,873,2,Email,77,0.645,63.0
3444,20210121,2021-01-21,559,2,Email,32,-0.119,63.2
3445,20211231,2021-12-31,593,42,Call,27,0.522,65.6
3446,20210511,2021-05-11,78,72,Training,5,-0.886,45.6
3447,20250203,2025-02-03,678,27,Email,43,0.675,80.8
3448,20210129,2021-01-29,918,19,Email,27,-0.361,67.0
3449,20210927,2021-09-27,840,45,Call,45,0.833,81.4
3450,20210427,2021-04-27,1043,78,Business Review,73,-0.326,55.7
3451,20250708,2025-07-08,459,40,Call,5,0.65,54.1
3452,20250111,2025-01-11,606,31,Business Review,35,-0.444,67.7
3453,20220629,2022-06-29,55,35,Call,57,0.305,67.3
3454,20220806,2022-08-06,92,9,Call,62,-0.408,56.7
3455,20211024,2021-10-24,511,16,Training,35,0.12,73.4
3456,20250423,2025-04-23,452,81,Call,5,-0.532,60.6
3457,20240728,2024-07-28,763,14,Call,35,0.078,66.2
3458,20220922,2022-09-22,678,15,Demo,7,1.07,100.0
3459,20250618,2025-06-18,548,10,Email,37,1.153,87.3
3460,20221110,2022-11-10,1044,36,Email,47,0.984,81.8
3461,20240521,2024-05-21,586,7,Email,47,-0.941,37.2
3462,20250509,2025-05-09,398,49,Demo,37,0.696,78.1
3463,20250405,2025-04-05,559,72,Visit,36,-0.642,57.9
3464,20240708,2024-07-08,259,30,Demo,5,0.341,65.1
3465,20240326,2024-03-26,498,51,Email,13,0.284,63.7
3466,20231013,2023-10-13,1114,80,Training,35,0.068,64.9
3467,20240307,2024-03-07,946,17,Demo,70,0.462,81.2
3468,20240101,2024-01-01,401,25,Call,5,0.15,52.3
3469,20240829,2024-08-29,81,74,Call,8,-0.945,48.9
3470,20241230,2024-12-30,726,74,Visit,31,0.184,70.2
3471,20250211,2025-02-11,1070,58,Email,53,-0.108,66.8
3472,20241006,2024-10-06,1028,78,Demo,49,0.221,72.0
3473,20220116,2022-01-16,537,66,Visit,11,0.993,74.2
3474,20210201,2021-02-01,688,49,Email,17,0.416,74.1
3475,20250813,2025-08-13,157,6,Email,33,0.251,68.3
3476,20240111,2024-01-11,1164,24,Business Review,69,-0.607,66.9
3477,20210131,2021-01-31,923,16,Call,30,-0.248,57.2
3478,20210525,2021-05-25,425,66,Email,48,0.314,79.6
3479,20221009,2022-10-09,940,81,Business Review,5,0.654,65.3
3480,20251209,2025-12-09,777,57,Email,38,0.162,71.1
3481,20250729,2025-07-29,12,12,Email,45,0.537,69.7
3482,20240111,2024-01-11,513,56,Email,56,-0.146,70.1
3483,20230620,2023-06-20,96,4,Demo,38,0.41,69.2
3484,20240902,2024-09-02,82,42,Call,6,-0.168,62.1
3485,20240912,2024-09-12,112,7,Call,17,0.653,74.5
3486,20250714,2025-07-14,1036,52,Email,49,-0.041,77.1
3487,20220922,2022-09-22,508,60,Call,18,0.49,76.1
3488,20250328,2025-03-28,673,15,Call,45,0.466,70.6
3489,20230601,2023-06-01,1025,40,Email,8,1.463,88.3
3490,20250503,2025-05-03,137,20,Email,18,0.259,76.2
3491,20251025,2025-10-25,344,46,Email,18,-0.851,54.0
3492,20251212,2025-12-12,270,67,Visit,64,-0.751,62.3
3493,20220508,2022-05-08,370,9,Training,11,0.204,74.7
3494,20240417,2024-04-17,35,3,Call,26,0.503,77.9
3495,20210328,2021-03-28,1122,45,Call,55,-0.639,45.4
3496,20210507,2021-05-07,110,85,Email,47,-0.056,71.5
3497,20220111,2022-01-11,470,69,Call,33,-0.617,54.6
3498,20251001,2025-10-01,607,22,Email,21,-0.375,46.6
3499,20220619,2022-06-19,1133,52,Call,25,0.142,68.6
3500,20210609,2021-06-09,1022,63,Call,27,-0.469,57.2
3501,20221203,2022-12-03,314,1,Call,43,-0.149,68.0
3502,20250414,2025-04-14,282,12,Call,57,0.565,62.2
3503,20220811,2022-08-11,173,60,Email,23,-0.881,58.9
3504,20220123,2022-01-23,159,32,Email,64,0.484,76.7
3505,20210810,2021-08-10,1110,5,Email,5,0.343,62.3
3506,20220715,2022-07-15,888,76,Call,55,0.318,48.0
3507,20240115,2024-01-15,98,3,Email,5,0.018,77.1
3508,20250906,2025-09-06,569,10,Email,24,0.038,59.6
3509,20210211,2021-02-11,903,16,Business Review,25,1.129,87.6
3510,20220726,2022-07-26,585,78,Call,57,0.165,73.6
3511,20251115,2025-11-15,164,80,Call,60,-0.078,73.4
3512,20220730,2022-07-30,481,61,Email,66,0.374,65.9
3513,20210421,2021-04-21,540,73,Email,5,-0.256,57.0
3514,20230619,2023-06-19,701,72,Training,55,0.472,78.5
3515,20211012,2021-10-12,951,40,Email,54,-0.06,56.8
3516,20230718,2023-07-18,691,56,Call,89,0.871,88.8
3517,20231023,2023-10-23,219,64,Email,24,-0.836,40.7
3518,20250116,2025-01-16,1020,78,Call,52,0.656,72.4
3519,20250803,2025-08-03,1012,26,Call,52,-0.276,41.9
3520,20250417,2025-04-17,701,24,Call,36,0.264,66.6
3521,20230729,2023-07-29,510,57,Business Review,11,0.464,67.2
3522,20250221,2025-02-21,813,59,Visit,12,1.283,82.8
3523,20230226,2023-02-26,831,2,Email,28,1.042,89.1
3524,20241207,2024-12-07,380,31,Demo,42,0.161,61.6
3525,20250921,2025-09-21,250,68,Email,25,0.546,78.4
3526,20220605,2022-06-05,760,77,Call,68,-0.272,65.3
3527,20230720,2023-07-20,578,8,Call,5,-0.343,65.9
3528,20210809,2021-08-09,245,8,Email,28,-0.026,70.0
3529,20230109,2023-01-09,226,32,Email,6,-0.196,69.7
3530,20220404,2022-04-04,728,18,Call,11,0.592,82.7
3531,20251024,2025-10-24,1043,83,Email,26,0.21,58.1
3532,20211207,2021-12-07,712,48,Training,26,0.114,74.1
3533,20210927,2021-09-27,592,37,Visit,23,0.024,79.3
3534,20221204,2022-12-04,1014,83,Demo,25,0.425,73.1
3535,20210828,2021-08-28,373,53,Email,12,-0.269,56.7
3536,20250529,2025-05-29,456,43,Visit,21,-0.648,58.6
3537,20240608,2024-06-08,779,7,Call,51,0.709,63.2
3538,20221019,2022-10-19,263,76,Email,48,-0.462,50.7
3539,20210926,2021-09-26,569,79,Visit,20,-0.366,64.5
3540,20240909,2024-09-09,1074,24,Call,30,0.557,81.9
3541,20210710,2021-07-10,989,64,Email,43,0.013,67.8
3542,20250221,2025-02-21,39,25,Call,33,0.444,72.9
3543,20250311,2025-03-11,760,64,Call,22,0.611,74.0
3544,20250223,2025-02-23,403,3,Call,34,0.405,77.5
3545,20250822,2025-08-22,9,59,Demo,59,0.49,71.3
3546,20230407,2023-04-07,673,48,Call,24,0.499,79.3
3547,20230612,2023-06-12,558,4,Training,35,-0.653,53.3
3548,20240128,2024-01-28,583,73,Email,48,0.122,71.1
3549,20240212,2024-02-12,712,21,Call,11,-0.202,72.5
3550,20250106,2025-01-06,774,29,Email,32,0.948,76.9
3551,20210111,2021-01-11,218,14,Call,35,1.065,88.7
3552,20240802,2024-08-02,411,4,Demo,35,0.005,63.3
3553,20220316,2022-03-16,65,41,Business Review,34,-0.388,71.7
3554,20250827,2025-08-27,411,33,Visit,24,0.946,74.2
3555,20220525,2022-05-25,474,67,Email,5,1.209,68.7
3556,20220621,2022-06-21,1152,19,Email,16,0.857,77.6
3557,20221111,2022-11-11,132,31,Visit,35,-1.305,35.0
3558,20220207,2022-02-07,7,52,Call,5,-0.251,72.7
3559,20210930,2021-09-30,530,27,Demo,5,0.163,69.9
3560,20250325,2025-03-25,1108,29,Demo,62,-0.921,51.9
3561,20211107,2021-11-07,249,85,Email,43,0.752,75.2
3562,20250619,2025-06-19,860,24,Call,68,-0.679,61.4
3563,20221130,2022-11-30,295,68,Call,36,0.636,76.6
3564,20251007,2025-10-07,1075,28,Demo,28,0.299,60.9
3565,20250511,2025-05-11,474,48,Call,34,-0.101,57.9
3566,20211111,2021-11-11,1063,48,Demo,25,-0.058,57.9
3567,20230119,2023-01-19,551,79,Visit,9,-0.091,49.6
3568,20250704,2025-07-04,778,64,Email,38,-0.968,54.4
3569,20220419,2022-04-19,1026,15,Call,23,1.142,95.8
3570,20230617,2023-06-17,1114,10,Email,31,0.223,67.0
3571,20231119,2023-11-19,925,36,Email,66,0.562,86.5
3572,20210803,2021-08-03,786,51,Email,33,1.176,76.9
3573,20250530,2025-05-30,337,45,Visit,64,-0.173,55.5
3574,20210203,2021-02-03,1148,41,Email,37,0.446,74.0
3575,20230707,2023-07-07,414,54,Call,35,-0.055,58.2
3576,20231202,2023-12-02,1041,23,Call,51,0.399,73.7
3577,20241130,2024-11-30,621,49,Email,36,0.371,83.5
3578,20240704,2024-07-04,47,49,Business Review,32,0.071,59.7
3579,20231018,2023-10-18,643,71,Email,33,0.178,63.1
3580,20210413,2021-04-13,1155,45,Visit,46,-0.291,55.0
3581,20211108,2021-11-08,1063,76,Call,26,0.562,88.9
3582,20251226,2025-12-26,1122,47,Training,52,-0.301,57.7
3583,20210315,2021-03-15,5,46,Call,13,-0.99,47.5
3584,20250921,2025-09-21,521,60,Call,55,-0.468,68.0
3585,20251215,2025-12-15,533,76,Call,30,-0.471,56.8
3586,20221025,2022-10-25,570,83,Call,5,-0.146,56.3
3587,20221117,2022-11-17,558,34,Email,41,0.224,66.8
3588,20240615,2024-06-15,393,50,Email,49,0.628,84.0
3589,20210115,2021-01-15,596,42,Call,43,-0.353,55.2
3590,20251004,2025-10-04,316,81,Email,55,0.323,60.5
3591,20230424,2023-04-24,94,43,Call,10,-0.508,59.9
3592,20250523,2025-05-23,389,61,Email,28,-0.119,69.5
3593,20230222,2023-02-22,379,6,Call,31,-0.96,47.6
3594,20240719,2024-07-19,945,71,Call,28,-0.251,58.7
3595,20240603,2024-06-03,677,39,Email,13,0.881,85.6
3596,20210116,2021-01-16,1152,60,Call,46,0.409,78.9
3597,20240901,2024-09-01,158,11,Email,20,0.194,61.3
3598,20230713,2023-07-13,124,15,Call,17,-1.061,49.9
3599,20250709,2025-07-09,566,76,Email,37,0.209,68.9
3600,20240628,2024-06-28,929,45,Call,59,0.252,67.8
3601,20240730,2024-07-30,250,7,Call,5,0.366,60.0
3602,20231205,2023-12-05,126,65,Training,46,-0.217,67.0
3603,20210520,2021-05-20,1066,83,Call,44,0.142,55.8
3604,20210209,2021-02-09,615,71,Call,54,0.008,75.6
3605,20220215,2022-02-15,35,50,Demo,38,1.69,85.8
3606,20240824,2024-08-24,28,75,Email,20,0.754,75.3
3607,20210814,2021-08-14,1025,35,Email,58,-0.12,70.9
3608,20210213,2021-02-13,1152,1,Demo,5,-1.037,57.5
3609,20210919,2021-09-19,301,43,Call,17,-0.349,63.0
3610,20230608,2023-06-08,705,83,Call,70,-0.028,58.3
3611,20250922,2025-09-22,416,26,Visit,45,0.224,74.6
3612,20210707,2021-07-07,13,3,Email,37,-0.228,54.9
3613,20210203,2021-02-03,1199,34,Call,17,0.483,63.7
3614,20220717,2022-07-17,130,18,Email,56,0.382,75.6
3615,20240328,2024-03-28,882,45,Call,35,0.62,66.2
3616,20250210,2025-02-10,146,68,Email,49,0.193,70.7
3617,20251020,2025-10-20,823,37,Call,32,-0.499,67.3
3618,20240117,2024-01-17,21,16,Visit,5,0.418,62.7
3619,20231214,2023-12-14,939,82,Call,20,-0.482,65.0
3620,20211103,2021-11-03,1007,48,Email,11,0.167,63.9
3621,20211225,2021-12-25,1124,14,Demo,50,-0.27,62.2
3622,20210710,2021-07-10,570,17,Call,38,-0.369,70.2
3623,20251230,2025-12-30,308,64,Demo,44,1.084,69.8
3624,20211030,2021-10-30,252,66,Email,5,0.363,65.3
3625,20230404,2023-04-04,188,19,Call,10,-0.257,61.0
3626,20220222,2022-02-22,411,70,Call,38,-0.559,51.8
3627,20231218,2023-12-18,1014,74,Email,5,-0.21,62.5
3628,20240810,2024-08-10,678,25,Visit,30,0.102,72.6
3629,20220327,2022-03-27,864,49,Email,35,0.585,72.0
3630,20220316,2022-03-16,379,72,Email,19,0.584,82.4
3631,20220811,2022-08-11,1051,66,Visit,74,-0.338,65.1
3632,20210117,2021-01-17,8,12,Business Review,27,0.402,80.0
3633,20220707,2022-07-07,872,76,Visit,20,0.472,63.3
3634,20220827,2022-08-27,1053,55,Call,18,-0.88,36.4
3635,20240328,2024-03-28,593,55,Training,61,0.607,65.0
3636,20250118,2025-01-18,616,35,Demo,17,0.332,76.8
3637,20240517,2024-05-17,426,23,Call,76,-0.314,72.6
3638,20240726,2024-07-26,9,81,Call,32,-0.432,63.2
3639,20230607,2023-06-07,950,27,Email,5,-0.691,47.1
3640,20221125,2022-11-25,523,30,Email,22,0.165,73.7
3641,20230623,2023-06-23,1064,33,Visit,38,0.81,65.9
3642,20240423,2024-04-23,288,71,Email,29,0.128,72.2
3643,20231104,2023-11-04,563,83,Email,19,-0.808,59.6
3644,20221005,2022-10-05,591,22,Call,33,0.41,61.4
3645,20220808,2022-08-08,730,71,Email,45,0.458,79.1
3646,20210530,2021-05-30,186,42,Training,30,1.253,80.8
3647,20231216,2023-12-16,222,23,Email,23,0.635,79.9
3648,20220320,2022-03-20,130,81,Email,31,0.293,67.9
3649,20230701,2023-07-01,930,44,Call,43,0.977,85.6
3650,20240320,2024-03-20,103,41,Training,55,0.536,78.1
3651,20230304,2023-03-04,552,41,Demo,68,-0.508,45.8
3652,20220802,2022-08-02,1011,55,Email,55,0.016,61.9
3653,20210519,2021-05-19,24,25,Email,62,0.495,55.3
3654,20210817,2021-08-17,949,58,Business Review,16,0.217,50.4
3655,20250822,2025-08-22,634,49,Call,19,0.46,73.5
3656,20250419,2025-04-19,979,1,Email,68,0.188,83.9
3657,20220825,2022-08-25,678,18,Email,35,-0.479,54.8
3658,20220918,2022-09-18,712,18,Visit,76,-0.017,79.4
3659,20231124,2023-11-24,118,46,Email,24,1.256,91.8
3660,20250504,2025-05-04,360,58,Email,21,0.572,75.6
3661,20240828,2024-08-28,394,6,Email,26,0.279,59.0
3662,20230721,2023-07-21,511,7,Email,23,-0.997,47.5
3663,20251025,2025-10-25,1110,67,Call,54,0.484,65.9
3664,20211013,2021-10-13,1178,40,Call,35,-0.393,49.8
3665,20240131,2024-01-31,790,3,Email,31,1.223,75.3
3666,20251114,2025-11-14,763,49,Training,65,-0.505,78.4
3667,20230623,2023-06-23,488,36,Email,47,0.224,75.7
3668,20220828,2022-08-28,724,42,Call,12,0.273,59.9
3669,20230716,2023-07-16,14,70,Email,23,0.078,57.3
3670,20211129,2021-11-29,982,46,Call,32,0.031,55.1
3671,20230608,2023-06-08,347,14,Call,42,-0.449,57.1
3672,20210513,2021-05-13,429,26,Call,48,0.45,76.5
3673,20250830,2025-08-30,759,79,Call,32,0.973,86.1
3674,20210217,2021-02-17,1115,22,Email,56,0.137,57.0
3675,20250508,2025-05-08,935,58,Email,17,-0.301,48.0
3676,20250508,2025-05-08,236,39,Call,54,-0.319,53.7
3677,20220709,2022-07-09,541,83,Email,9,0.195,55.0
3678,20210216,2021-02-16,532,38,Call,41,-0.115,71.0
3679,20220303,2022-03-03,812,55,Visit,20,-0.447,57.6
3680,20250625,2025-06-25,185,57,Visit,29,0.066,74.4
3681,20221230,2022-12-30,773,73,Email,37,-0.296,68.2
3682,20250728,2025-07-28,532,73,Business Review,5,-0.534,63.5
3683,20220818,2022-08-18,1028,46,Demo,34,0.978,67.9
3684,20230804,2023-08-04,17,75,Email,53,-0.058,68.7
3685,20230711,2023-07-11,678,71,Business Review,57,0.766,78.2
3686,20231016,2023-10-16,496,38,Call,33,0.572,69.1
3687,20211129,2021-11-29,686,45,Call,55,0.107,81.3
3688,20211023,2021-10-23,959,76,Email,48,0.969,83.0
3689,20240828,2024-08-28,164,19,Email,10,0.679,87.8
3690,20250123,2025-01-23,1059,68,Training,37,-0.056,76.2
3691,20211106,2021-11-06,570,67,Email,63,0.604,66.6
3692,20220628,2022-06-28,926,84,Visit,48,1.349,93.9
3693,20220614,2022-06-14,1198,16,Call,13,-0.857,64.1
3694,20230206,2023-02-06,1106,49,Call,14,0.167,73.2
3695,20230809,2023-08-09,981,59,Call,76,-0.686,61.9
3696,20210603,2021-06-03,139,78,Call,31,-0.158,60.5
3697,20210815,2021-08-15,591,78,Visit,73,0.089,63.3
3698,20250317,2025-03-17,962,62,Call,55,0.109,80.1
3699,20230321,2023-03-21,345,46,Visit,7,0.043,61.9
3700,20220506,2022-05-06,664,26,Visit,28,0.339,66.5
3701,20251114,2025-11-14,678,8,Business Review,26,0.857,71.2
3702,20220408,2022-04-08,212,60,Call,57,-0.242,72.1
3703,20220328,2022-03-28,121,20,Call,41,-0.905,48.2
3704,20231224,2023-12-24,534,31,Call,24,0.257,58.9
3705,20211125,2021-11-25,497,46,Training,21,0.206,61.2
3706,20220120,2022-01-20,326,1,Email,38,-0.558,72.1
3707,20250205,2025-02-05,35,28,Email,45,-0.668,57.5
3708,20240929,2024-09-29,1155,69,Email,77,1.752,87.7
3709,20240320,2024-03-20,310,12,Email,12,0.09,74.0
3710,20240827,2024-08-27,294,42,Email,35,-0.523,66.8
3711,20250603,2025-06-03,715,85,Call,44,0.254,78.9
3712,20210831,2021-08-31,202,38,Demo,50,-0.327,65.2
3713,20240321,2024-03-21,1080,56,Demo,18,-0.462,53.2
3714,20240917,2024-09-17,46,54,Call,66,0.568,65.4
3715,20240302,2024-03-02,976,6,Call,15,0.891,77.5
3716,20220821,2022-08-21,208,63,Call,22,1.201,76.7
3717,20250223,2025-02-23,1133,21,Email,38,0.01,79.3
3718,20211211,2021-12-11,186,51,Visit,27,0.267,62.4
3719,20240217,2024-02-17,1028,29,Visit,37,0.008,62.2
3720,20220416,2022-04-16,425,61,Call,46,0.715,90.7
3721,20240318,2024-03-18,317,36,Call,40,-0.694,57.8
3722,20240608,2024-06-08,308,76,Visit,16,0.259,72.2
3723,20251116,2025-11-16,250,75,Demo,37,0.404,61.2
3724,20251013,2025-10-13,482,70,Email,53,-0.166,66.5
3725,20231104,2023-11-04,115,73,Email,61,-0.478,47.6
3726,20220520,2022-05-20,510,50,Email,7,-0.388,63.4
3727,20220928,2022-09-28,353,80,Demo,29,-0.213,70.8
3728,20231226,2023-12-26,123,73,Visit,31,0.011,79.8
3729,20240324,2024-03-24,928,72,Demo,36,0.432,71.6
3730,20210630,2021-06-30,496,75,Call,81,-0.474,68.0
3731,20231125,2023-11-25,969,38,Business Review,72,-0.325,59.8
3732,20251228,2025-12-28,1093,8,Business Review,26,0.665,81.5
3733,20240125,2024-01-25,425,4,Visit,12,-0.354,61.7
3734,20220228,2022-02-28,70,78,Call,16,0.586,68.3
3735,20210526,2021-05-26,975,17,Call,56,-0.862,48.1
3736,20211027,2021-10-27,717,66,Email,75,0.286,72.5
3737,20220629,2022-06-29,275,33,Email,20,0.041,53.6
3738,20250318,2025-03-18,752,44,Visit,44,-0.197,66.0
3739,20220227,2022-02-27,354,70,Email,40,0.259,61.3
3740,20230702,2023-07-02,1057,77,Demo,67,0.419,79.6
3741,20220308,2022-03-08,760,80,Email,25,-0.067,69.5
3742,20250119,2025-01-19,403,82,Call,41,-0.376,71.4
3743,20241222,2024-12-22,18,83,Email,51,0.259,81.9
3744,20251204,2025-12-04,415,55,Demo,47,-1.174,46.7
3745,20220323,2022-03-23,678,23,Email,36,-0.224,55.1
3746,20240413,2024-04-13,772,63,Email,50,-0.291,64.1
3747,20230916,2023-09-16,235,81,Call,24,0.235,70.6
3748,20220915,2022-09-15,689,29,Business Review,5,-0.523,63.5
3749,20250307,2025-03-07,755,12,Call,46,0.681,69.5
3750,20220101,2022-01-01,22,79,Email,28,0.188,70.2
3751,20251016,2025-10-16,246,39,Business Review,35,0.553,71.1
3752,20250718,2025-07-18,446,33,Email,33,0.097,52.0
3753,20240929,2024-09-29,592,65,Email,53,0.307,57.8
3754,20240102,2024-01-02,1050,14,Call,17,-0.613,64.4
3755,20230815,2023-08-15,782,42,Email,12,1.524,87.7
3756,20221004,2022-10-04,1147,77,Email,39,-0.819,44.2
3757,20221116,2022-11-16,1183,12,Email,89,0.497,59.6
3758,20251125,2025-11-25,843,36,Business Review,62,0.259,76.9
