inventory_id,year_month,product_id,region_id,opening_stock_units,production_units,ending_stock_units,stockout_flag,inventory_value_eur
9981,2021-10,1109,6,60,68,80,False,51128.33
9982,2021-10,1109,8,7,8,8,False,3681.51
9983,2021-10,1110,1,108,79,119,False,25002.2
9984,2021-10,1110,3,13,13,16,False,2711.56
9985,2021-10,1110,4,40,23,36,False,14326.76
9986,2021-10,1110,5,141,147,160,False,10937.97
9987,2021-10,1110,6,78,117,83,False,44310.46
9988,2021-10,1110,8,56,103,87,False,41518.56
9989,2021-10,1110,10,5,9,6,False,909.0
9990,2021-10,1111,1,6,8,8,False,3803.39
9991,2021-10,1111,3,55,37,56,False,24862.3
9992,2021-10,1111,4,28,30,27,False,14942.48
9993,2021-10,1111,5,55,37,49,False,20478.35
9994,2021-10,1111,6,661,1127,696,False,239358.77
9995,2021-10,1111,8,153,90,153,False,45262.33
9996,2021-10,1111,9,15,13,13,False,5089.83
9997,2021-10,1112,1,83,90,96,False,54664.59
9998,2021-10,1112,2,4,2,3,False,1304.49
9999,2021-10,1112,3,121,140,149,False,36986.73
10000,2021-10,1112,4,347,262,375,False,89200.51
10001,2021-10,1112,5,45,51,48,False,29860.29
10002,2021-10,1112,6,57,54,64,False,32682.18
10003,2021-10,1112,8,22,30,28,False,14077.33
10004,2021-10,1113,1,43,66,46,False,3296.98
10005,2021-10,1113,2,163,115,167,False,81973.54
10006,2021-10,1113,3,13,18,14,False,4771.87
10007,2021-10,1113,5,307,141,272,False,83055.63
10008,2021-10,1113,6,58,41,60,False,28743.94
10009,2021-10,1113,7,26,26,27,False,15587.08
10010,2021-10,1113,9,161,172,201,False,105116.55
10011,2021-10,1114,1,161,242,141,False,40109.08
10012,2021-10,1114,2,17,10,13,False,6314.04
10013,2021-10,1114,3,140,239,156,False,18035.15
10014,2021-10,1114,5,35,17,29,False,8431.69
10015,2021-10,1114,6,11,19,13,False,1214.75
10016,2021-10,1114,7,140,100,157,False,100414.59
10017,2021-10,1114,8,19,10,18,False,9793.78
10018,2021-10,1114,9,52,58,43,False,17940.47
10019,2021-10,1115,1,433,450,476,False,228497.74
10020,2021-10,1115,3,57,69,74,False,46396.76
10021,2021-10,1115,4,50,91,60,False,22899.26
10022,2021-10,1115,5,156,126,116,False,66410.15
10023,2021-10,1115,6,35,17,31,False,9386.07
10024,2021-10,1115,9,95,126,134,False,29271.58
10025,2021-10,1115,10,3,4,3,False,355.46
10026,2021-10,1116,1,304,161,259,False,84255.13
10027,2021-10,1116,2,75,51,84,False,9340.11
10028,2021-10,1116,4,147,74,134,False,22658.78
10029,2021-10,1116,5,29,31,26,False,7762.48
10030,2021-10,1116,9,28,57,39,False,15163.4
10031,2021-10,1116,10,67,50,77,False,19033.88
10032,2021-10,1117,1,146,115,176,False,10466.39
10033,2021-10,1117,3,223,278,304,False,157785.02
10034,2021-10,1117,4,72,78,84,False,28307.94
10035,2021-10,1117,5,60,80,53,False,33308.93
10036,2021-10,1117,6,104,107,136,False,79876.47
10037,2021-10,1117,7,71,46,67,False,3699.99
10038,2021-10,1117,8,68,95,72,False,10844.57
10039,2021-10,1117,9,16,15,13,False,3158.48
10040,2021-10,1117,10,32,24,33,False,4508.73
10041,2021-10,1118,1,18,17,19,False,9679.51
10042,2021-10,1118,2,91,153,137,False,14977.82
10043,2021-10,1118,3,51,56,62,False,38812.72
10044,2021-10,1118,4,246,105,211,False,83946.5
10045,2021-10,1118,5,17,25,19,False,1240.19
10046,2021-10,1118,6,43,89,69,False,43022.66
10047,2021-10,1118,7,22,45,31,False,6617.64
10048,2021-10,1118,8,26,27,19,False,5748.53
10049,2021-10,1118,9,104,58,95,False,39928.1
10050,2021-10,1119,1,150,145,147,False,28648.57
10051,2021-10,1119,2,61,95,62,False,3650.87
10052,2021-10,1119,3,63,77,83,False,23999.31
10053,2021-10,1119,4,49,50,56,False,13192.13
10054,2021-10,1119,6,83,101,114,False,7300.46
10055,2021-10,1119,8,61,43,48,False,3287.06
10056,2021-10,1119,9,102,163,117,False,43365.94
10057,2021-10,1120,1,99,105,90,False,6946.95
10058,2021-10,1120,3,66,51,56,False,26394.89
10059,2021-10,1120,5,145,171,193,False,103011.05
10060,2021-10,1120,6,27,15,25,False,15917.5
10061,2021-10,1120,7,39,78,59,False,32614.36
10062,2021-10,1120,8,2,4,3,False,394.9
10063,2021-10,1121,1,120,180,174,False,112871.68
10064,2021-10,1121,2,40,85,61,False,29480.44
10065,2021-10,1121,4,79,133,99,False,57546.02
10066,2021-10,1121,5,13,6,11,False,2691.98
10067,2021-10,1121,6,56,41,62,False,35002.08
10068,2021-10,1121,7,60,68,60,False,18886.94
10069,2021-10,1121,8,58,81,70,False,3097.61
10070,2021-10,1122,1,214,137,213,False,106983.4
10071,2021-10,1122,2,88,72,104,False,58429.35
10072,2021-10,1122,3,13,21,19,False,5670.87
10073,2021-10,1122,4,25,24,21,False,11724.6
10074,2021-10,1122,5,4,8,5,False,3122.35
10075,2021-10,1122,6,41,72,59,False,23145.33
10076,2021-10,1122,7,82,93,98,False,52270.98
10077,2021-10,1122,10,91,96,110,False,39160.75
10078,2021-10,1123,1,124,101,150,False,20089.85
10079,2021-10,1123,2,4,5,4,False,2502.42
10080,2021-10,1123,3,18,20,16,False,2430.43
10081,2021-10,1123,4,28,40,26,False,6668.0
10082,2021-10,1123,5,12,12,8,False,1958.79
10083,2021-10,1123,6,147,128,174,False,99045.8
10084,2021-10,1123,9,24,18,25,False,2747.3
10085,2021-10,1123,10,188,151,223,False,91366.01
10086,2021-10,1124,1,94,65,101,False,18903.88
10087,2021-10,1124,2,91,65,100,False,27963.36
10088,2021-10,1124,4,39,23,38,False,7638.13
10089,2021-10,1124,5,22,36,29,False,2343.44
10090,2021-10,1124,6,50,40,51,False,18539.38
10091,2021-10,1124,7,197,188,218,False,8244.44
10092,2021-10,1124,9,709,514,790,False,240862.35
10093,2021-10,1125,1,157,77,138,False,63722.58
10094,2021-10,1125,2,297,214,284,False,91774.23
10095,2021-10,1125,3,93,106,121,False,68133.65
10096,2021-10,1125,4,42,55,40,False,23065.2
10097,2021-10,1125,5,6,8,8,False,1008.74
10098,2021-10,1125,6,60,87,53,False,28779.35
10099,2021-10,1125,10,144,113,146,False,5538.98
10100,2021-10,1126,1,48,32,41,False,16553.69
10101,2021-10,1126,2,42,41,29,False,2093.68
10102,2021-10,1126,3,79,101,101,False,19684.28
10103,2021-10,1126,5,82,110,91,False,27383.58
10104,2021-10,1126,6,55,48,61,False,4342.6
10105,2021-10,1126,8,38,41,35,False,13108.53
10106,2021-10,1127,1,110,77,90,False,15298.37
10107,2021-10,1127,3,119,93,137,False,13669.92
10108,2021-10,1127,5,25,42,35,False,12261.25
10109,2021-10,1127,6,118,94,129,False,59141.58
10110,2021-10,1127,7,64,31,53,False,12511.66
10111,2021-10,1127,9,53,43,57,False,21326.08
10112,2021-10,1128,1,18,17,22,False,5914.62
10113,2021-10,1128,2,251,250,306,False,86750.14
10114,2021-10,1128,3,109,160,135,False,58784.2
10115,2021-10,1128,4,106,74,110,False,65816.53
10116,2021-10,1128,5,59,120,85,False,21734.34
10117,2021-10,1128,6,46,41,44,False,8887.03
10118,2021-10,1128,7,12,23,17,False,1941.58
10119,2021-10,1128,8,92,84,85,False,8128.84
10120,2021-10,1128,9,35,77,56,False,4951.23
10121,2021-10,1129,1,77,105,106,False,63949.27
10122,2021-10,1129,4,49,32,46,False,13026.8
10123,2021-10,1129,5,68,54,50,False,29926.98
10124,2021-10,1129,6,83,84,74,False,17254.26
10125,2021-10,1129,8,55,42,62,False,22142.21
10126,2021-10,1129,9,7,13,8,False,5016.48
10127,2021-10,1130,1,204,124,208,False,11134.92
10128,2021-10,1130,2,56,94,80,False,14374.08
10129,2021-10,1130,4,11,13,12,False,5389.52
10130,2021-10,1130,6,374,252,416,False,108950.01
10131,2021-10,1130,7,43,27,40,False,16799.66
10132,2021-10,1131,1,126,182,152,False,40030.64
10133,2021-10,1131,2,66,69,81,False,20043.1
10134,2021-10,1131,3,80,78,101,False,26759.96
10135,2021-10,1131,4,13,19,13,False,4322.64
10136,2021-10,1131,5,281,155,253,False,30032.83
10137,2021-10,1131,6,152,143,180,False,43828.09
10138,2021-10,1131,7,9,6,9,False,1227.26
10139,2021-10,1131,8,24,27,21,False,3654.71
10140,2021-10,1132,1,38,58,42,False,22764.83
10141,2021-10,1132,2,13,9,11,False,4487.37
10142,2021-10,1132,3,10,10,12,False,6282.67
10143,2021-10,1132,6,62,49,73,False,14462.27
10144,2021-10,1133,1,211,235,226,False,29394.92
10145,2021-10,1133,2,219,201,256,False,117265.62
10146,2021-10,1133,3,27,39,30,False,4814.48
10147,2021-10,1133,4,45,63,37,False,11624.36
10148,2021-10,1133,5,1,1,1,False,526.91
10149,2021-10,1133,7,40,50,52,False,12338.99
10150,2021-10,1133,8,224,131,213,False,26885.72
10151,2021-10,1133,9,111,130,142,False,5515.31
10152,2021-10,1134,1,176,100,177,False,100680.6
10153,2021-10,1134,3,47,55,59,False,12573.78
10154,2021-10,1134,4,60,54,73,False,21684.11
10155,2021-10,1134,5,241,195,283,False,183138.59
10156,2021-10,1134,6,10,7,7,False,1562.28
10157,2021-10,1134,7,10,9,9,False,3303.43
10158,2021-10,1134,8,119,86,138,False,37275.1
10159,2021-10,1135,1,233,110,207,False,33665.88
10160,2021-10,1135,2,24,13,22,False,11948.84
10161,2021-10,1135,3,102,77,108,False,66618.5
10162,2021-10,1135,4,146,157,131,False,33233.81
10163,2021-10,1135,5,108,164,156,False,59678.36
10164,2021-10,1135,6,139,102,130,False,37606.76
10165,2021-10,1135,10,130,87,127,False,49978.4
10166,2021-10,1136,1,56,109,87,False,40631.76
10167,2021-10,1136,2,28,29,31,False,3821.88
10168,2021-10,1136,5,1,2,1,False,575.85
10169,2021-10,1136,6,31,22,25,False,8133.76
10170,2021-10,1136,7,51,42,64,False,8046.76
10171,2021-10,1136,8,27,21,32,False,19972.1
10172,2021-10,1136,9,137,117,161,False,39171.89
10173,2021-10,1137,2,87,73,107,False,21834.0
10174,2021-10,1137,3,24,22,26,False,9299.38
10175,2021-10,1137,5,3,3,3,False,271.03
10176,2021-10,1137,6,341,450,474,False,25356.93
10177,2021-10,1137,8,36,74,57,False,5702.27
10178,2021-10,1138,3,20,10,18,False,7310.38
10179,2021-10,1138,4,6,5,4,False,455.65
10180,2021-10,1138,5,237,121,219,False,111187.97
10181,2021-10,1138,6,140,146,174,False,65285.24
10182,2021-10,1138,7,847,753,844,False,466362.99
10183,2021-10,1138,8,48,46,45,False,27206.02
10184,2021-10,1138,9,35,42,44,False,4183.98
10185,2021-10,1139,1,108,123,96,False,47280.11
10186,2021-10,1139,2,42,35,52,False,29108.3
10187,2021-10,1139,3,104,71,117,False,26271.49
10188,2021-10,1139,4,10,8,11,False,855.96
10189,2021-10,1139,5,19,32,21,False,11930.07
10190,2021-10,1139,6,15,10,16,False,9643.69
10191,2021-10,1139,8,81,47,67,False,31935.57
10192,2021-10,1139,9,14,14,11,False,1061.02
10193,2021-10,1139,10,41,47,41,False,14007.29
10194,2021-10,1140,1,11,8,10,False,5954.16
10195,2021-10,1140,2,4,4,4,False,1498.87
10196,2021-10,1140,3,2,2,1,False,193.31
10197,2021-10,1140,7,18,10,16,False,4618.35
10198,2021-10,1140,8,85,88,62,False,19233.72
10199,2021-10,1141,1,74,61,89,False,34322.1
10200,2021-10,1141,2,101,116,112,False,66805.06
10201,2021-10,1141,3,8,12,11,False,2769.71
10202,2021-10,1141,4,34,34,36,False,8132.02
10203,2021-10,1141,6,33,48,31,False,16110.08
10204,2021-10,1142,1,58,39,62,False,9858.04
10205,2021-10,1142,4,75,38,63,False,33210.75
10206,2021-10,1142,8,68,49,79,False,50008.95
10207,2021-10,1143,10,37,42,27,False,12836.47
10208,2021-10,1144,1,7,12,7,False,2990.51
10209,2021-10,1144,3,5,7,4,False,1128.34
10210,2021-10,1144,4,118,61,112,False,63385.06
10211,2021-10,1144,5,67,46,74,False,14050.53
10212,2021-10,1144,6,52,51,40,False,18342.1
10213,2021-10,1145,6,47,36,42,False,21801.0
10214,2021-10,1145,9,41,61,49,False,8774.41
10215,2021-10,1146,1,211,376,258,False,52442.14
10216,2021-10,1146,3,15,9,14,False,2060.88
10217,2021-10,1146,6,62,96,65,False,5821.15
10218,2021-10,1147,4,8,6,9,False,4417.91
10219,2021-10,1147,6,23,19,24,False,11931.96
10220,2021-10,1147,8,34,24,30,False,17923.82
10221,2021-10,1147,10,28,52,38,False,22917.88
10222,2021-10,1148,1,116,75,106,False,40941.44
10223,2021-10,1148,4,42,28,41,False,25513.08
10224,2021-10,1148,6,372,257,415,False,137784.11
10225,2021-10,1148,8,115,63,103,False,17980.56
10226,2021-10,1148,9,1,1,1,False,73.93
10227,2021-10,1149,2,32,28,38,False,8794.22
10228,2021-10,1149,3,39,29,45,False,26369.02
10229,2021-10,1149,6,81,48,66,False,4345.66
10230,2021-10,1149,7,18,19,23,False,13109.11
10231,2021-10,1150,2,43,39,52,False,2839.37
10232,2021-10,1150,3,3,6,3,False,1082.69
10233,2021-10,1150,4,41,70,42,False,26383.35
10234,2021-10,1150,5,18,14,17,False,4540.1
10235,2021-10,1150,6,170,176,158,False,67498.88
10236,2021-10,1150,8,28,33,34,False,12389.9
10237,2021-10,1151,3,88,76,80,False,11215.62
10238,2021-10,1151,7,111,82,114,False,37179.09
10239,2021-10,1151,8,598,356,591,False,350339.32
10240,2021-10,1152,4,90,73,89,False,38368.19
10241,2021-10,1152,6,62,49,52,False,31861.01
10242,2021-10,1153,1,49,67,66,False,26748.22
10243,2021-10,1153,2,54,51,65,False,23171.17
10244,2021-10,1153,3,37,26,34,False,4273.61
10245,2021-10,1153,5,3,1,2,False,1004.3
10246,2021-10,1153,6,26,24,27,False,8474.45
10247,2021-10,1153,8,22,21,21,False,13441.91
10248,2021-10,1153,9,48,45,43,False,16645.86
10249,2021-10,1154,1,25,17,27,False,12312.9
10250,2021-10,1154,3,3,4,4,False,1638.46
10251,2021-10,1154,5,61,68,71,False,17389.19
10252,2021-10,1154,6,122,84,128,False,34920.68
10253,2021-10,1154,8,21,24,21,False,11858.92
10254,2021-10,1155,2,50,43,45,False,13975.29
10255,2021-10,1155,6,150,67,127,False,13523.53
10256,2021-10,1155,7,92,81,111,False,38156.85
10257,2021-10,1155,8,91,76,94,False,12485.68
10258,2021-10,1155,9,104,69,102,False,8673.16
10259,2021-10,1155,10,14,16,13,False,6989.22
10260,2021-10,1156,4,15,17,10,False,2624.86
10261,2021-10,1157,1,97,63,102,False,8447.9
10262,2021-10,1157,2,105,78,117,False,69762.08
10263,2021-10,1157,3,232,174,275,False,76989.96
10264,2021-10,1157,6,15,19,18,False,9887.05
10265,2021-10,1157,8,11,12,13,False,6388.44
10266,2021-10,1157,9,482,368,538,False,32159.87
10267,2021-10,1158,1,29,17,27,False,8655.76
10268,2021-10,1158,3,7,4,6,False,773.3
10269,2021-10,1158,6,56,52,42,False,4322.79
10270,2021-10,1158,7,11,12,13,False,1698.96
10271,2021-10,1158,9,16,9,14,False,7711.9
10272,2021-10,1158,10,98,66,97,False,7754.52
10273,2021-10,1159,1,79,88,104,False,10714.85
10274,2021-10,1159,4,58,57,69,False,32220.7
10275,2021-10,1159,6,62,82,74,False,46264.65
10276,2021-10,1159,9,21,23,23,False,10618.17
10277,2021-10,1159,10,6,8,4,False,1295.47
10278,2021-10,1160,1,1,0,0,True,0.0
10279,2021-10,1160,3,122,109,117,False,68279.68
10280,2021-10,1160,4,29,31,38,False,21099.76
10281,2021-10,1160,6,12,10,9,False,1194.73
10282,2021-10,1160,8,7,12,8,False,3632.82
10283,2021-10,1161,1,130,64,113,False,60882.47
10284,2021-10,1161,3,212,166,209,False,51137.89
10285,2021-10,1161,4,107,118,137,False,20188.82
10286,2021-10,1161,5,131,91,110,False,40017.62
10287,2021-10,1161,8,2,2,1,False,240.31
10288,2021-10,1162,1,34,34,38,False,6625.39
10289,2021-10,1162,3,46,83,69,False,38771.6
10290,2021-10,1162,5,21,14,23,False,11986.73
10291,2021-10,1162,6,34,24,38,False,5966.62
10292,2021-10,1162,7,56,58,68,False,37418.17
10293,2021-10,1162,8,99,135,133,False,9814.41
10294,2021-10,1162,9,48,49,52,False,27525.12
10295,2021-10,1163,6,57,67,63,False,28251.15
10296,2021-10,1163,7,14,9,11,False,5110.01
10297,2021-10,1163,8,66,62,51,False,6063.48
10298,2021-10,1164,1,150,162,188,False,91500.49
10299,2021-10,1164,2,200,128,215,False,120617.49
10300,2021-10,1164,3,30,30,36,False,4026.92
10301,2021-10,1164,4,319,211,332,False,16154.74
10302,2021-10,1164,5,66,41,65,False,17230.45
10303,2021-10,1164,6,122,83,126,False,8799.06
10304,2021-10,1164,8,32,23,34,False,3876.28
10305,2021-10,1164,9,16,19,19,False,4197.56
10306,2021-10,1165,1,146,135,150,False,41375.32
10307,2021-10,1165,2,4,6,5,False,636.04
10308,2021-10,1165,3,23,26,24,False,10345.35
10309,2021-10,1165,5,106,73,92,False,39792.61
10310,2021-10,1165,6,16,16,13,False,4360.63
10311,2021-10,1165,8,101,83,121,False,24015.09
10312,2021-10,1166,1,76,83,71,False,19886.05
10313,2021-10,1166,2,134,79,122,False,53473.59
10314,2021-10,1166,3,71,56,57,False,28064.93
10315,2021-10,1166,5,24,38,31,False,16006.15
10316,2021-10,1166,6,68,57,69,False,30296.38
10317,2021-10,1166,8,89,89,110,False,15193.13
10318,2021-10,1167,1,133,75,128,False,55713.02
10319,2021-10,1167,2,28,23,34,False,4752.93
10320,2021-10,1167,3,66,93,84,False,15620.84
10321,2021-10,1167,5,159,114,183,False,75360.47
10322,2021-10,1167,7,64,82,70,False,12333.37
10323,2021-10,1167,9,147,121,181,False,42067.36
10324,2021-10,1167,10,12,13,14,False,8833.99
10325,2021-10,1168,1,48,25,45,False,4441.79
10326,2021-10,1168,2,94,117,125,False,30860.21
10327,2021-10,1168,3,10,8,10,False,953.82
10328,2021-10,1168,5,284,135,243,False,92603.69
10329,2021-10,1168,6,224,132,202,False,128659.12
10330,2021-10,1168,7,58,35,56,False,3578.93
10331,2021-10,1168,8,6,9,8,False,3853.82
10332,2021-10,1168,9,63,57,78,False,49266.82
10333,2021-10,1169,1,199,180,207,False,89394.94
10334,2021-10,1169,2,5,7,7,False,2219.24
10335,2021-10,1169,3,32,22,33,False,12119.87
10336,2021-10,1169,4,32,34,41,False,24782.76
10337,2021-10,1169,5,24,39,34,False,18357.4
10338,2021-10,1169,6,57,45,67,False,42147.46
10339,2021-10,1169,8,25,18,28,False,9323.17
10340,2021-10,1169,9,69,44,66,False,5129.28
10341,2021-10,1169,10,58,98,64,False,41286.59
10342,2021-10,1170,1,127,122,144,False,80375.37
10343,2021-10,1170,2,9,6,7,False,993.26
10344,2021-10,1170,3,58,36,50,False,3789.34
10345,2021-10,1170,4,131,92,129,False,13659.65
10346,2021-10,1170,5,92,63,103,False,20792.65
10347,2021-10,1170,6,164,142,186,False,76726.62
10348,2021-10,1170,7,136,98,140,False,31820.07
10349,2021-10,1170,9,165,138,203,False,65472.66
10350,2021-10,1171,1,111,109,133,False,9411.11
10351,2021-10,1171,2,29,19,28,False,2845.58
10352,2021-10,1171,4,57,92,69,False,24080.33
10353,2021-10,1171,7,17,16,11,False,3131.89
10354,2021-10,1171,8,23,19,23,False,3296.69
10355,2021-10,1171,9,52,29,49,False,29622.61
10356,2021-10,1171,10,146,128,147,False,9831.06
10357,2021-10,1172,1,10,9,11,False,2254.47
10358,2021-10,1172,2,161,125,149,False,95131.46
10359,2021-10,1172,4,8,7,9,False,5538.71
10360,2021-10,1172,6,253,273,323,False,13757.55
10361,2021-10,1172,10,68,73,45,False,23618.93
10362,2021-10,1173,1,72,62,73,False,46550.97
10363,2021-10,1173,2,61,36,62,False,39521.86
10364,2021-10,1173,6,54,50,53,False,26247.09
10365,2021-10,1173,7,34,46,43,False,10796.12
10366,2021-10,1173,8,50,51,61,False,18861.3
10367,2021-10,1173,9,37,40,43,False,19650.7
10368,2021-10,1174,1,136,90,142,False,58024.33
10369,2021-10,1174,3,68,64,80,False,15847.9
10370,2021-10,1174,4,171,128,171,False,71289.16
10371,2021-10,1174,5,163,87,149,False,80996.36
10372,2021-10,1174,6,61,39,58,False,8366.12
10373,2021-10,1174,9,24,15,23,False,12306.73
10374,2021-10,1175,1,193,205,236,False,130933.74
10375,2021-10,1175,2,38,61,51,False,24824.61
10376,2021-10,1175,3,43,42,53,False,16689.32
10377,2021-10,1175,4,20,19,24,False,11182.25
10378,2021-10,1175,6,97,79,106,False,21148.43
10379,2021-10,1175,7,38,45,35,False,7784.74
10380,2021-10,1175,8,28,30,35,False,21680.44
10381,2021-10,1175,9,61,63,77,False,16587.1
10382,2021-10,1176,1,9,6,9,False,349.53
10383,2021-10,1176,2,43,65,51,False,18176.1
10384,2021-10,1176,3,81,108,108,False,64953.57
10385,2021-10,1176,4,12,11,8,False,2855.87
10386,2021-10,1176,5,8,4,7,False,3852.19
10387,2021-10,1176,6,37,47,30,False,8408.49
10388,2021-10,1176,7,19,32,20,False,5333.61
10389,2021-10,1176,9,18,13,15,False,2342.25
10390,2021-10,1177,1,68,61,51,False,15630.76
10391,2021-10,1177,3,210,140,217,False,74765.5
10392,2021-10,1177,4,9,10,12,False,1246.14
10393,2021-10,1177,6,215,203,277,False,101820.87
10394,2021-10,1177,7,37,33,47,False,27742.76
10395,2021-10,1177,8,13,17,17,False,11032.71
10396,2021-10,1177,9,3,5,3,False,1517.48
10397,2021-10,1177,10,27,28,27,False,5027.68
10398,2021-10,1178,1,109,91,113,False,31284.76
10399,2021-10,1178,2,67,41,62,False,29332.01
10400,2021-10,1178,3,126,83,122,False,46712.82
10401,2021-10,1178,5,58,82,72,False,39209.88
10402,2021-10,1179,1,141,112,171,False,14015.97
10403,2021-10,1179,2,168,141,203,False,62919.59
10404,2021-10,1179,5,60,72,78,False,42888.91
10405,2021-10,1179,6,238,125,213,False,22685.87
10406,2021-10,1179,7,64,44,60,False,31236.83
10407,2021-10,1179,9,23,29,20,False,4354.53
10408,2021-10,1179,10,6,8,7,False,873.55
10409,2021-10,1180,1,64,35,59,False,22191.02
10410,2021-10,1180,2,27,19,20,False,11324.56
10411,2021-10,1180,3,56,87,82,False,21002.54
10412,2021-10,1180,4,130,145,135,False,49978.12
10413,2021-10,1180,5,28,13,24,False,6736.51
10414,2021-10,1180,6,45,78,62,False,11011.48
10415,2021-10,1180,7,14,10,14,False,8687.61
10416,2021-10,1180,9,62,35,59,False,25121.94
10417,2021-10,1180,10,28,25,29,False,4625.5
10418,2021-10,1181,1,321,230,353,False,181742.93
10419,2021-10,1181,2,108,74,100,False,63403.81
10420,2021-10,1181,3,75,90,100,False,60680.06
10421,2021-10,1181,4,48,60,50,False,3976.79
10422,2021-10,1181,5,122,79,110,False,38489.27
10423,2021-10,1181,6,125,113,102,False,65595.68
10424,2021-10,1181,7,128,115,114,False,42316.1
10425,2021-10,1181,8,4,5,3,False,380.6
10426,2021-10,1181,10,288,234,354,False,180100.22
10427,2021-10,1182,2,17,17,19,False,6257.72
10428,2021-10,1182,3,48,37,43,False,17318.47
10429,2021-10,1182,5,51,57,57,False,9367.81
10430,2021-10,1182,8,41,31,42,False,23131.43
10431,2021-10,1183,1,317,244,380,False,81846.21
10432,2021-10,1183,2,22,13,19,False,4408.43
10433,2021-10,1183,3,56,50,45,False,3258.32
10434,2021-10,1183,5,165,143,207,False,80527.41
10435,2021-10,1183,6,13,7,11,False,1587.07
10436,2021-10,1183,8,30,26,23,False,14721.96
10437,2021-10,1184,1,100,141,86,False,33870.54
10438,2021-10,1184,2,19,22,24,False,15240.12
10439,2021-10,1184,4,28,22,33,False,14362.58
10440,2021-10,1184,5,170,149,198,False,74486.9
10441,2021-10,1184,6,92,55,89,False,23532.98
10442,2021-10,1184,8,51,61,50,False,32109.08
10443,2021-10,1184,10,26,17,26,False,2374.0
10444,2021-10,1185,1,274,198,307,False,141667.63
10445,2021-10,1185,2,18,11,17,False,6157.54
10446,2021-10,1185,3,43,51,53,False,23516.91
10447,2021-10,1185,6,165,192,220,False,110859.73
10448,2021-10,1185,7,95,66,82,False,23730.46
10449,2021-10,1185,10,134,186,139,False,14765.84
10450,2021-10,1186,1,28,47,29,False,18533.69
10451,2021-10,1186,2,2,2,1,False,153.8
10452,2021-10,1186,4,87,66,104,False,47683.92
10453,2021-10,1186,5,28,36,22,False,11403.65
10454,2021-10,1186,6,92,114,63,False,4348.21
10455,2021-10,1186,7,47,29,37,False,13724.79
10456,2021-10,1186,8,27,39,29,False,4991.94
10457,2021-10,1187,1,42,30,45,False,20329.75
10458,2021-10,1187,4,42,55,53,False,10212.3
10459,2021-10,1187,5,55,59,44,False,3159.24
10460,2021-10,1187,6,21,31,24,False,4542.41
10461,2021-10,1187,9,21,10,19,False,7352.79
10462,2021-10,1188,1,57,50,45,False,26752.92
10463,2021-10,1188,3,143,68,129,False,53091.42
10464,2021-10,1188,6,59,58,74,False,47681.63
10465,2021-10,1188,7,5,4,5,False,528.35
10466,2021-10,1188,8,14,15,16,False,800.48
10467,2021-10,1188,9,38,29,44,False,4126.19
10468,2021-10,1189,1,216,200,258,False,26396.81
10469,2021-10,1189,2,42,20,36,False,5812.48
10470,2021-10,1189,3,8,7,6,False,238.07
10471,2021-10,1189,4,59,59,71,False,15335.35
10472,2021-10,1189,5,72,53,79,False,37083.79
10473,2021-10,1189,6,108,55,100,False,47959.86
10474,2021-10,1189,8,27,29,30,False,12598.89
10475,2021-10,1189,9,14,16,10,False,1778.31
10476,2021-10,1189,10,62,67,61,False,15459.57
10477,2021-10,1190,1,492,219,427,False,274027.42
10478,2021-10,1190,2,5,6,6,False,3383.81
10479,2021-10,1190,3,82,83,94,False,59365.84
10480,2021-10,1190,5,16,12,15,False,2531.45
10481,2021-10,1190,6,203,151,230,False,94624.75
10482,2021-10,1190,7,17,8,15,False,651.56
10483,2021-10,1190,8,27,18,27,False,10343.31
10484,2021-10,1190,10,2,2,1,False,446.27
10485,2021-10,1191,1,50,44,52,False,5216.62
10486,2021-10,1191,3,16,14,15,False,3126.22
10487,2021-10,1191,5,97,89,107,False,8689.99
10488,2021-10,1191,6,100,84,103,False,27360.33
10489,2021-10,1192,1,177,151,198,False,95705.95
10490,2021-10,1192,4,22,29,30,False,9325.53
10491,2021-10,1192,9,27,38,32,False,17199.92
10492,2021-10,1192,10,6,4,6,False,1702.29
10493,2021-10,1193,1,10,9,8,False,951.18
10494,2021-10,1193,2,103,51,94,False,12244.73
10495,2021-10,1193,3,141,270,223,False,41662.45
10496,2021-10,1193,4,33,22,33,False,16276.2
10497,2021-10,1193,5,24,16,20,False,12314.09
10498,2021-10,1193,8,9,20,15,False,8724.56
10499,2021-10,1193,9,153,157,177,False,84767.52
10500,2021-10,1194,1,151,112,134,False,76549.18
10501,2021-10,1194,3,41,33,49,False,25997.42
10502,2021-10,1194,8,11,14,13,False,6655.21
10503,2021-10,1195,6,36,35,27,False,8681.43
10504,2021-10,1195,9,20,25,16,False,2965.05
10505,2021-10,1196,2,46,40,48,False,12710.01
10506,2021-10,1196,4,4,7,5,False,2942.6
10507,2021-10,1196,5,4,3,2,False,997.92
10508,2021-10,1196,6,81,49,74,False,10624.55
10509,2021-10,1196,9,9,14,8,False,2620.91
10510,2021-10,1197,1,29,21,30,False,16219.0
10511,2021-10,1198,1,66,121,88,False,7099.46
10512,2021-10,1198,3,27,20,30,False,8505.48
10513,2021-10,1198,6,5,11,8,False,3113.51
10514,2021-10,1198,7,65,50,73,False,45684.26
10515,2021-10,1198,8,110,108,141,False,23737.75
10516,2021-10,1198,10,36,22,32,False,4290.88
10517,2021-10,1199,1,176,118,194,False,31721.19
