return_id,sales_id,date_id,date,customer_id,product_id,region_id,return_units,return_value_eur,return_reason
801,74882,20210815,2021-08-15,170,1070,1,1,129.76,Other
802,65560,20220214,2022-02-14,57,1015,7,5,4005.84,Defect
803,14339,20240210,2024-02-10,333,1076,1,3,484.82,Defect
804,52503,20210328,2021-03-28,345,1080,6,7,4423.86,Defect
805,119189,20250406,2025-04-06,62,1174,8,7,437.53,Defect
806,76577,20210316,2021-03-16,910,1131,6,4,333.61,Defect
807,98676,20251220,2025-12-20,843,1109,5,13,16124.8,Defect
808,98882,20221124,2022-11-24,691,1081,6,1,702.61,Defect
809,40158,20240713,2024-07-13,592,1170,2,13,910.51,Defect
810,27124,20230210,2023-02-10,991,1087,7,8,4329.75,Wrong Configuration
811,14239,20230502,2023-05-02,1174,1000,1,20,15191.53,Customer Cancellation
812,62594,20211030,2021-10-30,287,1037,6,1,551.36,Defect
813,25207,20250809,2025-08-09,222,1001,8,4,3259.34,Defect
814,2038,20240321,2024-03-21,558,1050,10,14,6652.76,Customer Cancellation
815,89668,20231206,2023-12-06,722,1138,8,14,1073.14,Customer Cancellation
816,39742,20241204,2024-12-04,331,1118,10,1,1546.94,Defect
817,82521,20230902,2023-09-02,65,1123,1,22,1447.02,Shipping Damage
818,93721,20230818,2023-08-18,1063,1081,6,15,9996.05,Wrong Configuration
819,58443,20250714,2025-07-14,342,1108,3,1,1863.13,Defect
820,4897,20250708,2025-07-08,806,1096,3,5,5593.51,Customer Cancellation
821,191,20220507,2022-05-07,933,1006,10,17,12589.78,Shipping Damage
822,95482,20211105,2021-11-05,868,1054,6,1,457.44,Defect
823,7068,20220717,2022-07-17,440,1118,2,5,6474.23,Customer Cancellation
824,107961,20230317,2023-03-17,1169,1043,8,1,354.9,Wrong Configuration
825,13733,20251231,2025-12-31,1069,1030,4,20,15696.17,Wrong Configuration
826,119594,20251106,2025-11-06,949,1096,4,23,21575.94,Defect
827,49777,20210506,2021-05-06,849,1087,5,4,1824.71,Customer Cancellation
828,13180,20220707,2022-07-07,345,1161,6,4,206.52,Defect
829,7124,20241206,2024-12-06,30,1129,7,3,208.43,Wrong Configuration
830,70563,20221218,2022-12-18,826,1074,9,18,1425.02,Other
831,111170,20230130,2023-01-30,865,1018,1,9,9504.22,Customer Cancellation
832,71966,20230707,2023-07-07,347,1119,1,7,10121.91,Defect
833,40425,20231110,2023-11-10,1176,1076,6,17,2274.28,Defect
834,594,20220628,2022-06-28,353,1094,4,17,11589.96,Customer Cancellation
835,101413,20230124,2023-01-24,296,1007,2,6,5881.2,Customer Cancellation
836,15703,20240511,2024-05-11,126,1172,6,4,224.12,Wrong Configuration
837,7771,20220725,2022-07-25,425,1066,1,29,4642.64,Other
838,17628,20250402,2025-04-02,849,1123,5,21,1477.58,Defect
839,101737,20250130,2025-01-30,1161,1085,3,5,4287.8,Defect
840,77255,20240315,2024-03-15,410,1008,9,16,11044.05,Shipping Damage
841,75845,20240906,2024-09-06,545,1126,10,2,118.23,Other
842,35616,20241223,2024-12-23,478,1079,5,1,207.1,Wrong Configuration
843,31975,20210207,2021-02-07,212,1150,3,21,12991.65,Defect
844,118138,20250916,2025-09-16,78,1188,9,5,1180.72,Customer Cancellation
845,115017,20231002,2023-10-02,1036,1025,9,3,2258.05,Defect
846,119909,20230122,2023-01-22,942,1090,1,2,1413.27,Defect
847,15644,20220502,2022-05-02,706,1125,9,8,672.24,Customer Cancellation
848,67158,20220307,2022-03-07,763,1164,5,6,230.56,Customer Cancellation
849,400,20231210,2023-12-10,469,1105,1,2,3230.9,Defect
850,69560,20240128,2024-01-28,973,1047,1,22,10631.33,Wrong Configuration
851,10899,20231208,2023-12-08,894,1032,1,10,5296.09,Customer Cancellation
852,34549,20221206,2022-12-06,146,1046,7,5,1970.3,Wrong Configuration
853,88619,20251122,2025-11-22,1073,1182,5,12,3604.3,Wrong Configuration
854,91700,20251117,2025-11-17,1077,1009,9,1,820.52,Other
855,49751,20250730,2025-07-30,839,1059,10,15,6501.89,Wrong Configuration
856,3246,20230111,2023-01-11,125,1008,3,32,22355.25,Wrong Configuration
857,75384,20220115,2022-01-15,122,1095,2,7,3108.81,Other
858,305,20211012,2021-10-12,559,1110,8,22,30138.11,Shipping Damage
859,42652,20240228,2024-02-28,378,1042,7,1,406.07,Defect
860,18036,20220710,2022-07-10,1028,1115,5,7,7967.08,Customer Cancellation
861,7683,20250216,2025-02-16,1179,1110,6,9,16450.09,Defect
862,70008,20210810,2021-08-10,165,1085,1,5,3547.8,Wrong Configuration
863,45,20230629,2023-06-29,939,1021,6,5,3406.01,Defect
864,103047,20250430,2025-04-30,322,1135,5,1,89.64,Defect
865,118556,20250628,2025-06-28,661,1091,4,1,892.16,Defect
866,27986,20220914,2022-09-14,992,1012,5,1,937.1,Defect
867,81651,20250602,2025-06-02,777,1022,9,9,6833.75,Wrong Configuration
868,114769,20220911,2022-09-11,7,1164,7,4,164.54,Other
869,86745,20240504,2024-05-04,698,1189,1,12,2965.41,Customer Cancellation
870,80247,20221116,2022-11-16,786,1020,6,5,2601.84,Wrong Configuration
871,7495,20210610,2021-06-10,112,1017,8,8,7610.33,Wrong Configuration
872,59012,20211107,2021-11-07,1169,1107,8,3,2871.87,Customer Cancellation
873,68094,20251113,2025-11-13,110,1131,10,15,1232.78,Defect
874,87683,20240608,2024-06-08,830,1061,2,1,143.58,Defect
875,80310,20250207,2025-02-07,1032,1120,1,12,1179.42,Defect
876,118371,20251105,2025-11-05,578,1019,9,20,17868.38,Defect
877,31149,20240521,2024-05-21,1153,1137,1,2,143.77,Customer Cancellation
878,91426,20250508,2025-05-08,759,1114,2,11,14230.42,Customer Cancellation
879,96248,20220830,2022-08-30,1158,1126,6,2,112.38,Other
880,32558,20241209,2024-12-09,1006,1060,5,8,1144.67,Defect
881,98805,20230102,2023-01-02,352,1119,9,3,4669.75,Shipping Damage
882,87860,20250427,2025-04-27,888,1005,3,2,1718.11,Wrong Configuration
883,58045,20250409,2025-04-09,689,1190,1,23,4844.82,Customer Cancellation
884,52082,20230407,2023-04-07,650,1019,2,3,3068.87,Defect
885,42736,20241105,2024-11-05,1061,1151,6,36,18876.42,Other
886,34429,20231118,2023-11-18,908,1068,5,17,2272.95,Shipping Damage
887,41078,20220712,2022-07-12,896,1013,7,3,2585.7,Defect
888,82587,20210714,2021-07-14,330,1133,3,5,473.92,Defect
889,117253,20210909,2021-09-09,345,1170,6,8,445.91,Defect
890,43995,20250228,2025-02-28,946,1062,3,5,1279.96,Other
891,51641,20220713,2022-07-13,528,1185,5,57,11277.85,Defect
892,53523,20221231,2022-12-31,696,1123,7,17,1212.72,Customer Cancellation
893,116968,20220508,2022-05-08,347,1032,1,25,10930.16,Defect
894,96927,20250818,2025-08-18,54,1065,7,4,541.23,Defect
895,11336,20250130,2025-01-30,434,1017,1,1,991.47,Defect
896,68903,20241116,2024-11-16,496,1076,3,4,528.31,Defect
897,50243,20210414,2021-04-14,184,1145,3,1,591.42,Wrong Configuration
898,108241,20220908,2022-09-08,435,1115,7,11,13531.87,Customer Cancellation
899,51366,20250407,2025-04-07,861,1057,1,2,830.21,Defect
900,72079,20221119,2022-11-19,1075,1003,4,6,5380.74,Defect
901,47695,20210601,2021-06-01,310,1167,7,2,102.63,Shipping Damage
902,91236,20230110,2023-01-10,352,1199,9,1,261.69,Defect
903,76384,20210724,2021-07-24,105,1182,1,1,283.2,Wrong Configuration
904,50826,20231012,2023-10-12,743,1082,1,1,804.48,Customer Cancellation
905,81075,20250813,2025-08-13,904,1166,1,1,76.87,Defect
906,37355,20220710,2022-07-10,357,1131,8,42,3250.26,Shipping Damage
907,81980,20210421,2021-04-21,454,1120,9,13,1149.92,Defect
908,118216,20220313,2022-03-13,1019,1182,6,4,1096.29,Defect
909,37976,20241123,2024-11-23,704,1174,1,1,64.34,Shipping Damage
910,77934,20240822,2024-08-22,950,1076,9,17,2574.35,Other
911,63067,20230314,2023-03-14,688,1054,9,2,962.58,Customer Cancellation
912,90723,20250104,2025-01-04,876,1130,8,7,667.98,Other
913,85413,20210204,2021-02-04,80,1052,2,1,389.85,Defect
914,95305,20241128,2024-11-28,853,1131,9,10,972.19,Defect
915,83774,20220102,2022-01-02,345,1138,6,3,221.4,Other
916,33353,20251213,2025-12-13,1144,1173,1,2,107.72,Other
917,42896,20220203,2022-02-03,349,1036,1,19,8988.35,Other
918,25180,20241031,2024-10-31,559,1098,8,25,12353.29,Wrong Configuration
919,105280,20210723,2021-07-23,1177,1015,2,5,4134.21,Defect
920,48855,20220331,2022-03-31,798,1101,1,3,3622.34,Customer Cancellation
921,6771,20221226,2022-12-26,515,1049,3,6,1924.65,Defect
922,49052,20210916,2021-09-16,926,1171,1,15,593.09,Defect
923,108861,20220204,2022-02-04,899,1028,1,7,3438.2,Defect
924,56090,20251119,2025-11-19,562,1199,2,1,275.8,Shipping Damage
925,119314,20240305,2024-03-05,310,1109,7,26,31101.23,Other
926,77144,20240731,2024-07-31,1151,1128,2,2,113.96,Defect
927,101621,20240809,2024-08-09,778,1005,6,6,4891.44,Defect
928,101912,20230923,2023-09-23,849,1011,5,16,14017.05,Other
929,38116,20241019,2024-10-19,257,1162,2,12,810.97,Defect
930,93676,20251011,2025-10-11,186,1068,1,3,458.23,Wrong Configuration
931,96852,20220523,2022-05-23,411,1134,6,18,1150.19,Wrong Configuration
932,40332,20210221,2021-02-21,901,1067,9,25,3998.89,Other
933,5866,20220622,2022-06-22,44,1195,2,3,584.41,Wrong Configuration
934,62655,20241030,2024-10-30,1075,1051,4,6,2612.28,Defect
935,112202,20210119,2021-01-19,921,1049,5,35,9937.14,Customer Cancellation
936,106377,20211127,2021-11-27,275,1147,10,19,11385.01,Wrong Configuration
937,75159,20250529,2025-05-29,149,1131,8,24,2287.2,Defect
938,75198,20211025,2021-10-25,620,1055,6,5,2190.53,Shipping Damage
939,103838,20250219,2025-02-19,1148,1170,8,13,923.59,Wrong Configuration
940,71315,20210112,2021-01-12,401,1192,4,5,1247.02,Defect
941,35802,20250526,2025-05-26,1057,1166,6,1,74.5,Customer Cancellation
942,53941,20250903,2025-09-03,277,1096,3,7,7972.24,Defect
943,67252,20241020,2024-10-20,429,1110,1,2,3320.28,Shipping Damage
944,109425,20210910,2021-09-10,429,1026,1,4,2338.0,Shipping Damage
945,72039,20250625,2025-06-25,1136,1171,1,1,58.82,Defect
946,28157,20240913,2024-09-13,682,1074,1,20,2031.38,Customer Cancellation
947,53561,20210620,2021-06-20,747,1038,6,32,15311.8,Shipping Damage
948,8075,20221214,2022-12-14,979,1053,10,33,11461.25,Defect
949,95731,20250414,2025-04-14,872,1162,4,9,593.97,Shipping Damage
950,26242,20230131,2023-01-31,678,1131,1,2,168.16,Wrong Configuration
951,8589,20210516,2021-05-16,802,1096,2,9,7669.35,Other
952,51023,20231106,2023-11-06,756,1007,2,7,7816.25,Customer Cancellation
953,70798,20240930,2024-09-30,714,1171,5,36,2059.25,Customer Cancellation
954,77352,20230626,2023-06-26,305,1181,8,3,710.07,Defect
955,17096,20251226,2025-12-26,733,1040,1,2,762.73,Defect
956,20676,20240131,2024-01-31,1045,1077,1,1,156.81,Wrong Configuration
957,50677,20231028,2023-10-28,271,1009,1,27,20222.61,Customer Cancellation
958,44366,20240301,2024-03-01,1150,1190,4,5,1119.71,Customer Cancellation
959,3618,20241215,2024-12-15,773,1064,5,28,5449.83,Defect
960,44049,20240916,2024-09-16,403,1174,4,3,192.09,Defect
961,51059,20241207,2024-12-07,1006,1170,5,7,462.31,Shipping Damage
962,35265,20211114,2021-11-14,186,1060,1,20,2894.98,Defect
963,63891,20231218,2023-12-18,459,1053,6,17,6710.35,Defect
964,106376,20231005,2023-10-05,1011,1117,1,4,4550.5,Wrong Configuration
965,95587,20220311,2022-03-11,724,1112,2,3,3573.2,Defect
966,76761,20220803,2022-08-03,112,1185,8,12,2897.09,Wrong Configuration
967,76619,20220706,2022-07-06,389,1067,1,2,343.74,Defect
968,116305,20250818,2025-08-18,950,1108,9,7,12087.39,Defect
969,47083,20240114,2024-01-14,671,1192,2,15,3394.28,Wrong Configuration
970,12904,20250104,2025-01-04,379,1139,3,4,341.79,Defect
971,77562,20251202,2025-12-02,743,1029,1,1,616.87,Customer Cancellation
972,90836,20251211,2025-12-11,621,1113,8,18,29920.83,Shipping Damage
973,60054,20250903,2025-09-03,129,1181,4,4,1068.56,Defect
974,47035,20211026,2021-10-26,688,1104,9,10,10195.74,Wrong Configuration
975,5880,20250127,2025-01-27,81,1026,4,1,653.5,Wrong Configuration
976,61099,20230405,2023-04-05,282,1015,2,6,5535.39,Customer Cancellation
977,30669,20240731,2024-07-31,471,1066,6,2,409.19,Wrong Configuration
978,105230,20210212,2021-02-12,310,1101,7,13,13713.52,Defect
979,103611,20221119,2022-11-19,940,1118,3,12,16595.15,Shipping Damage
980,3470,20250928,2025-09-28,474,1028,1,13,7162.58,Defect
981,77784,20230603,2023-06-03,175,1049,2,1,346.68,Defect
982,18155,20210731,2021-07-31,1075,1125,4,14,1007.56,Shipping Damage
983,54494,20251127,2025-11-27,148,1071,1,1,158.46,Defect
984,59422,20240725,2024-07-25,1036,1130,9,1,88.09,Defect
985,28851,20211014,2021-10-14,757,1148,6,1,527.52,Defect
986,39090,20220503,2022-05-03,1049,1032,4,1,519.34,Defect
987,39087,20250404,2025-04-04,479,1179,1,3,134.47,Defect
988,19439,20241027,2024-10-27,414,1123,1,39,2460.1,Defect
989,32430,20250615,2025-06-15,678,1064,1,10,2047.02,Defect
990,93535,20210525,2021-05-25,607,1063,1,29,4646.42,Defect
991,86171,20210216,2021-02-16,397,1157,6,3,2217.02,Other
992,57877,20250228,2025-02-28,480,1003,3,7,7890.73,Defect
993,33346,20231228,2023-12-28,949,1113,4,8,12992.45,Wrong Configuration
994,41711,20251124,2025-11-24,454,1050,9,1,566.56,Shipping Damage
995,18988,20250526,2025-05-26,1,1114,10,1,1608.61,Shipping Damage
996,71375,20241204,2024-12-04,255,1135,1,1,86.13,Wrong Configuration
997,106560,20241217,2024-12-17,31,1068,1,1,175.99,Shipping Damage
998,48008,20231218,2023-12-18,1131,1121,4,38,3121.5,Customer Cancellation
999,118012,20240927,2024-09-27,244,1193,3,1,193.32,Wrong Configuration
1000,62203,20220530,2022-05-30,928,1189,3,1,255.49,Wrong Configuration
1001,18068,20220714,2022-07-14,725,1019,5,8,6915.6,Defect
1002,26751,20220310,2022-03-10,1110,1017,5,19,16044.02,Shipping Damage
1003,101764,20250314,2025-03-14,274,1017,6,2,1933.4,Defect
1004,61816,20211019,2021-10-19,949,1021,4,24,12531.99,Other
1005,48954,20211204,2021-12-04,582,1050,5,1,506.01,Wrong Configuration
1006,35889,20240105,2024-01-05,9,1116,3,12,18616.32,Customer Cancellation
1007,74387,20250320,2025-03-20,357,1058,8,19,8351.1,Wrong Configuration
1008,46961,20240122,2024-01-22,1120,1047,5,12,6317.79,Shipping Damage
1009,61618,20210502,2021-05-02,1144,1171,1,4,191.8,Defect
1010,70089,20220129,2022-01-29,813,1120,3,37,2719.68,Wrong Configuration
1011,36040,20221113,2022-11-13,728,1040,5,5,1696.39,Other
1012,13283,20250327,2025-03-27,186,1009,1,10,8746.06,Shipping Damage
1013,79797,20241019,2024-10-19,338,1121,1,47,3292.93,Wrong Configuration
1014,79730,20250709,2025-07-09,988,1076,7,24,3249.37,Customer Cancellation
1015,46668,20251122,2025-11-22,179,1095,4,129,61148.81,Shipping Damage
1016,47478,20211226,2021-12-26,2,1159,5,1,523.03,Other
1017,34668,20230422,2023-04-22,1130,1191,6,2,538.44,Defect
1018,94192,20210817,2021-08-17,1014,1177,5,1,41.42,Defect
1019,18626,20221006,2022-10-06,169,1161,5,5,313.97,Other
1020,91707,20220324,2022-03-24,199,1056,5,28,9100.18,Other
1021,4314,20250417,2025-04-17,409,1063,5,221,41378.13,Defect
1022,37816,20250725,2025-07-25,678,1012,1,9,10015.15,Customer Cancellation
1023,102864,20241110,2024-11-10,851,1173,4,5,262.26,Shipping Damage
1024,4119,20210927,2021-09-27,877,1043,6,1,357.54,Wrong Configuration
1025,41016,20231022,2023-10-22,622,1131,6,25,2246.02,Other
1026,31381,20251220,2025-12-20,20,1181,4,4,905.7,Defect
1027,85042,20220512,2022-05-12,130,1036,6,1,566.69,Defect
1028,50129,20251206,2025-12-06,1114,1172,6,20,899.78,Customer Cancellation
1029,112748,20210925,2021-09-25,678,1170,1,11,608.38,Defect
1030,21398,20221001,2022-10-01,1011,1192,1,4,935.56,Defect
1031,64743,20220703,2022-07-03,839,1117,10,10,10053.67,Defect
1032,118617,20220415,2022-04-15,308,1194,1,2,556.26,Shipping Damage
1033,96401,20210920,2021-09-20,613,1009,5,5,3658.94,Shipping Damage
1034,22405,20250909,2025-09-09,481,1082,1,5,4480.89,Defect
1035,78835,20231017,2023-10-17,636,1002,9,1,874.14,Shipping Damage
1036,68303,20221203,2022-12-03,146,1136,7,19,1310.53,Customer Cancellation
1037,69426,20241204,2024-12-04,164,1041,9,9,2796.14,Defect
1038,35873,20251005,2025-10-05,547,1164,3,2,90.02,Wrong Configuration
1039,36907,20230711,2023-07-11,678,1085,1,17,12842.27,Defect
1040,97792,20230417,2023-04-17,645,1177,9,2,91.46,Defect
1041,70496,20220722,2022-07-22,433,1157,2,1,842.51,Wrong Configuration
1042,104306,20210901,2021-09-01,169,1062,5,3,596.97,Defect
1043,107862,20240215,2024-02-15,301,1183,1,5,832.73,Customer Cancellation
1044,1431,20251109,2025-11-09,1011,1082,1,1,900.56,Defect
1045,84530,20240805,2024-08-05,590,1036,3,1,612.15,Defect
1046,98025,20231120,2023-11-20,714,1149,5,13,8731.63,Wrong Configuration
1047,64491,20210924,2021-09-24,943,1020,1,2,981.15,Defect
1048,99299,20210604,2021-06-04,578,1052,9,25,8584.39,Wrong Configuration
1049,18421,20250619,2025-06-19,900,1095,9,1,534.27,Defect
1050,2030,20230922,2023-09-22,1051,1076,4,9,1094.97,Defect
1051,114546,20240930,2024-09-30,135,1190,7,3,685.94,Customer Cancellation
1052,66569,20210615,2021-06-15,937,1120,6,5,465.89,Shipping Damage
1053,28997,20231124,2023-11-24,262,1098,9,1,536.0,Defect
1054,22071,20220921,2022-09-21,733,1161,1,10,620.45,Other
1055,71594,20230517,2023-05-17,677,1167,10,2,107.8,Wrong Configuration
1056,30600,20240404,2024-04-04,298,1192,10,20,5416.32,Customer Cancellation
1057,28099,20250918,2025-09-18,395,1124,8,12,1054.06,Defect
1058,648,20240612,2024-06-12,892,1057,4,1,459.95,Customer Cancellation
1059,12384,20220514,2022-05-14,575,1179,6,7,262.01,Defect
1060,37167,20221127,2022-11-27,383,1052,6,4,1424.45,Defect
1061,85952,20250813,2025-08-13,411,1151,6,11,5999.8,Shipping Damage
1062,86504,20241013,2024-10-13,1161,1067,3,8,1709.07,Defect
1063,74168,20250928,2025-09-28,501,1174,5,6,356.2,Defect
1064,68568,20210507,2021-05-07,1075,1085,4,23,17037.04,Defect
1065,108404,20230624,2023-06-24,206,1030,6,2,1311.54,Wrong Configuration
1066,42519,20230409,2023-04-09,47,1110,6,2,3299.74,Wrong Configuration
1067,44456,20210115,2021-01-15,852,1187,1,1,292.46,Customer Cancellation
1068,53235,20230902,2023-09-02,1156,1125,1,13,988.2,Shipping Damage
1069,94773,20220610,2022-06-10,974,1043,8,48,16831.16,Defect
1070,23374,20250623,2025-06-23,1108,1171,2,3,169.54,Wrong Configuration
1071,72899,20241216,2024-12-16,295,1157,10,40,30022.54,Wrong Configuration
1072,33094,20250215,2025-02-15,411,1172,6,38,1578.57,Defect
1073,114791,20241228,2024-12-28,1068,1018,5,1,1060.08,Customer Cancellation
1074,95113,20250207,2025-02-07,983,1042,7,5,2038.15,Customer Cancellation
1075,70708,20251125,2025-11-25,918,1043,1,3,1094.56,Shipping Damage
1076,13268,20250425,2025-04-25,757,1079,6,9,1759.75,Defect
1077,17455,20230714,2023-07-14,39,1069,3,28,5078.85,Defect
1078,27744,20220921,2022-09-21,1011,1059,1,1,420.25,Defect
1079,106760,20220826,2022-08-26,160,1119,10,4,5811.23,Defect
1080,5407,20220319,2022-03-19,1064,1180,5,20,5039.33,Customer Cancellation
1081,75299,20210914,2021-09-14,1124,1017,2,5,3740.7,Customer Cancellation
1082,87591,20210218,2021-02-18,590,1077,3,1,139.48,Defect
1083,103406,20250713,2025-07-13,340,1199,6,32,7713.96,Defect
1084,37772,20240312,2024-03-12,8,1002,10,4,2941.2,Customer Cancellation
1085,19115,20220622,2022-06-22,283,1088,5,7,6622.42,Customer Cancellation
1086,34277,20240102,2024-01-02,268,1053,5,5,2093.35,Wrong Configuration
1087,64421,20230621,2023-06-21,496,1099,3,20,14317.98,Customer Cancellation
1088,42506,20210228,2021-02-28,722,1196,8,13,2152.34,Customer Cancellation
1089,109251,20210109,2021-01-09,537,1190,5,1,214.36,Customer Cancellation
1090,33966,20240222,2024-02-22,213,1125,1,5,432.84,Defect
1091,63439,20221225,2022-12-25,468,1131,5,5,388.89,Defect
1092,33183,20220513,2022-05-13,47,1069,6,2,411.46,Shipping Damage
1093,117241,20240521,2024-05-21,73,1080,6,3,2217.63,Defect
1094,91216,20240529,2024-05-29,982,1090,4,21,12536.63,Wrong Configuration
1095,16392,20211028,2021-10-28,976,1169,1,16,543.08,Wrong Configuration
1096,37780,20230112,2023-01-12,490,1149,4,4,2811.8,Shipping Damage
1097,25690,20240829,2024-08-29,755,1001,1,19,12632.8,Defect
1098,2688,20230117,2023-01-17,508,1124,10,2,200.23,Shipping Damage
1099,11687,20250610,2025-06-10,697,1113,1,7,10449.8,Wrong Configuration
1100,43066,20211127,2021-11-27,102,1014,10,1,1131.26,Wrong Configuration
1101,70699,20220128,2022-01-28,882,1086,6,1,769.38,Customer Cancellation
1102,35273,20210528,2021-05-28,1130,1094,6,4,3380.27,Defect
1103,111723,20221121,2022-11-21,572,1064,2,38,6917.73,Defect
1104,25255,20240125,2024-01-25,551,1103,1,10,16685.44,Defect
1105,79237,20240410,2024-04-10,305,1085,8,1,882.6,Wrong Configuration
1106,92884,20220401,2022-04-01,1051,1110,4,7,11446.99,Defect
1107,2041,20221206,2022-12-06,348,1190,6,2,438.42,Defect
1108,9411,20240703,2024-07-03,1077,1049,9,5,1648.46,Other
1109,76777,20240126,2024-01-26,923,1144,8,34,19367.65,Other
1110,2894,20240930,2024-09-30,778,1199,6,1,239.36,Defect
1111,31291,20230827,2023-08-27,291,1150,10,9,6568.26,Customer Cancellation
1112,3557,20221005,2022-10-05,497,1044,6,2,796.47,Defect
1113,81869,20240205,2024-02-05,429,1079,1,7,1311.54,Wrong Configuration
1114,76131,20250409,2025-04-09,922,1138,6,6,443.78,Shipping Damage
1115,28238,20230301,2023-03-01,199,1088,5,25,23136.64,Customer Cancellation
1116,103682,20241222,2024-12-22,609,1177,9,1,45.57,Shipping Damage
1117,92319,20211004,2021-10-04,501,1113,5,6,9395.2,Defect
1118,58453,20220315,2022-03-15,501,1097,5,17,10429.0,Wrong Configuration
1119,8749,20221118,2022-11-18,933,1181,10,19,4242.58,Defect
1120,118428,20250507,2025-05-07,1041,1151,4,7,4266.52,Defect
1121,88253,20220817,2022-08-17,1006,1192,5,35,8404.73,Shipping Damage
1122,35825,20251230,2025-12-30,230,1045,6,1,446.75,Wrong Configuration
1123,112631,20231020,2023-10-20,41,1185,4,6,1647.13,Defect
1124,42051,20220506,2022-05-06,598,1070,6,1,157.4,Customer Cancellation
1125,70374,20251206,2025-12-06,833,1082,3,9,8480.44,Wrong Configuration
1126,98872,20230317,2023-03-17,173,1014,6,47,58355.01,Customer Cancellation
1127,59395,20241130,2024-11-30,252,1025,9,4,2751.6,Defect
1128,74292,20210215,2021-02-15,35,1067,3,8,1192.96,Defect
1129,90693,20250323,2025-03-23,101,1152,3,2,1583.24,Shipping Damage
1130,109994,20230208,2023-02-08,468,1175,5,20,1177.64,Wrong Configuration
1131,108787,20251129,2025-11-29,179,1129,4,17,1214.17,Shipping Damage
1132,118849,20230201,2023-02-01,944,1047,5,19,9051.19,Defect
1133,34746,20210207,2021-02-07,656,1031,3,24,11573.13,Customer Cancellation
1134,115503,20251012,2025-10-12,89,1055,6,5,2084.4,Defect
1135,36401,20221123,2022-11-23,786,1056,6,1,399.34,Defect
1136,89611,20240425,2024-04-25,1081,1060,1,2,275.07,Defect
1137,6352,20250331,2025-03-31,559,1133,8,21,2298.33,Wrong Configuration
1138,55546,20240609,2024-06-09,102,1006,10,4,3754.97,Defect
1139,116606,20240226,2024-02-26,28,1090,1,6,3763.1,Other
1140,24156,20240329,2024-03-29,903,1132,10,16,1287.77,Wrong Configuration
1141,48620,20241104,2024-11-04,888,1107,3,10,13850.48,Shipping Damage
1142,2990,20221008,2022-10-08,14,1014,1,6,6530.06,Defect
1143,107796,20251202,2025-12-02,935,1076,9,4,640.15,Wrong Configuration
1144,68468,20210215,2021-02-15,124,1060,3,71,7986.76,Shipping Damage
1145,74235,20220122,2022-01-22,1073,1183,5,11,1756.83,Shipping Damage
1146,111446,20240316,2024-03-16,1004,1080,1,5,3196.68,Other
1147,14476,20240712,2024-07-12,411,1086,6,40,25091.03,Other
1148,53399,20250531,2025-05-31,439,1172,2,4,218.26,Defect
1149,37800,20250427,2025-04-27,1042,1082,2,4,3362.39,Shipping Damage
1150,53756,20211120,2021-11-20,185,1032,9,13,6095.85,Wrong Configuration
1151,1523,20230413,2023-04-13,168,1122,7,4,299.94,Wrong Configuration
1152,86758,20241130,2024-11-30,558,1066,10,21,3687.39,Shipping Damage
1153,1939,20251222,2025-12-22,146,1172,7,39,1745.24,Shipping Damage
1154,96901,20241113,2024-11-13,87,1124,10,1,90.34,Shipping Damage
1155,14545,20250508,2025-05-08,877,1177,6,1,51.72,Defect
1156,59579,20220207,2022-02-07,255,1073,1,5,824.45,Other
1157,31932,20210616,2021-06-16,843,1034,5,132,73630.53,Wrong Configuration
1158,107421,20240312,2024-03-12,282,1101,2,2,2986.81,Customer Cancellation
1159,7337,20220305,2022-03-05,711,1131,2,9,686.44,Wrong Configuration
1160,52703,20221105,2022-11-05,678,1167,1,7,353.99,Defect
1161,23274,20220722,2022-07-22,777,1043,9,6,1999.82,Defect
1162,100455,20250121,2025-01-21,65,1017,1,2,2108.74,Defect
1163,70860,20231122,2023-11-22,300,1103,6,1,1703.94,Shipping Damage
1164,39145,20221203,2022-12-03,415,1056,5,4,1664.76,Shipping Damage
1165,80682,20230529,2023-05-29,162,1038,2,5,2952.8,Other
1166,8450,20210731,2021-07-31,636,1006,9,7,4791.89,Other
1167,23707,20240422,2024-04-22,340,1157,6,7,5208.0,Wrong Configuration
1168,69841,20230410,2023-04-10,411,1001,6,31,22376.2,Defect
1169,22269,20211217,2021-12-17,949,1017,4,19,15779.9,Shipping Damage
1170,101914,20250610,2025-06-10,381,1022,8,9,5197.63,Customer Cancellation
1171,44431,20250520,2025-05-20,126,1119,6,2,3024.25,Defect
1172,26201,20220529,2022-05-29,436,1067,1,7,1286.37,Defect
1173,111937,20230502,2023-05-02,350,1014,4,1,1174.26,Defect
1174,18653,20250813,2025-08-13,1196,1191,2,30,9491.97,Other
1175,106812,20220311,2022-03-11,922,1180,6,6,1555.6,Defect
1176,25803,20211031,2021-10-31,413,1119,1,12,14811.92,Shipping Damage
1177,106796,20240730,2024-07-30,264,1030,8,1,690.31,Shipping Damage
1178,93865,20210824,2021-08-24,41,1102,4,11,13948.97,Other
1179,67027,20250607,2025-06-07,1133,1041,10,2,697.85,Defect
1180,115428,20230825,2023-08-25,313,1053,6,1,431.11,Shipping Damage
1181,81389,20220313,2022-03-13,402,1162,2,1,67.5,Shipping Damage
1182,16294,20250610,2025-06-10,205,1171,2,8,447.89,Shipping Damage
