opportunity_id,created_date,customer_id,product_group,sales_rep_id,stage,expected_value_eur,win_probability,expected_close_date,created_date_id,weighted_pipeline_eur
2331,2023-10-06,162,Tablet Enterprise,42,Proposal,2531.05,0.51,2024-02-02,20231006,1290.84
2332,2024-04-28,122,Monitoring Device,1,Qualified,25273.03,0.155,2024-10-02,20240428,3917.32
2333,2021-07-30,559,Laptop Standard,22,Proposal,15511.34,0.707,2021-11-23,20210730,10966.52
2334,2022-11-30,459,Service Contract,63,Qualified,10674.65,0.244,2023-02-03,20221130,2604.61
2335,2021-11-06,372,Laptop Standard,80,Proposal,39922.65,0.353,2022-06-01,20211106,14092.7
2336,2022-09-01,551,Connectivity Module,55,Closed Won,5911.5,0.417,2022-10-30,20220901,2465.1
2337,2022-11-15,1177,Monitoring Device,11,Lead,10599.4,0.338,2023-04-02,20221115,3582.6
2338,2021-01-15,782,Medical Sensor,27,Proposal,18149.45,0.4,2021-05-12,20210115,7259.78
2339,2022-12-16,786,Tablet Enterprise,15,Qualified,43224.86,0.677,2023-02-22,20221216,29263.23
2340,2021-10-23,862,Monitoring Device,75,Closed Won,60345.37,0.522,2022-05-09,20211023,31500.28
2341,2022-05-19,666,Industrial Scanner,14,Closed Lost,45849.61,0.544,2022-06-14,20220519,24942.19
2342,2025-10-16,789,Monitoring Device,62,Lead,70918.91,0.465,2025-12-15,20251016,32977.29
2343,2023-08-16,393,Connectivity Module,32,Lead,37952.68,0.505,2023-12-14,20230816,19166.1
2344,2022-06-16,101,Industrial Scanner,24,Lead,85544.01,0.536,2022-11-04,20220616,45851.59
2345,2022-09-24,209,Laptop Pro,47,Closed Won,19844.35,0.069,2022-11-05,20220924,1369.26
2346,2022-01-26,417,Tablet Enterprise,71,Closed Won,50772.76,0.509,2022-08-15,20220126,25843.33
2347,2024-06-27,165,Monitoring Device,62,Closed Won,7062.02,0.517,2024-09-10,20240627,3651.06
2348,2024-07-19,752,Tablet Enterprise,69,Closed Lost,24183.85,0.581,2024-10-09,20240719,14050.82
2349,2022-04-06,1025,Legacy Workstation,49,Lead,36352.12,0.73,2022-07-03,20220406,26537.05
2350,2022-10-18,930,Laptop Pro,69,Negotiation,43947.27,0.182,2023-04-05,20221018,7998.4
2351,2024-08-11,678,Industrial Scanner,39,Proposal,35886.32,0.332,2025-03-18,20240811,11914.26
2352,2025-08-30,1063,Connectivity Module,69,Closed Won,23470.4,0.406,2026-01-26,20250830,9528.98
2353,2025-06-21,511,Laptop Pro,14,Lead,6188.23,0.475,2025-10-04,20250621,2939.41
2354,2022-11-12,939,Legacy Workstation,54,Lead,39125.28,0.321,2023-02-24,20221112,12559.21
2355,2021-05-12,853,Service Contract,64,Proposal,123093.47,0.222,2021-06-12,20210512,27326.75
2356,2022-09-06,288,Medical Sensor,79,Negotiation,8465.62,0.664,2023-01-27,20220906,5621.17
2357,2024-01-19,923,Monitoring Device,23,Negotiation,26775.34,0.228,2024-06-12,20240119,6104.78
2358,2021-02-03,950,Accessory Kit,14,Closed Won,123290.29,0.462,2021-06-17,20210203,56960.11
2359,2021-03-25,793,Laptop Pro,46,Qualified,21201.2,0.263,2021-06-21,20210325,5575.92
2360,2023-08-05,756,Medical Sensor,12,Qualified,69651.36,0.548,2023-12-10,20230805,38168.95
2361,2023-04-22,108,Monitoring Device,55,Closed Lost,33933.88,0.399,2023-05-17,20230422,13539.62
2362,2025-01-22,680,Medical Sensor,12,Closed Lost,99768.93,0.342,2025-05-19,20250122,34120.97
2363,2021-06-20,941,Accessory Kit,75,Qualified,17794.41,0.485,2021-09-12,20210620,8630.29
2364,2021-04-27,702,Accessory Kit,62,Qualified,50270.87,0.648,2021-07-19,20210427,32575.52
2365,2021-05-17,707,Legacy Workstation,22,Proposal,25346.99,0.102,2021-10-25,20210517,2585.39
2366,2023-01-01,536,Monitoring Device,58,Lead,87974.38,0.348,2023-04-20,20230101,30615.08
2367,2021-04-24,922,Laptop Standard,65,Qualified,42531.76,0.361,2021-06-20,20210424,15353.97
2368,2021-12-08,173,Connectivity Module,36,Qualified,8333.82,0.538,2022-02-19,20211208,4483.6
2369,2022-09-22,410,Medical Sensor,60,Qualified,80189.15,0.179,2023-01-23,20220922,14353.86
2370,2022-05-01,369,Industrial Scanner,23,Qualified,18858.56,0.221,2022-12-01,20220501,4167.74
2371,2023-08-17,1164,Laptop Standard,35,Proposal,10436.44,0.36,2024-02-23,20230817,3757.12
2372,2022-12-04,573,Monitoring Device,39,Lead,208892.78,0.318,2023-03-22,20221204,66427.9
2373,2022-10-23,381,Service Contract,41,Qualified,2989.68,0.466,2023-05-10,20221023,1393.19
2374,2021-03-09,1011,Laptop Standard,59,Lead,40681.22,0.465,2021-09-15,20210309,18916.77
2375,2025-12-12,184,Accessory Kit,64,Qualified,21686.53,0.457,2026-06-18,20251212,9910.74
2376,2025-06-03,131,Medical Sensor,28,Lead,16704.58,0.401,2025-07-01,20250603,6698.54
2377,2025-11-06,104,Connectivity Module,13,Proposal,37043.58,0.374,2026-04-28,20251106,13854.3
2378,2023-04-27,360,Industrial Scanner,29,Lead,41672.01,0.67,2023-08-25,20230427,27920.25
2379,2023-11-25,216,Monitoring Device,35,Lead,23281.97,0.255,2024-06-13,20231125,5936.9
2380,2025-08-15,553,Industrial Scanner,6,Proposal,12554.06,0.615,2025-10-22,20250815,7720.75
2381,2025-07-09,219,Laptop Pro,81,Lead,60168.0,0.609,2025-09-13,20250709,36642.31
2382,2021-02-02,491,Medical Sensor,18,Proposal,27722.46,0.296,2021-06-22,20210202,8205.85
2383,2023-03-18,1070,Industrial Scanner,76,Negotiation,35925.07,0.346,2023-07-16,20230318,12430.07
2384,2025-08-23,115,Accessory Kit,39,Qualified,6920.13,0.376,2025-12-25,20250823,2601.97
2385,2024-09-07,1004,Laptop Pro,84,Qualified,34182.62,0.481,2025-01-31,20240907,16441.84
2386,2021-07-23,301,Service Contract,23,Qualified,110665.41,0.767,2022-02-13,20210723,84880.37
2387,2021-05-23,1196,Legacy Workstation,69,Proposal,25394.96,0.335,2021-09-16,20210523,8507.31
2388,2021-11-12,1169,Laptop Standard,41,Proposal,18321.06,0.632,2022-02-01,20211112,11578.91
2389,2022-01-09,118,Legacy Workstation,80,Qualified,20230.97,0.608,2022-04-20,20220109,12300.43
2390,2023-03-11,686,Medical Sensor,19,Proposal,27870.68,0.392,2023-05-07,20230311,10925.31
2391,2025-01-09,31,Service Contract,82,Closed Lost,20188.14,0.552,2025-06-26,20250109,11143.85
2392,2025-09-14,1004,Laptop Pro,53,Closed Lost,7556.5,0.646,2026-03-04,20250914,4881.5
2393,2021-10-28,259,Tablet Enterprise,54,Qualified,21891.73,0.151,2022-05-31,20211028,3305.65
2394,2022-08-15,699,Industrial Scanner,49,Closed Lost,9688.29,0.462,2023-02-23,20220815,4475.99
2395,2024-11-15,734,Legacy Workstation,29,Closed Lost,66334.57,0.362,2025-02-07,20241115,24013.11
2396,2023-08-21,95,Monitoring Device,37,Qualified,13477.55,0.541,2024-01-08,20230821,7291.35
2397,2021-11-07,988,Service Contract,34,Qualified,167394.75,0.374,2022-03-21,20211107,62605.64
2398,2021-02-01,131,Medical Sensor,5,Lead,20837.54,0.834,2021-07-23,20210201,17378.51
2399,2021-01-25,409,Industrial Scanner,31,Negotiation,11292.63,0.46,2021-04-02,20210125,5194.61
2400,2024-04-05,414,Legacy Workstation,23,Lead,142026.09,0.275,2024-10-30,20240405,39057.17
2401,2021-02-23,882,Laptop Standard,83,Qualified,9912.97,0.52,2021-07-03,20210223,5154.74
2402,2023-03-20,813,Monitoring Device,62,Lead,7150.39,0.187,2023-04-22,20230320,1337.12
2403,2025-03-18,124,Monitoring Device,28,Qualified,4052.72,0.451,2025-08-19,20250318,1827.78
2404,2021-01-24,616,Connectivity Module,45,Proposal,8216.79,0.249,2021-08-22,20210124,2045.98
2405,2023-11-07,891,Tablet Enterprise,39,Qualified,64221.7,0.631,2024-01-25,20231107,40523.89
2406,2023-11-25,876,Medical Sensor,8,Negotiation,47189.57,0.137,2024-05-20,20231125,6464.97
2407,2024-12-25,431,Medical Sensor,23,Negotiation,26725.26,0.393,2025-07-29,20241225,10503.03
2408,2023-05-19,317,Monitoring Device,70,Closed Won,155417.25,0.46,2023-08-08,20230519,71491.94
2409,2022-07-13,1091,Legacy Workstation,76,Lead,33212.11,0.167,2023-02-08,20220713,5546.42
2410,2021-05-17,259,Connectivity Module,35,Proposal,18613.24,0.372,2021-08-18,20210517,6924.13
2411,2021-04-30,119,Laptop Pro,73,Proposal,19840.73,0.091,2021-06-24,20210430,1805.51
2412,2024-06-11,349,Tablet Enterprise,15,Proposal,10081.29,0.117,2024-09-15,20240611,1179.51
2413,2021-12-07,231,Industrial Scanner,18,Closed Lost,13499.79,0.458,2022-07-14,20211207,6182.9
2414,2024-06-05,1134,Medical Sensor,24,Lead,7910.03,0.394,2024-08-24,20240605,3116.55
2415,2022-01-25,188,Laptop Pro,65,Closed Won,75945.78,0.546,2022-04-07,20220125,41466.4
2416,2025-12-24,366,Laptop Standard,73,Closed Lost,17088.88,0.397,2026-06-05,20251224,6784.29
2417,2022-01-24,265,Industrial Scanner,72,Qualified,4684.91,0.179,2022-03-27,20220124,838.6
2418,2023-08-28,829,Accessory Kit,62,Lead,12763.34,0.568,2023-11-06,20230828,7249.58
2419,2023-04-04,513,Laptop Standard,57,Proposal,61447.42,0.751,2023-04-25,20230404,46147.01
2420,2022-02-10,1100,Accessory Kit,51,Proposal,7081.58,0.052,2022-08-03,20220210,368.24
2421,2022-10-18,808,Legacy Workstation,14,Lead,4896.04,0.642,2022-11-24,20221018,3143.26
2422,2025-12-14,1110,Monitoring Device,37,Proposal,18297.15,0.3,2026-03-19,20251214,5489.14
2423,2024-11-11,968,Accessory Kit,30,Proposal,17195.57,0.319,2025-01-09,20241111,5485.39
2424,2023-02-13,1103,Monitoring Device,17,Closed Won,9372.87,0.584,2023-09-04,20230213,5473.76
2425,2022-12-31,463,Service Contract,68,Lead,12431.25,0.094,2023-03-27,20221231,1168.54
2426,2021-11-05,501,Tablet Enterprise,85,Negotiation,16377.5,0.297,2022-02-15,20211105,4864.12
2427,2021-11-04,1026,Laptop Pro,33,Proposal,12629.77,0.358,2021-12-16,20211104,4521.46
2428,2021-10-14,613,Tablet Enterprise,43,Lead,33887.72,0.528,2022-01-14,20211014,17892.72
2429,2024-08-14,712,Industrial Scanner,21,Negotiation,59807.75,0.188,2024-12-02,20240814,11243.86
2430,2021-04-25,657,Industrial Scanner,82,Negotiation,37736.53,0.624,2021-09-22,20210425,23547.59
2431,2024-05-11,274,Tablet Enterprise,48,Closed Lost,42805.53,0.272,2024-10-09,20240511,11643.1
2432,2025-11-30,767,Laptop Standard,54,Negotiation,143394.09,0.156,2026-02-04,20251130,22369.48
2433,2023-10-17,667,Laptop Pro,1,Lead,23647.66,0.317,2023-12-10,20231017,7496.31
2434,2022-12-14,1138,Tablet Enterprise,56,Closed Won,27990.96,0.493,2023-06-22,20221214,13799.54
2435,2021-06-26,558,Monitoring Device,74,Qualified,79227.94,0.182,2021-08-26,20210626,14419.49
2436,2023-08-12,28,Medical Sensor,19,Proposal,17117.67,0.502,2024-01-24,20230812,8593.07
2437,2023-12-16,429,Laptop Pro,19,Proposal,82643.26,0.63,2024-06-19,20231216,52065.25
2438,2021-12-04,1015,Laptop Standard,55,Qualified,35394.5,0.325,2022-06-25,20211204,11503.21
2439,2021-08-15,355,Service Contract,66,Qualified,36385.09,0.649,2021-09-24,20210815,23613.92
2440,2025-12-30,218,Accessory Kit,42,Qualified,16081.31,0.813,2026-02-14,20251230,13074.11
2441,2022-10-27,123,Tablet Enterprise,37,Qualified,10747.62,0.565,2022-12-01,20221027,6072.41
2442,2022-07-23,436,Tablet Enterprise,19,Proposal,43554.59,0.429,2022-11-06,20220723,18684.92
2443,2022-03-24,754,Monitoring Device,44,Closed Won,69291.59,0.761,2022-08-23,20220324,52730.9
2444,2024-01-27,115,Legacy Workstation,77,Proposal,2174.27,0.067,2024-08-25,20240127,145.68
2445,2021-01-12,946,Medical Sensor,56,Negotiation,105853.43,0.141,2021-05-03,20210112,14925.33
2446,2024-06-24,923,Laptop Standard,22,Negotiation,20538.03,0.627,2024-09-14,20240624,12877.34
2447,2023-06-10,842,Medical Sensor,64,Closed Won,12623.81,0.276,2023-11-10,20230610,3484.17
2448,2023-09-17,496,Accessory Kit,9,Closed Won,177763.83,0.465,2024-03-14,20230917,82660.18
2449,2025-07-05,630,Tablet Enterprise,14,Proposal,8756.72,0.461,2026-02-06,20250705,4036.85
2450,2022-11-21,148,Service Contract,41,Closed Won,12608.45,0.478,2023-02-09,20221121,6026.84
2451,2023-10-11,124,Laptop Standard,80,Closed Won,2762.09,0.715,2023-12-07,20231011,1974.89
2452,2021-12-06,920,Laptop Standard,53,Negotiation,33410.82,0.539,2022-07-04,20211206,18008.43
2453,2023-04-23,849,Tablet Enterprise,21,Lead,23586.05,0.204,2023-05-18,20230423,4811.55
2454,2021-05-05,499,Legacy Workstation,85,Closed Lost,38002.34,0.169,2021-07-27,20210505,6422.4
2455,2023-12-25,1033,Laptop Standard,15,Negotiation,9542.89,0.143,2024-07-06,20231225,1364.63
2456,2022-02-03,608,Service Contract,73,Qualified,43881.24,0.605,2022-03-03,20220203,26548.15
2457,2023-07-09,163,Medical Sensor,85,Negotiation,18266.68,0.38,2023-08-21,20230709,6941.34
2458,2021-03-31,252,Monitoring Device,78,Qualified,110221.81,0.404,2021-07-18,20210331,44529.61
2459,2021-03-11,1133,Connectivity Module,73,Closed Lost,14150.96,0.496,2021-08-09,20210311,7018.88
2460,2021-09-09,468,Connectivity Module,34,Closed Won,8505.5,0.873,2021-12-17,20210909,7425.3
2461,2021-04-30,318,Monitoring Device,71,Lead,17477.76,0.059,2021-09-10,20210430,1031.19
2462,2024-11-02,755,Monitoring Device,14,Qualified,44886.2,0.45,2024-12-19,20241102,20198.79
2463,2021-01-20,121,Connectivity Module,24,Lead,87335.12,0.407,2021-03-30,20210120,35545.39
2464,2021-10-21,1011,Accessory Kit,35,Lead,40577.84,0.226,2021-12-21,20211021,9170.59
2465,2022-06-12,459,Accessory Kit,8,Closed Won,37003.02,0.212,2022-07-09,20220612,7844.64
2466,2025-09-16,226,Laptop Standard,17,Lead,7938.97,0.092,2026-04-05,20250916,730.39
2467,2025-07-25,933,Industrial Scanner,21,Lead,44466.62,0.746,2026-02-11,20250725,33172.1
2468,2021-06-14,744,Laptop Pro,61,Qualified,15734.59,0.262,2021-11-12,20210614,4122.46
2469,2025-12-14,301,Connectivity Module,46,Qualified,98356.05,0.167,2026-07-05,20251214,16425.46
2470,2024-10-17,575,Tablet Enterprise,37,Lead,8269.06,0.496,2025-03-18,20241017,4101.45
2471,2024-05-05,357,Service Contract,40,Closed Lost,18380.45,0.419,2024-08-16,20240505,7701.41
2472,2025-02-04,496,Medical Sensor,53,Proposal,28882.68,0.102,2025-02-28,20250204,2946.03
2473,2025-06-12,458,Tablet Enterprise,39,Lead,46118.34,0.244,2025-12-12,20250612,11252.87
2474,2023-02-26,982,Laptop Pro,40,Proposal,25883.66,0.368,2023-04-07,20230226,9525.19
2475,2021-11-03,478,Industrial Scanner,13,Proposal,7760.62,0.315,2022-03-15,20211103,2444.6
2476,2021-11-08,584,Industrial Scanner,40,Negotiation,32033.04,0.781,2022-03-27,20211108,25017.8
2477,2022-08-15,298,Legacy Workstation,81,Proposal,90896.75,0.078,2023-02-10,20220815,7089.95
2478,2021-01-29,466,Industrial Scanner,12,Proposal,82974.82,0.531,2021-07-30,20210129,44059.63
2479,2021-09-05,675,Service Contract,42,Qualified,65512.87,0.076,2021-11-08,20210905,4978.98
2480,2021-11-21,861,Connectivity Module,81,Closed Won,9010.07,0.5,2022-06-09,20211121,4505.04
2481,2021-04-11,1095,Service Contract,37,Proposal,8479.29,0.152,2021-07-27,20210411,1288.85
2482,2023-12-18,282,Connectivity Module,59,Qualified,13154.47,0.441,2024-07-11,20231218,5801.12
2483,2025-09-06,994,Industrial Scanner,58,Negotiation,7195.08,0.217,2025-10-07,20250906,1561.33
2484,2022-05-09,316,Service Contract,9,Qualified,98477.53,0.714,2022-07-04,20220509,70312.96
2485,2022-07-27,109,Service Contract,73,Closed Won,22543.83,0.179,2022-08-19,20220727,4035.35
2486,2022-07-05,357,Service Contract,72,Lead,62421.46,0.582,2022-11-17,20220705,36329.29
2487,2022-06-30,349,Tablet Enterprise,50,Closed Lost,23607.22,0.45,2023-02-01,20220630,10623.25
2488,2021-05-12,41,Accessory Kit,14,Qualified,16799.73,0.541,2021-12-01,20210512,9088.65
2489,2025-06-15,1129,Tablet Enterprise,28,Proposal,56804.4,0.662,2025-07-16,20250615,37604.51
2490,2024-08-29,419,Tablet Enterprise,34,Negotiation,172482.36,0.035,2025-02-16,20240829,6036.88
2491,2022-10-21,914,Laptop Standard,18,Qualified,1974.14,0.642,2023-05-16,20221021,1267.4
2492,2025-04-30,1070,Laptop Standard,83,Proposal,11081.1,0.365,2025-10-09,20250430,4044.6
2493,2022-11-09,944,Laptop Standard,42,Closed Lost,5289.53,0.139,2023-04-29,20221109,735.24
2494,2021-10-08,813,Industrial Scanner,84,Proposal,83601.27,0.463,2022-04-30,20211008,38707.39
2495,2022-04-14,849,Service Contract,72,Proposal,58035.81,0.234,2022-10-11,20220414,13580.38
2496,2024-07-04,560,Industrial Scanner,6,Closed Won,17690.56,0.459,2024-10-17,20240704,8119.97
2497,2023-11-04,1061,Monitoring Device,25,Lead,39514.08,0.248,2024-02-06,20231104,9799.49
2498,2024-05-04,298,Monitoring Device,4,Closed Lost,48107.01,0.252,2024-08-05,20240504,12122.97
2499,2025-04-18,265,Monitoring Device,45,Qualified,32852.01,0.706,2025-10-31,20250418,23193.52
2500,2024-12-14,1095,Industrial Scanner,55,Lead,42336.4,0.512,2025-02-21,20241214,21676.24
2501,2025-03-16,401,Service Contract,29,Lead,16383.92,0.157,2025-10-06,20250316,2572.28
2502,2023-08-31,524,Laptop Pro,55,Lead,26204.87,0.441,2023-12-05,20230831,11556.35
2503,2024-06-27,920,Laptop Standard,24,Proposal,31690.04,0.22,2024-08-27,20240627,6971.81
2504,2021-11-29,697,Industrial Scanner,72,Lead,55316.92,0.631,2022-02-28,20211129,34904.98
2505,2024-03-22,918,Industrial Scanner,5,Lead,66190.99,0.362,2024-09-05,20240322,23961.14
2506,2021-07-03,968,Medical Sensor,22,Qualified,21603.78,0.408,2021-09-01,20210703,8814.34
2507,2024-09-10,7,Laptop Standard,27,Lead,34281.59,0.23,2025-02-20,20240910,7884.77
2508,2023-06-24,1065,Accessory Kit,78,Closed Won,14412.43,0.643,2023-07-22,20230624,9267.19
2509,2024-03-06,1063,Industrial Scanner,43,Qualified,22478.15,0.525,2024-04-05,20240306,11801.03
2510,2023-03-18,605,Laptop Pro,9,Negotiation,307160.4,0.55,2023-08-22,20230318,168938.22
2511,2023-09-18,186,Monitoring Device,80,Lead,104851.12,0.624,2024-04-06,20230918,65427.1
2512,2024-12-12,1170,Connectivity Module,24,Lead,36671.61,0.304,2025-04-27,20241212,11148.17
2513,2023-10-25,951,Laptop Pro,65,Lead,73929.86,0.651,2024-02-28,20231025,48128.34
2514,2021-12-04,298,Service Contract,74,Closed Won,28939.27,0.347,2022-03-15,20211204,10041.93
2515,2024-07-05,799,Connectivity Module,79,Proposal,6202.72,0.567,2024-08-24,20240705,3516.94
2516,2025-06-13,1038,Monitoring Device,59,Lead,368275.25,0.406,2025-09-15,20250613,149519.75
2517,2021-02-08,697,Tablet Enterprise,55,Closed Lost,26855.67,0.612,2021-09-07,20210208,16435.67
2518,2022-09-28,726,Connectivity Module,44,Lead,38643.42,0.662,2023-04-21,20220928,25581.94
2519,2024-12-31,569,Industrial Scanner,84,Proposal,8703.68,0.382,2025-05-02,20241231,3324.81
2520,2025-11-07,8,Monitoring Device,55,Closed Won,21962.45,0.253,2026-05-16,20251107,5556.5
2521,2021-03-13,8,Service Contract,14,Negotiation,100276.51,0.307,2021-07-12,20210313,30784.89
2522,2021-11-16,65,Legacy Workstation,6,Negotiation,110844.91,0.517,2022-04-04,20211116,57306.82
2523,2025-07-16,939,Connectivity Module,85,Proposal,149047.76,0.147,2025-12-12,20250716,21910.02
2524,2022-09-02,872,Connectivity Module,51,Lead,20785.73,0.092,2023-03-30,20220902,1912.29
2525,2021-10-02,459,Laptop Pro,67,Proposal,18262.63,0.386,2022-02-08,20211002,7049.38
2526,2023-07-25,752,Industrial Scanner,21,Lead,8123.63,0.594,2023-08-27,20230725,4825.44
2527,2023-01-26,578,Laptop Standard,34,Qualified,19765.87,0.438,2023-04-24,20230126,8657.45
2528,2021-05-02,345,Connectivity Module,31,Negotiation,32153.23,0.219,2021-12-06,20210502,7041.56
2529,2024-09-07,656,Legacy Workstation,2,Qualified,48971.87,0.348,2025-01-02,20240907,17042.21
2530,2023-06-30,802,Industrial Scanner,41,Closed Lost,25636.43,0.33,2023-12-28,20230630,8460.02
2531,2025-11-25,400,Tablet Enterprise,69,Lead,8211.77,0.211,2026-05-14,20251125,1732.68
2532,2023-10-29,572,Monitoring Device,16,Qualified,7014.36,0.147,2024-02-20,20231029,1031.11
2533,2021-12-24,210,Tablet Enterprise,47,Lead,7370.56,0.456,2022-05-29,20211224,3360.98
2534,2024-11-01,164,Medical Sensor,45,Closed Lost,30719.27,0.647,2024-11-30,20241101,19875.37
2535,2022-05-27,28,Monitoring Device,35,Proposal,19987.62,0.547,2022-08-13,20220527,10933.23
2536,2021-04-19,752,Service Contract,49,Proposal,33646.64,0.792,2021-10-27,20210419,26648.14
2537,2025-07-02,716,Monitoring Device,13,Proposal,5924.26,0.448,2025-12-30,20250702,2654.07
2538,2023-06-12,121,Service Contract,19,Lead,10180.42,0.436,2023-10-22,20230612,4438.66
2539,2024-09-26,344,Medical Sensor,26,Negotiation,21018.39,0.352,2025-01-15,20240926,7398.47
2540,2022-12-17,601,Medical Sensor,16,Lead,7985.19,0.106,2023-02-27,20221217,846.43
2541,2021-11-27,146,Connectivity Module,17,Negotiation,28054.06,0.839,2021-12-20,20211127,23537.36
2542,2023-07-02,76,Connectivity Module,21,Closed Lost,29514.08,0.173,2023-10-12,20230702,5105.94
2543,2022-02-09,707,Accessory Kit,64,Negotiation,44710.63,0.631,2022-04-10,20220209,28212.41
2544,2022-07-23,44,Tablet Enterprise,67,Closed Won,8209.19,0.747,2022-11-10,20220723,6132.26
2545,2023-03-06,497,Accessory Kit,51,Lead,29848.21,0.604,2023-06-07,20230306,18028.32
2546,2024-04-12,982,Legacy Workstation,62,Lead,32415.64,0.477,2024-06-09,20240412,15462.26
2547,2021-07-29,992,Laptop Pro,75,Proposal,22901.63,0.876,2021-12-26,20210729,20061.83
2548,2021-01-18,1122,Monitoring Device,69,Lead,19924.1,0.045,2021-03-04,20210118,896.58
2549,2024-05-18,714,Medical Sensor,69,Lead,499054.65,0.457,2024-06-23,20240518,228067.98
2550,2022-03-17,226,Industrial Scanner,52,Negotiation,15003.91,0.305,2022-09-14,20220317,4576.19
2551,2024-04-02,347,Accessory Kit,46,Lead,42674.29,0.424,2024-10-22,20240402,18093.9
2552,2023-06-08,976,Accessory Kit,85,Negotiation,8953.94,0.525,2023-11-23,20230608,4700.82
2553,2021-12-28,997,Industrial Scanner,33,Negotiation,42783.41,0.448,2022-05-09,20211228,19166.97
2554,2021-05-09,929,Accessory Kit,33,Negotiation,13749.82,0.41,2021-08-20,20210509,5637.43
2555,2025-08-25,843,Laptop Pro,6,Lead,37160.12,0.211,2025-11-14,20250825,7840.79
2556,2025-04-02,1147,Accessory Kit,66,Closed Won,33112.93,0.251,2025-08-10,20250402,8311.35
2557,2022-10-08,332,Laptop Pro,73,Qualified,12283.9,0.395,2022-12-19,20221008,4852.14
2558,2024-08-13,149,Legacy Workstation,3,Closed Lost,56529.39,0.521,2024-11-29,20240813,29451.81
2559,2025-02-20,1089,Connectivity Module,64,Lead,26763.62,0.543,2025-03-30,20250220,14532.65
2560,2025-07-09,11,Industrial Scanner,33,Qualified,38862.23,0.318,2025-10-23,20250709,12358.19
2561,2025-04-04,540,Laptop Standard,43,Lead,63474.02,0.341,2025-11-08,20250404,21644.64
2562,2024-03-13,468,Tablet Enterprise,28,Negotiation,30184.03,0.472,2024-04-17,20240313,14246.86
2563,2021-04-30,570,Connectivity Module,79,Closed Lost,36590.65,0.423,2021-11-12,20210430,15477.84
2564,2021-07-19,469,Legacy Workstation,7,Lead,19408.77,0.434,2022-02-01,20210719,8423.41
2565,2023-06-10,513,Medical Sensor,39,Closed Lost,122665.13,0.615,2023-11-17,20230610,75439.05
2566,2021-10-31,107,Service Contract,82,Lead,7202.77,0.572,2021-11-21,20211031,4119.98
2567,2021-08-04,802,Industrial Scanner,34,Lead,53031.66,0.558,2021-11-14,20210804,29591.67
2568,2023-07-31,1115,Industrial Scanner,17,Proposal,13152.35,0.318,2023-10-05,20230731,4182.45
2569,2025-08-14,778,Laptop Standard,35,Closed Won,43847.73,0.326,2025-09-20,20250814,14294.36
2570,2024-07-03,298,Legacy Workstation,41,Qualified,51340.22,0.699,2025-02-01,20240703,35886.81
2571,2022-02-19,156,Laptop Pro,59,Lead,18377.28,0.447,2022-09-25,20220219,8214.64
2572,2021-08-21,1063,Laptop Pro,73,Proposal,29332.02,0.406,2022-01-21,20210821,11908.8
2573,2021-03-31,1075,Laptop Standard,57,Qualified,19571.71,0.345,2021-04-25,20210331,6752.24
2574,2023-02-11,668,Laptop Standard,65,Lead,249947.05,0.043,2023-05-02,20230211,10747.72
2575,2024-08-18,1054,Laptop Standard,83,Closed Won,6401.79,0.637,2024-10-04,20240818,4077.94
2576,2023-02-12,1103,Accessory Kit,69,Proposal,52846.24,0.245,2023-08-31,20230212,12947.33
2577,2024-08-15,470,Medical Sensor,1,Proposal,8719.58,0.483,2024-12-12,20240815,4211.56
2578,2024-06-02,199,Connectivity Module,43,Negotiation,108746.09,0.784,2024-08-27,20240602,85256.93
2579,2021-09-20,1103,Service Contract,38,Negotiation,7933.64,0.684,2021-11-14,20210920,5426.61
2580,2023-08-28,357,Industrial Scanner,28,Closed Lost,191121.9,0.414,2023-09-20,20230828,79124.47
2581,2025-04-13,674,Service Contract,33,Lead,90190.66,0.396,2025-11-13,20250413,35715.5
2582,2021-02-16,176,Monitoring Device,83,Proposal,3777.39,0.792,2021-06-15,20210216,2991.69
2583,2025-07-30,1020,Laptop Pro,2,Qualified,53744.54,0.236,2026-01-19,20250730,12683.71
2584,2021-06-30,982,Accessory Kit,6,Qualified,49879.58,0.26,2021-08-08,20210630,12968.69
2585,2023-12-09,717,Service Contract,18,Proposal,11702.46,0.036,2024-02-20,20231209,421.29
2586,2022-06-22,937,Connectivity Module,32,Closed Won,7097.13,0.34,2022-12-08,20220622,2413.02
2587,2021-07-24,1195,Medical Sensor,80,Proposal,40142.85,0.618,2021-10-30,20210724,24808.28
2588,2021-11-06,559,Service Contract,24,Lead,8863.04,0.737,2022-04-09,20211106,6532.06
2589,2023-09-02,687,Tablet Enterprise,64,Closed Won,19261.76,0.258,2023-12-28,20230902,4969.53
2590,2022-04-28,1022,Industrial Scanner,53,Closed Lost,32720.65,0.383,2022-06-13,20220428,12532.01
2591,2022-07-16,872,Laptop Pro,31,Closed Lost,12919.49,0.241,2023-02-02,20220716,3113.6
2592,2022-06-16,772,Industrial Scanner,3,Lead,26292.29,0.606,2022-10-14,20220616,15933.13
2593,2025-10-09,297,Service Contract,30,Proposal,6387.01,0.537,2025-10-29,20251009,3429.82
2594,2022-11-07,778,Connectivity Module,22,Qualified,18481.06,0.364,2023-02-03,20221107,6727.11
2595,2025-04-28,330,Service Contract,67,Lead,11919.76,0.375,2025-08-19,20250428,4469.91
